CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName AN CE DS HP NE SA SC SR
AN 0.833126 DS SR 1.176868 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.052863 0.014287 0.531361 0.104351 0.000929 0.105990 0.041673 0.148544
AN 0.938294 SA SA 5.425750 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.077495 0.121212 0.151307 0.084261 0.004248 0.333929 0.175517 0.052031
AN 0.971034 DS HP 1.093814 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.091616 0.038326 0.499937 0.130559 0.043922 0.151219 0.030500 0.013920
AN 0.722456 DS SA 1.960683 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.040945 0.046811 0.571851 0.126954 0.022387 0.147369 0.029504 0.014178
AN 0.852745 DS HP 0.582212 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.100293 0.009992 0.559298 0.164971 0.035055 0.034532 0.062698 0.033161
AN 0.727396 DS AN 2.920887 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.425679 0.000664 0.480825 0.053287 0.000156 0.006470 0.032027 0.000891
AN 0.724228 DS AN 3.455333 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.256761 0.001416 0.621737 0.030901 0.000325 0.013592 0.072918 0.002351
AN 0.652038 DS SA 3.806461 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.010549 0.185233 0.284081 0.039724 0.007233 0.465331 0.005348 0.002500
AN 0.787793 DS HP -0.027900 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.008875 0.045442 0.468915 0.116017 0.005178 0.351964 0.002395 0.001214
AN 0.790459 DS SA 3.072248 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.004465 0.006702 0.403120 0.080783 0.002083 0.501135 0.001217 0.000495
AN 0.860828 SA DS 0.406001 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.024187 0.001355 0.210305 0.016663 0.273994 0.440343 0.032486 0.000667
AN 0.878890 AN AN 3.934696 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.670112 0.004698 0.276698 0.011689 0.010121 0.021627 0.003228 0.001827
AN 0.774948 DS DS 3.502504 3.606621 3.606621 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.515339 0.000519 0.465062 0.001480 0.001874 0.013210 0.002185 0.000330
AN 0.709828 AN DS 2.262251 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.610536 0.003688 0.260442 0.010303 0.015766 0.084041 0.014167 0.001058
AN 0.821520 DS SA 2.017703 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.108689 0.011010 0.483673 0.009853 0.073650 0.272069 0.015267 0.025789
AN 0.921268 SA AN -0.386633 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.155845 0.056426 0.256664 0.014611 0.018708 0.461296 0.025870 0.010580
AN 0.941580 SA SA 4.685440 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.128335 0.004219 0.151144 0.001653 0.007463 0.594030 0.109122 0.004034
AN 0.830253 SA SC 1.233910 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.117535 0.038866 0.020809 0.000468 0.063751 0.640281 0.117332 0.000959
AN 0.687355 SA SA 2.804447 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.235168 0.010695 0.077921 0.004069 0.244852 0.404483 0.022054 0.000757
AN 0.676133 SA SA 3.140670 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.186475 0.053924 0.042495 0.008346 0.145520 0.472598 0.083475 0.007167
AN 0.946634 DS HP -1.480596 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.065685 0.005182 0.565070 0.290618 0.033525 0.008660 0.005432 0.025828
AN 0.975789 DS DS 3.629435 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.025043 0.003789 0.707371 0.105052 0.123599 0.033124 0.001392 0.000631
AN 0.808660 DS DS 4.899102 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.031508 0.009700 0.351241 0.079736 0.274381 0.167176 0.028067 0.058192
AN 0.941351 DS SC 0.972437 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.195586 0.000933 0.627188 0.006891 0.006882 0.031840 0.126711 0.003968
AN 0.898846 DS SA 0.190881 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.103871 0.000349 0.659553 0.003113 0.002497 0.054155 0.171766 0.004695
AN 0.646396 AN DS 2.984869 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.231975 0.237913 0.408986 0.007763 0.004621 0.094862 0.010898 0.002983
AN 0.827980 AN SA -0.465999 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.400914 0.017675 0.201276 0.002686 0.059739 0.209909 0.102729 0.005072
AN 0.853971 AN AN 4.299386 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.437612 0.007631 0.381089 0.002098 0.043208 0.122219 0.005471 0.000673
AN 0.803076 AN SA 1.375025 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.519991 0.124147 0.091074 0.000697 0.026798 0.201395 0.035031 0.000868
AN 0.711289 SA SA 3.381843 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.144323 0.003614 0.202261 0.006353 0.160743 0.383960 0.056970 0.041776
AN 0.757118 SA NE 0.183365 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.016685 0.002126 0.053460 0.002755 0.247922 0.616474 0.042797 0.017780
AN 0.612216 DS AN 0.956475 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.246940 0.000829 0.300349 0.028272 0.031659 0.025957 0.249732 0.116263
AN 0.326238 NE DS 0.465723 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.121005 0.002130 0.103140 0.023999 0.162502 0.057017 0.289345 0.240862
AN 0.793032 SC DS 1.504759 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.038017 0.000410 0.149388 0.007660 0.013087 0.016193 0.610934 0.164310
AN 0.545744 AN SR 2.100870 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0161.JPG 0.210258 0.000842 0.005953 0.008053 0.184806 0.074606 0.192798 0.322683
AN 0.604280 AN SR 2.937296 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.244704 0.002264 0.098888 0.013247 0.168698 0.086778 0.125750 0.259672
AN 0.442555 SC NE 0.567473 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0163.JPG 0.086224 0.001191 0.007870 0.003923 0.275200 0.069618 0.282814 0.273160
AN 0.710284 SA NE 2.548425 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0164.JPG 0.110744 0.001841 0.057574 0.002181 0.315509 0.433443 0.025330 0.053379
AN 0.886848 NE NE 3.852637 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0165.JPG 0.030305 0.001713 0.006670 0.001608 0.641085 0.240549 0.046891 0.031179
AN 0.680007 NE SC 1.199073 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0166.JPG 0.097509 0.002747 0.127377 0.004202 0.512741 0.122508 0.094844 0.038072
AN 0.918246 NE NE 6.894711 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0167.JPG 0.001171 0.000305 0.000270 0.002464 0.844786 0.016386 0.003498 0.131121
AN 0.910916 NE NE 5.316607 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0168.JPG 0.004048 0.000600 0.001717 0.003338 0.910916 0.026601 0.001616 0.051164
AN 0.956879 NE NE 6.262813 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0169.JPG 0.000628 0.000270 0.000183 0.002979 0.956879 0.012326 0.000575 0.026159
AN 0.688884 AN DS 3.681067 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0170.JPG 0.370645 0.000933 0.368670 0.032365 0.108342 0.007627 0.099507 0.011910
AN 0.510942 AN DS 0.739736 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0171.JPG 0.247650 0.003162 0.335923 0.032302 0.265105 0.048631 0.035467 0.031759
AN 0.684434 AN SC 0.852351 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0172.JPG 0.380090 0.001853 0.241620 0.020490 0.145325 0.037402 0.133536 0.039683
AN 0.958935 NE NE 4.683099 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0173.JPG 0.002194 0.000553 0.000669 0.002988 0.857858 0.007045 0.017500 0.111193
AN 0.884402 NE AN 1.862857 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0174.JPG 0.018105 0.001906 0.007806 0.018696 0.884402 0.012073 0.010555 0.046457
AN 0.934936 NE NE 6.172106 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0175.JPG 0.007872 0.000611 0.006696 0.004585 0.934936 0.004182 0.009016 0.032102
AN 0.816559 NE SA 2.666067 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0176.JPG 0.020558 0.001271 0.001448 0.001583 0.707846 0.165562 0.051656 0.050077
AN 0.788735 NE NE 3.812439 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0177.JPG 0.031197 0.003104 0.002270 0.001460 0.611615 0.304156 0.023961 0.022238
AN 0.761831 NE SA 0.593736 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0178.JPG 0.052198 0.002759 0.036104 0.003085 0.693422 0.190160 0.014420 0.007852
AN 0.887055 AN AN 10.950826 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0659_01.JPG 0.618983 0.001013 0.016501 0.099583 0.002545 0.001323 0.252000 0.008051
AN 0.810596 AN AN 5.537239 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.710435 0.000751 0.006796 0.041236 0.002493 0.001514 0.209726 0.027049
AN 0.888713 AN AN 9.250761 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.631168 0.000714 0.005022 0.010994 0.003688 0.002197 0.332739 0.013479
AN 0.850013 AN DS 1.583692 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.530753 0.003380 0.262776 0.166397 0.004984 0.005976 0.024192 0.001542
AN 0.878915 AN AN 6.317299 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0663_01.JPG 0.803212 0.001047 0.070045 0.010036 0.001339 0.026703 0.077778 0.009841
AN 0.826337 AN AN 5.434136 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0664_01.JPG 0.716667 0.000900 0.108314 0.005072 0.001527 0.014443 0.147499 0.005579
AN 0.848039 AN AN 3.799547 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0665_01.JPG 0.632296 0.001154 0.007995 0.103600 0.004059 0.003645 0.233988 0.013263
AN 0.900884 AN HP 0.144854 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.691010 0.000680 0.003087 0.100053 0.002424 0.008314 0.191386 0.003047
AN 0.856574 AN AN 5.717124 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0667_01.JPG 0.743817 0.000535 0.007150 0.023494 0.002766 0.005728 0.212120 0.004391
AN 0.671670 AN DS 0.235413 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0668_01.JPG 0.586817 0.002013 0.182126 0.058957 0.016386 0.036469 0.084817 0.032414
AN 0.615217 AN SC 1.542027 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0669_01.JPG 0.533253 0.001285 0.024878 0.055104 0.045950 0.023833 0.159382 0.156314
AN 0.578961 SC AN 2.398308 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0670_01.JPG 0.315573 0.000517 0.019084 0.009124 0.014836 0.004680 0.315497 0.320689
AN 0.721083 AN DS 1.782502 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0671_01.JPG 0.483613 0.004099 0.140509 0.100197 0.010373 0.013685 0.235729 0.011795
AN 0.828575 AN AN 4.582642 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0672_01.JPG 0.735993 0.000418 0.029588 0.009402 0.001511 0.001603 0.195357 0.026127
AN 0.836596 AN SC 3.053488 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0673_01.JPG 0.780012 0.000498 0.031955 0.027510 0.001550 0.000782 0.147798 0.009894
AN 0.719450 AN SR 0.894968 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0674_01.JPG 0.669120 0.005598 0.081221 0.046545 0.024099 0.019359 0.076909 0.077149
AN 0.840238 AN AN 4.410982 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0675_01.JPG 0.840238 0.007352 0.028353 0.067653 0.005552 0.007305 0.035560 0.007988
AN 0.787552 AN CE 2.268795 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0676_01.JPG 0.787552 0.007752 0.062939 0.060665 0.006946 0.005438 0.053164 0.015544
AN 0.723086 AN SA 1.134987 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0677_01.JPG 0.259869 0.004635 0.135652 0.304374 0.022906 0.129089 0.100093 0.043383
AN 0.526240 AN SC 0.708289 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0678_01.JPG 0.390534 0.015446 0.063439 0.176980 0.045800 0.105286 0.160999 0.041517
AN 0.511417 HP AN 0.279135 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0679_01.JPG 0.215561 0.029649 0.128430 0.151008 0.023779 0.152969 0.255172 0.043432
AN 0.772939 SA SA 6.758771 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0001_01.JPG 0.018786 0.007588 0.005827 0.000299 0.008794 0.532575 0.414447 0.011682
AN 0.709800 CE AN -0.155154 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0002_01.JPG 0.223763 0.364667 0.060377 0.002330 0.018302 0.140776 0.174231 0.015553
AN 0.808896 SA CE -1.398517 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.017301 0.193446 0.195793 0.014249 0.032166 0.473995 0.060737 0.012312
AN 0.611336 CE CE 3.947216 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0004_01.JPG 0.038977 0.328348 0.128829 0.007271 0.040721 0.255910 0.165796 0.034148
AN 0.808204 SA CE 1.157519 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0005_01.JPG 0.131691 0.147759 0.005277 0.009035 0.041180 0.367764 0.226313 0.070982
AN 0.415249 CE SA 1.735944 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0006_01.JPG 0.050822 0.193633 0.004463 0.005465 0.118547 0.477930 0.114952 0.034189
AN 0.801384 SA SC 1.828566 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0007_01.JPG 0.050963 0.140944 0.004375 0.010595 0.059188 0.371393 0.213773 0.148769
AN 0.804393 DS AN 0.842525 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0986.JPG 0.198695 0.028427 0.240576 0.016229 0.175773 0.021655 0.158141 0.160504
AN 0.921106 DS AN 0.374735 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0987.JPG 0.215483 0.003041 0.345286 0.234159 0.036785 0.006523 0.088498 0.070226
AN 0.822659 AN AN 3.062521 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.310035 0.007288 0.167371 0.016102 0.179027 0.035196 0.181045 0.103936
AN 0.668842 AN HP 0.917112 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0989.JPG 0.464975 0.017189 0.136134 0.084941 0.039341 0.015576 0.145805 0.096038
AN 0.948859 DS DS 3.575859 3.606621 3.606621 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0990.JPG 0.232995 0.037826 0.494498 0.006534 0.055090 0.012513 0.040459 0.120084
AN 0.649129 DS AN 2.499413 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0991.JPG 0.208088 0.033337 0.459832 0.033174 0.043394 0.020021 0.043295 0.158859
AN 0.824217 DS DS 3.837070 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0992.JPG 0.254804 0.011646 0.547082 0.155644 0.003469 0.018984 0.004196 0.004175
AN 0.811057 DS SA 2.177145 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0993.JPG 0.163921 0.002403 0.623037 0.062982 0.004573 0.126406 0.013105 0.003572
AN 0.762381 DS AN -0.137374 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0994.JPG 0.249393 0.011146 0.444243 0.003441 0.007646 0.141430 0.136441 0.006259
AN 0.969721 CE CE 10.582950 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0995.JPG 0.024537 0.597413 0.303296 0.002496 0.001039 0.013428 0.050826 0.006966
AN 0.607654 SA SC 1.927660 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0996.JPG 0.034102 0.145748 0.037867 0.012719 0.117297 0.426524 0.216953 0.008791
AN 0.688163 SA SC 1.926984 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0997.JPG 0.066127 0.121963 0.073216 0.001489 0.024564 0.492964 0.217828 0.001849
AN 0.808362 SA SA 2.705021 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0998.JPG 0.097815 0.093526 0.020236 0.000320 0.003059 0.495693 0.284928 0.004423
AN 0.868221 SA SC 1.848927 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0999.JPG 0.095787 0.009512 0.019405 0.000313 0.084074 0.556997 0.232137 0.001776
AN 0.776283 DS AN 3.115467 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0418.JPG 0.311631 0.001387 0.573794 0.008966 0.001769 0.010494 0.086008 0.005952
AN 0.686799 DS AN 1.360362 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0419.JPG 0.245539 0.007406 0.473792 0.041586 0.001155 0.053081 0.174059 0.003383
AN 0.740845 DS AN -1.249030 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0420.JPG 0.129695 0.000611 0.740845 0.012004 0.001381 0.035151 0.076290 0.004024
AN 0.861986 DS DS 4.063159 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0469.JPG 0.210930 0.000203 0.761485 0.006857 0.000173 0.005556 0.014076 0.000718
AN 0.815576 DS DS 5.220230 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0470.JPG 0.213661 0.000348 0.718429 0.009210 0.000257 0.015578 0.041489 0.001027
AN 0.901720 DS AN 2.894506 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0471.JPG 0.124121 0.000688 0.818163 0.005287 0.000638 0.042849 0.007049 0.001204
AN 0.759576 AN AN 4.571619 3.606621 3.606621 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0472.JPG 0.466168 0.006745 0.352659 0.012272 0.001933 0.107887 0.050799 0.001538
AN 0.739698 DS AN 2.880862 3.606621 3.606621 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0473.JPG 0.283738 0.007610 0.593920 0.052208 0.000866 0.012133 0.048755 0.000770
