CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
NE 0.748499 NE SR 1.309822 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2NE/DSC_0040.JPG 0.034401 0.013935 0.000602 0.002031 0.372257 0.378240 0.057928 0.140607
SR 0.715848 NE SC 3.139465 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SR/DSC_0634_01.JPG 0.121758 0.000088 0.001342 0.000078 0.311184 0.029721 0.528484 0.007345
CE 0.774835 CE AN 2.510034 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2CE/DSC_0581.JPG 0.294089 0.443970 0.101203 0.035986 0.000204 0.071772 0.051030 0.001746
DS 0.965216 AN HP -0.660674 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1DS/DSC_0006_01.JPG 0.328750 0.003405 0.115527 0.134579 0.082324 0.152635 0.097999 0.084781
SC 0.796360 SC DS 0.356117 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SC/DSC_0103.JPG 0.073584 0.002662 0.247203 0.214309 0.000499 0.014097 0.367836 0.079811
AN 0.710598 AN DS -0.669062 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0344.JPG 0.368855 0.050751 0.145011 0.031508 0.000601 0.002838 0.392791 0.007644
CE 0.891170 CE CE 6.638768 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1CE/DSC_0880.JPG 0.001151 0.771938 0.000495 0.038597 0.047497 0.138541 0.000222 0.001558
SC 0.856564 DS DS 2.855540 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2SC/DSC_0155.JPG 0.145119 0.169929 0.423724 0.003740 0.000331 0.107549 0.147320 0.002289
NE 0.678102 SA NE 1.325720 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1NE/DSC_0880.JPG 0.122463 0.081611 0.126279 0.014173 0.216715 0.401064 0.033196 0.004500
SA 0.849697 SA SA 3.579170 3.399881 3.399881 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SA/DSC_0760.JPG 0.081169 0.007622 0.010004 0.000637 0.057212 0.514187 0.318293 0.010877
HP 0.859303 SR AN 2.415094 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1HP/DSC_0246.JPG 0.206025 0.000197 0.003901 0.000713 0.076933 0.011121 0.129114 0.571996
CE 0.981639 CE CE 5.254581 3.399881 3.399881 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0726.JPG 0.000221 0.713130 0.000546 0.000071 0.000681 0.284758 0.000556 0.000037
SR 0.985729 SR SR 6.308519 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1SR/DSC_0109_01.JPG 0.002959 0.000008 0.000030 0.000307 0.000765 0.000080 0.147885 0.847967
HP 0.948580 HP HP 6.024721 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4HP/DSC_0823_01.JPG 0.012128 0.000144 0.035754 0.948580 0.000054 0.000155 0.000111 0.003075
HP 0.671501 AN HP 0.578566 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2HP/DSC_0598.JPG 0.296723 0.000183 0.007358 0.262824 0.036636 0.000110 0.278021 0.118144
SR 0.714788 SR SR 3.846104 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5SR/DSC_0531_01.JPG 0.034670 0.004770 0.045031 0.095199 0.004090 0.022413 0.176510 0.617317
SA 0.918414 SA SA 3.872122 3.399881 3.399881 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1SA/DSC_0924.JPG 0.105162 0.105742 0.000598 0.000804 0.275906 0.511440 0.000161 0.000187
AN 0.631529 AN DS 2.480352 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2AN/DSC_0646.JPG 0.304147 0.190255 0.274292 0.101550 0.000362 0.114070 0.003905 0.011420
SC 0.778428 AN NE 0.298653 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SC/DSC_0265_01.JPG 0.481010 0.026421 0.013133 0.012613 0.077768 0.208314 0.038888 0.141853
AN 0.755927 AN AN 7.421245 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2AN/DSC_0629.JPG 0.755927 0.004002 0.121421 0.002172 0.000945 0.103204 0.006446 0.005885
SR 0.845857 DS AN 2.693328 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2SR/DSC_0632.JPG 0.152128 0.007590 0.734378 0.069228 0.000162 0.001224 0.031686 0.003605
DS 0.976734 DS DS 6.232237 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1DS/DSC_0184_01.JPG 0.016244 0.000599 0.976734 0.004105 0.000462 0.001521 0.000087 0.000249
SC 0.866637 SA SA 3.161108 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SC/DSC_0147.JPG 0.013105 0.007377 0.029766 0.005540 0.159560 0.302728 0.273244 0.208680
SR 0.899400 DS HP 3.182358 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SR/DSC_0786_01.JPG 0.052621 0.000112 0.433998 0.506419 0.000205 0.000213 0.000692 0.005739
SC 0.610868 SR SC 2.234030 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1SC/DSC_0902.JPG 0.160698 0.003743 0.175106 0.011313 0.002190 0.040465 0.239557 0.366929
DS 0.770641 DS DS 4.096582 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8DS/DSC_0873.JPG 0.257204 0.010236 0.696617 0.001662 0.000163 0.026043 0.007639 0.000437
SR 0.750210 HP SR 3.021862 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SR/DSC_0783.JPG 0.005772 0.000071 0.001274 0.378655 0.000969 0.000029 0.153633 0.459597
SA 0.693541 SR AN 0.398237 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1SA/DSC_0950.JPG 0.214120 0.012091 0.073464 0.023712 0.005329 0.047782 0.271213 0.352289
NE 0.658764 AN SR -0.021869 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7NE/DSC_0213.JPG 0.320828 0.002048 0.293932 0.036425 0.031137 0.002430 0.166549 0.146650
SR 0.900674 DS SR -0.727907 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SR/DSC_0088.JPG 0.059470 0.012461 0.337731 0.225975 0.000669 0.031454 0.213532 0.118709
SR 0.920710 SC AN 1.248156 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2SR/DSC_0952.JPG 0.270173 0.050328 0.031090 0.202454 0.002145 0.002162 0.431014 0.010634
DS 0.835054 DS DS 3.411016 3.399881 3.399881 0 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4DS/DSC_0853.JPG 0.200384 0.004228 0.478295 0.175284 0.004639 0.107728 0.020122 0.009321
SA 0.740562 DS DS 4.022913 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SA/DSC_0222.JPG 0.051344 0.013225 0.368584 0.033410 0.119912 0.060153 0.252468 0.100905
NE 0.908573 SC NE 0.924858 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2NE/DSC_0505.JPG 0.182153 0.001125 0.000903 0.000696 0.172460 0.158400 0.474767 0.009496
NE 0.651461 AN DS 2.919043 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3NE/DSC_0486.JPG 0.326338 0.025378 0.515363 0.066513 0.001246 0.015141 0.030912 0.019110
NE 0.895808 NE NE 5.694254 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4NE/DSC_0896.JPG 0.000012 0.000260 0.000001 0.000004 0.771852 0.227376 0.000345 0.000149
NE 0.814418 DS DS 3.039133 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2NE/DSC_0547.JPG 0.229668 0.020232 0.606808 0.097840 0.000370 0.034439 0.006811 0.003831
CE 0.743100 SR SR 3.745823 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1CE/DSC_0071_01.JPG 0.070172 0.045655 0.082015 0.162508 0.001937 0.021251 0.013030 0.603433
SA 0.773447 HP AN -0.054995 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SA/DSC_0083_01.JPG 0.169744 0.015537 0.062928 0.492806 0.000258 0.000592 0.054896 0.203239
DS 0.826918 AN DS 0.036206 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1DS/DSC_0825.JPG 0.517154 0.045952 0.155208 0.017975 0.000645 0.018777 0.241851 0.002438
DS 0.969717 DS DS 6.654019 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0019_01.JPG 0.023911 0.000038 0.969717 0.000287 0.000001 0.006000 0.000040 0.000006
SA 0.669393 DS AN 2.996429 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SA/DSC_0749.JPG 0.343075 0.003838 0.481651 0.009056 0.000074 0.007844 0.153908 0.000554
SR 0.787666 SR HP 3.151991 3.399881 3.399881 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SR/DSC_0137_01.JPG 0.015282 0.000504 0.033562 0.309872 0.001392 0.000931 0.021891 0.616567
DS 0.845571 DS DS 2.623684 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2DS/DSC_0377.JPG 0.240282 0.009977 0.516263 0.198920 0.003783 0.022274 0.003618 0.004884
DS 0.900767 AN SC 0.929969 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3DS/DSC_0171_01.JPG 0.567192 0.001591 0.243725 0.008483 0.000103 0.000636 0.173269 0.005001
AN 0.749026 HP DS 2.327928 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5AN/DSC_0501_01.JPG 0.121242 0.012568 0.261198 0.344167 0.001450 0.106623 0.089103 0.063649
AN 0.603440 DS HP 0.645644 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3AN/DSC_0099.JPG 0.155293 0.020443 0.182054 0.188187 0.204290 0.064998 0.009293 0.175442
AN 0.487742 AN AN 2.680303 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1AN/DSC_0337_01.JPG 0.316950 0.010391 0.118125 0.007600 0.005053 0.322153 0.162104 0.057623
DS 0.792984 DS DS 7.378763 3.399881 3.399881 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3DS/DSC_0170_01.JPG 0.050145 0.029880 0.617136 0.166126 0.000182 0.134950 0.001147 0.000434
NE 0.862134 HP HP 3.746897 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4NE/DSC_0508.JPG 0.062920 0.000722 0.196071 0.655774 0.004562 0.002457 0.006510 0.070984
CE 0.731471 AN DS 2.988101 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4CE/DSC_0219_01.JPG 0.476831 0.011436 0.392095 0.016619 0.000410 0.011691 0.089809 0.001110
SA 0.869798 SA SA 4.326907 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3SA/DSC_0420.JPG 0.011910 0.001451 0.001128 0.000870 0.114387 0.869798 0.000123 0.000334
DS 0.754051 HP HP 2.658152 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1DS/DSC_0188_01.JPG 0.086552 0.004956 0.153850 0.360106 0.000378 0.000280 0.257452 0.136427
AN 0.935950 AN AN 5.632789 3.399881 3.399881 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3AN/DSC_0337_01.JPG 0.514704 0.011684 0.006075 0.137471 0.145264 0.178583 0.000351 0.005868
DS 0.974022 DS DS 6.034897 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0030_01.JPG 0.013506 0.000056 0.974022 0.012286 0.000004 0.000053 0.000037 0.000036
SR 0.914025 SA SA 7.052572 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SR/DSC_0449.JPG 0.000366 0.042068 0.000987 0.012215 0.144700 0.784312 0.000155 0.015198
DS 0.662906 AN AN 4.192723 3.399881 3.399881 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1DS/DSC_0025.JPG 0.368257 0.003298 0.364292 0.003439 0.003457 0.055658 0.158102 0.043498
DS 0.802755 HP SR 0.698472 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1DS/DSC_0334.JPG 0.006225 0.002228 0.128264 0.679242 0.001457 0.001198 0.007274 0.174113
CE 0.774465 HP HP 2.622488 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3CE/DSC_0036_01.JPG 0.269722 0.270676 0.005036 0.380762 0.010460 0.020615 0.008441 0.034289
SA 0.846161 SC AN 0.752179 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2SA/DSC_0403.JPG 0.089588 0.018751 0.000787 0.002056 0.333184 0.111209 0.388998 0.055427
SR 0.959718 SA SA 5.087115 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1SR/DSC_0941.JPG 0.171324 0.053794 0.038638 0.002278 0.007824 0.723222 0.001482 0.001438
SA 0.879145 AN DS -0.139040 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SA/DSC_0951.JPG 0.581158 0.003500 0.116982 0.001287 0.001183 0.010948 0.278609 0.006332
SA 0.620107 AN SC 0.259535 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SA/DSC_0520.JPG 0.287819 0.002508 0.022165 0.096626 0.112162 0.015532 0.143483 0.319704
HP 0.641960 AN HP 1.850520 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3HP/DSC_0138.JPG 0.349138 0.022226 0.150467 0.191000 0.007940 0.018829 0.107602 0.152797
CE 0.859801 CE CE 5.683562 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1CE/DSC_0370.JPG 0.003990 0.859801 0.018407 0.043116 0.003090 0.070138 0.000877 0.000581
NE 0.967012 SC HP 1.140062 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1NE/DSC_0056.JPG 0.002035 0.001134 0.022229 0.128639 0.285947 0.122407 0.426788 0.010820
SA 0.801774 AN DS -0.620624 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SA/DSC_0524.JPG 0.401734 0.000580 0.139256 0.097239 0.089314 0.001362 0.025309 0.245205
SC 0.783116 SC SC 3.169400 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SC/DSC_0101.JPG 0.057146 0.002811 0.224918 0.149735 0.001711 0.032161 0.459890 0.071628
SR 0.701083 SA DS -0.668005 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1SR/DSC_0279_01.JPG 0.122869 0.016628 0.164984 0.006759 0.128545 0.556444 0.002297 0.001475
NE 0.770436 SA SC 0.939386 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1NE/DSC_0375_01.JPG 0.023242 0.001146 0.000849 0.000627 0.320066 0.342481 0.298961 0.012629
SA 0.947546 NE SA 3.187099 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4SA/DSC_0930.JPG 0.001668 0.007437 0.000072 0.000156 0.637279 0.340852 0.007532 0.005004
NE 0.902682 SA SA 3.755892 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1NE/DSC_0375_01.JPG 0.137254 0.007330 0.049951 0.026703 0.003759 0.773954 0.000166 0.000884
NE 0.767424 SA DS 1.118744 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5NE/DSC_0565_01.JPG 0.001046 0.007689 0.124055 0.001478 0.307641 0.463984 0.089192 0.004914
SA 0.624356 DS AN -1.158462 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2SA/DSC_0562.JPG 0.256551 0.143250 0.350485 0.048388 0.001628 0.144786 0.010118 0.044794
SR 0.712517 SR AN 2.353359 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SR/DSC_0535.JPG 0.283837 0.001441 0.018435 0.135732 0.028187 0.010678 0.160073 0.361617
SR 0.681313 SC DS 0.500125 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2SR/DSC_0918.JPG 0.169019 0.002772 0.174718 0.086690 0.092661 0.015614 0.349527 0.108998
NE 0.745390 SR NE 0.501450 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4NE/DSC_0897_01.JPG 0.007112 0.143594 0.001133 0.015531 0.167042 0.081008 0.127254 0.457327
SC 0.922767 DS DS 2.005883 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SC/DSC_0659.JPG 0.155140 0.002822 0.293300 0.123678 0.000491 0.245186 0.010250 0.169133
HP 0.878881 HP HP 4.578266 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2HP/DSC_0325.JPG 0.156821 0.007401 0.018426 0.782970 0.006832 0.007047 0.002367 0.018136
SC 0.532853 SA NE 1.694306 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SC/DSC_0821.JPG 0.168753 0.004767 0.001944 0.006623 0.225363 0.293649 0.203175 0.095727
DS 0.938678 DS DS 5.041348 3.399881 3.399881 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4DS/DSC_0850.JPG 0.136684 0.008294 0.739034 0.083881 0.000522 0.029941 0.001078 0.000566
SR 0.682117 SC SR 1.349283 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1SR/DSC_0974.JPG 0.217659 0.006131 0.057822 0.047142 0.000391 0.015111 0.417981 0.237763
SA 0.740374 DS SC 3.081569 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SA/DSC_0261.JPG 0.149431 0.000538 0.592252 0.002765 0.002735 0.056739 0.183685 0.011855
SR 0.682616 DS AN -0.176755 3.399881 3.399881 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3SR/DSC_0468.JPG 0.237911 0.008302 0.519016 0.086215 0.001438 0.067297 0.036993 0.042828
NE 0.759908 SC NE 1.455097 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1NE/DSC_0877.JPG 0.102809 0.004957 0.035920 0.003149 0.127737 0.211951 0.360654 0.152823
SA 0.663825 SA SC -0.255577 3.399881 3.399881 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2SA/DSC_0903.JPG 0.323026 0.027418 0.083777 0.001546 0.021370 0.436014 0.103157 0.003691
AN 0.842347 AN NE 1.160311 3.399881 3.399881 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1AN/DSC_0161_01.JPG 0.454786 0.001010 0.224456 0.012809 0.103741 0.016179 0.065234 0.121786
CE 0.999554 CE CE 6.934660 3.399881 3.399881 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4CE/DSC_0914.JPG 0.000000 0.999554 0.000001 0.000009 0.000275 0.000158 0.000000 0.000002
NE 0.879367 DS NE 2.122384 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2NE/DSC_0217_01.JPG 0.033733 0.002498 0.391213 0.011402 0.282781 0.256865 0.019024 0.002483
HP 0.875401 HP HP 4.665532 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1HP/DSC_0034.JPG 0.022392 0.002338 0.181374 0.753214 0.000610 0.025412 0.000941 0.013719
SA 0.926059 SA SA 4.756350 3.399881 3.399881 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SA/DSC_0739.JPG 0.024164 0.025573 0.013616 0.002589 0.243967 0.686698 0.001611 0.001783
HP 0.888004 AN AN 1.561393 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1HP/DSC_0723.JPG 0.352775 0.014786 0.064737 0.249043 0.003087 0.104084 0.072992 0.138496
AN 0.907867 DS DS 5.701563 3.399881 3.399881 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2AN/DSC_0024.JPG 0.089486 0.000046 0.907867 0.000041 0.000010 0.000286 0.002241 0.000023
CE 0.842040 CE CE 4.373942 3.399881 3.399881 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2CE/DSC_0695.JPG 0.025410 0.731649 0.012711 0.007149 0.007592 0.213465 0.000223 0.001802
SC 0.939559 SC SC 4.394280 3.399881 3.399881 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SC/DSC_0828.JPG 0.300344 0.000085 0.006966 0.000358 0.000818 0.000563 0.442049 0.248817
SA 0.728118 SA SA 3.554500 3.399881 3.399881 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SA/DSC_0417.JPG 0.099137 0.006569 0.295262 0.017934 0.033278 0.483768 0.004411 0.059641
AN 0.634702 SR DS 0.808127 3.399881 3.399881 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1AN/DSC_0177_01.JPG 0.089762 0.001673 0.263166 0.138777 0.004092 0.002402 0.202408 0.297719
SC 0.886721 SR SR 2.796030 3.399881 3.399881 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1SC/DSC_0908.JPG 0.003351 0.002545 0.148131 0.011407 0.003507 0.133267 0.269549 0.428243
