CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S12 0.783371 S1 S1 4.739087 3.835423 3.835423 1 1 1 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0314.JPG 0.571908 0.007946 0.007677 0.094763 0.008501 0.010702 0.009573 0.001910 0.005049 0.000997 0.017115 0.002102 0.010719 0.063760 0.016081 0.002071 0.011730 0.001411 0.135625 0.008455 0.011906
S7 0.763149 S7 S7 4.835187 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0999.JPG 0.000333 0.000091 0.000166 0.001386 0.000136 0.002054 0.001570 0.000062 0.004326 0.372941 0.001988 0.000721 0.014229 0.000590 0.000592 0.000119 0.000137 0.000309 0.598019 0.000178 0.000052
S1 0.808438 S1 S6 2.664083 3.835423 3.835423 0 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0319.JPG 0.697320 0.000826 0.000495 0.002700 0.003034 0.004102 0.001104 0.000827 0.001572 0.010814 0.001565 0.000734 0.003165 0.011461 0.004962 0.000906 0.001567 0.063563 0.178221 0.004170 0.006890
S17 0.954479 S17 S17 7.660770 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0889.JPG 0.000855 0.000472 0.000128 0.000486 0.000747 0.028290 0.000463 0.000267 0.954479 0.000600 0.002707 0.003121 0.000559 0.000267 0.000248 0.000677 0.002799 0.000824 0.001176 0.000260 0.000573
S16 0.927356 S16 S16 5.515763 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S16/S16MK1/DSC_0472.JPG 0.003864 0.014111 0.001091 0.002192 0.010453 0.002501 0.001421 0.723767 0.001054 0.010925 0.000788 0.082719 0.006892 0.003366 0.108020 0.004388 0.002133 0.002591 0.008781 0.005703 0.003238
S3 0.997841 S3 S3 5.775310 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0294_01.JPG 0.000022 0.000168 0.104248 0.000009 0.000058 0.000007 0.000024 0.000088 0.000060 0.000010 0.000005 0.000083 0.000006 0.000010 0.895065 0.000007 0.000022 0.000009 0.000040 0.000014 0.000046
S1 0.727332 S1 S1 5.252147 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0167.JPG 0.727332 0.011055 0.010343 0.046210 0.004430 0.002759 0.003759 0.002800 0.003471 0.002170 0.001034 0.001540 0.003663 0.017580 0.015597 0.002427 0.036054 0.001369 0.057373 0.032477 0.016557
S10 0.722963 S11 S10 0.913903 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10NM2/DSC_0061.JPG 0.004892 0.215599 0.274177 0.123354 0.028559 0.001920 0.001003 0.000612 0.000808 0.002358 0.006271 0.003333 0.008559 0.180893 0.007691 0.037470 0.049654 0.018259 0.002549 0.013572 0.018468
S10 0.655362 S8 S7 2.057942 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0053.JPG 0.026316 0.008993 0.007802 0.033168 0.051662 0.013867 0.007350 0.005089 0.001677 0.003768 0.001078 0.008791 0.014124 0.047163 0.208581 0.020814 0.016612 0.002453 0.182828 0.333149 0.004712
S17 0.932552 S17 S17 7.329119 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0993.JPG 0.006100 0.000904 0.000356 0.000525 0.000948 0.012146 0.000501 0.000529 0.932552 0.004539 0.021385 0.007634 0.000600 0.000167 0.000812 0.000483 0.002523 0.000640 0.005299 0.000386 0.000970
S1 0.638853 S3 S1 1.199343 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0720.JPG 0.126886 0.030178 0.014210 0.004660 0.131799 0.003651 0.003168 0.009774 0.004097 0.090667 0.046541 0.040441 0.026668 0.026014 0.355914 0.007021 0.017687 0.004461 0.011010 0.006890 0.038265
S3 0.999940 S3 S3 6.830237 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0799.JPG 0.000001 0.000002 0.000001 0.000001 0.000003 0.000000 0.000001 0.000001 0.000001 0.000015 0.000002 0.000013 0.000002 0.000002 0.999940 0.000002 0.000002 0.000001 0.000005 0.000001 0.000003
S14 0.691509 S14 S14 3.834188 3.835423 3.835423 1 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S14/S14NM2/DSC_0225_01.JPG 0.004396 0.006415 0.009732 0.010857 0.003008 0.399989 0.012848 0.000971 0.006923 0.182802 0.032871 0.002979 0.076660 0.034327 0.005016 0.001944 0.001079 0.004090 0.194670 0.001759 0.006663
S4 0.602845 S21 S4 5.255107 3.835423 3.835423 1 1 1 3.000000 /home/sielicki/data/BC2_1072x712/S4/S4MK1/DSC_0540.JPG 0.000722 0.004428 0.051463 0.002893 0.001214 0.000184 0.000421 0.001140 0.014588 0.005880 0.009818 0.002627 0.001904 0.260711 0.001642 0.512669 0.003545 0.021400 0.099594 0.000571 0.002585
S7 0.985389 S7 S7 5.573991 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD1/DSC_0108.JPG 0.000041 0.000040 0.000065 0.001736 0.000077 0.000137 0.000114 0.000064 0.000561 0.286353 0.000301 0.000145 0.001952 0.000840 0.000500 0.000033 0.000097 0.000087 0.706810 0.000027 0.000019
S3 0.999999 S3 S3 6.831343 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0862.JPG 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999999 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S5 0.437729 S5 S1 2.284814 3.835423 3.835423 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK2/DSC_0585.JPG 0.315581 0.010963 0.027222 0.002134 0.031625 0.015143 0.004775 0.006359 0.031784 0.005176 0.001923 0.010733 0.002651 0.026393 0.241978 0.002490 0.206898 0.004641 0.003894 0.039786 0.007850
S3 0.996947 S3 S3 5.852295 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0243_01.JPG 0.000012 0.000201 0.139646 0.000012 0.000058 0.000005 0.000016 0.000098 0.000039 0.000008 0.000004 0.000180 0.000005 0.000021 0.859495 0.000044 0.000027 0.000006 0.000038 0.000027 0.000059
S3 0.936190 S3 S3 5.945568 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK4/DSC_0296_01.JPG 0.000136 0.000902 0.057616 0.000116 0.000241 0.000053 0.000164 0.000280 0.000364 0.000043 0.000114 0.000302 0.000208 0.000301 0.936190 0.000069 0.000486 0.000292 0.001524 0.000086 0.000512
S1 0.860843 S7 S18 1.140336 3.835423 3.835423 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0384.JPG 0.205019 0.007162 0.002630 0.004837 0.004694 0.022570 0.006450 0.004708 0.002684 0.160143 0.003010 0.004746 0.004709 0.043527 0.021091 0.002400 0.002738 0.002518 0.438922 0.051260 0.004183
S4 0.991826 S6 S6 6.819258 3.835423 3.835423 1 1 1 0.000000 /home/sielicki/data/BC2_1072x712/S4/S4HD1/DSC_0240.JPG 0.000921 0.022281 0.061730 0.000717 0.002616 0.000404 0.000516 0.000344 0.000119 0.000052 0.000166 0.000814 0.000733 0.011320 0.003579 0.012784 0.010603 0.864364 0.001624 0.000647 0.003666
S5 0.534115 S1 S19 1.058099 3.835423 3.835423 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK3/DSC_0031_01.JPG 0.218947 0.007243 0.116778 0.004434 0.006763 0.001914 0.001683 0.001249 0.003027 0.002141 0.143100 0.007758 0.006811 0.023093 0.033643 0.005721 0.207429 0.004537 0.007468 0.004778 0.191483
S12 0.881731 S1 S1 3.788818 3.835423 3.835423 1 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0253.JPG 0.441541 0.006732 0.001778 0.243126 0.011467 0.010052 0.001290 0.000665 0.001535 0.000593 0.004986 0.001181 0.006012 0.019149 0.023511 0.003624 0.007350 0.061068 0.141170 0.002244 0.010926
S7 0.693482 S17 S17 2.715579 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0791.JPG 0.224068 0.000408 0.001313 0.000261 0.004824 0.011656 0.001083 0.001561 0.308847 0.054448 0.153263 0.012150 0.003763 0.073447 0.069719 0.004309 0.000635 0.002582 0.069554 0.000725 0.001384
S19 0.999970 S19 S19 6.829517 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S19/S19GL1/DSC_0861.JPG 0.000002 0.000000 0.000000 0.000000 0.000001 0.000002 0.000000 0.000000 0.000002 0.000002 0.999970 0.000003 0.000000 0.000000 0.000002 0.000000 0.000006 0.000000 0.000000 0.000000 0.000006
S2 0.695131 S18 S7 1.537353 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0866.JPG 0.001647 0.000530 0.009532 0.002482 0.001463 0.039378 0.002063 0.000524 0.029791 0.209461 0.009188 0.013904 0.187973 0.180258 0.005585 0.005200 0.000266 0.004314 0.287569 0.008154 0.000719
S1 0.433407 S12 S10 -0.611634 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0140.JPG 0.239147 0.024746 0.035754 0.155311 0.007115 0.013487 0.005751 0.003693 0.004212 0.003807 0.002406 0.004965 0.002949 0.034861 0.156203 0.004674 0.101243 0.002751 0.114336 0.056647 0.025941
S5 0.758380 S5 S5 5.927153 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0809.JPG 0.002789 0.011611 0.036959 0.006717 0.054818 0.000356 0.000368 0.001062 0.000690 0.000388 0.017151 0.004350 0.001607 0.010450 0.007835 0.010847 0.653154 0.000998 0.000672 0.001960 0.175218
S2 0.633547 S21 S21 3.099649 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0911.JPG 0.001843 0.001087 0.023690 0.001185 0.001178 0.012678 0.005405 0.000892 0.026932 0.146671 0.004869 0.010776 0.204269 0.382326 0.004700 0.011103 0.000521 0.003556 0.144555 0.009143 0.002620
S7 0.902668 S7 S7 4.835148 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0967.JPG 0.000260 0.000100 0.000180 0.004082 0.000142 0.002461 0.001699 0.000054 0.001481 0.281267 0.001767 0.000804 0.038215 0.000871 0.000541 0.000326 0.000155 0.000280 0.665131 0.000148 0.000036
S5 0.912390 S5 S5 5.765480 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK1/DSC_0313_01.JPG 0.000546 0.000414 0.000337 0.007240 0.000379 0.005413 0.018333 0.000138 0.000077 0.001601 0.000411 0.000592 0.170485 0.001908 0.000575 0.000338 0.782539 0.000336 0.006383 0.001355 0.000598
S7 0.943583 S7 S7 5.521440 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0035.JPG 0.000177 0.000054 0.000078 0.001045 0.000119 0.001802 0.001681 0.000051 0.002246 0.155526 0.002422 0.002747 0.007837 0.000378 0.000448 0.000125 0.000142 0.000253 0.822691 0.000149 0.000031
S3 0.999945 S3 S3 6.831250 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0811.JPG 0.000001 0.000002 0.000001 0.000000 0.000002 0.000000 0.000001 0.000001 0.000001 0.000021 0.000001 0.000011 0.000002 0.000002 0.999945 0.000001 0.000001 0.000001 0.000005 0.000001 0.000001
S10 0.463799 S12 S11 -1.062010 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0007.JPG 0.259566 0.128158 0.007537 0.231412 0.021994 0.007890 0.009497 0.009195 0.001608 0.001317 0.003132 0.002849 0.029341 0.054588 0.037067 0.033049 0.035172 0.014052 0.084040 0.009706 0.018832
S1 0.739814 S3 S18 3.209880 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0877.JPG 0.044067 0.023217 0.018096 0.001190 0.023444 0.003283 0.002142 0.005066 0.003314 0.208902 0.015040 0.057981 0.050942 0.017183 0.448415 0.003056 0.003389 0.000939 0.003755 0.054480 0.012101
S14 0.843030 S14 S14 6.756022 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S14/S14GL1/DSC_0496_01.JPG 0.001007 0.006523 0.001149 0.004563 0.001811 0.733994 0.020552 0.000187 0.001950 0.024868 0.010962 0.002376 0.066443 0.006728 0.002571 0.001443 0.000435 0.001108 0.109779 0.000640 0.000911
S4 1.000000 S4 S4 6.831352 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S4/S4NM2/DSC_0649.JPG 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S3 0.925186 S3 S3 5.451574 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK4/DSC_0300_01.JPG 0.000474 0.002941 0.231294 0.000419 0.000736 0.000109 0.000779 0.000702 0.000714 0.000167 0.000247 0.000812 0.000422 0.001129 0.748319 0.000282 0.001294 0.000951 0.005493 0.000383 0.002332
S7 0.969322 S16 S21 1.246331 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0556.JPG 0.003763 0.039988 0.001275 0.002187 0.031675 0.005188 0.000768 0.431046 0.011013 0.004990 0.002001 0.039266 0.003444 0.129608 0.009433 0.110247 0.000809 0.004324 0.137624 0.018216 0.013135
S3 0.995702 S3 S3 3.754664 3.835423 3.835423 1 0 0 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0960.JPG 0.000025 0.000081 0.003705 0.000005 0.000034 0.000003 0.000009 0.000119 0.000020 0.000002 0.000002 0.000147 0.000002 0.000007 0.995702 0.000004 0.000020 0.000004 0.000072 0.000005 0.000033
S1 0.998450 S1 S1 6.778636 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK4/DSC_0021_01.JPG 0.998450 0.000010 0.000010 0.000085 0.000107 0.000096 0.000039 0.000019 0.000070 0.000037 0.000071 0.000029 0.000019 0.000134 0.000022 0.000054 0.000097 0.000088 0.000294 0.000081 0.000189
S4 0.801519 S4 S4 3.865838 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S4/S4MK1/DSC_0638.JPG 0.002860 0.009414 0.052833 0.004936 0.003057 0.000692 0.000993 0.001642 0.003500 0.011708 0.005496 0.003675 0.002105 0.209054 0.004742 0.597211 0.006621 0.015828 0.057186 0.001137 0.005310
S7 0.900388 S14 S14 4.229209 3.835423 3.835423 1 1 1 1.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0134_01.JPG 0.002869 0.000708 0.002052 0.000711 0.000974 0.312687 0.003567 0.000345 0.007810 0.242788 0.003659 0.012280 0.186777 0.061986 0.004074 0.014001 0.000249 0.001759 0.139075 0.000781 0.000848
S11 0.999959 S11 S11 6.830319 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0041_01.JPG 0.000000 0.000000 0.999959 0.000000 0.000001 0.000000 0.000005 0.000004 0.000001 0.000006 0.000000 0.000006 0.000000 0.000001 0.000004 0.000001 0.000010 0.000000 0.000001 0.000001 0.000000
S1 0.911402 S6 S1 1.196129 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD1/DSC_0980.JPG 0.004703 0.019872 0.002706 0.000794 0.005479 0.000914 0.000179 0.000324 0.000209 0.000116 0.000302 0.000207 0.005424 0.001335 0.002546 0.001450 0.036958 0.911402 0.000649 0.002146 0.002283
S7 0.752295 S17 S19 1.955562 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0762.JPG 0.199876 0.000958 0.003012 0.000298 0.005863 0.004407 0.001805 0.001034 0.334708 0.009780 0.150522 0.046322 0.001526 0.021769 0.089411 0.006090 0.001156 0.019474 0.093830 0.005652 0.002505
S3 0.983453 S3 S3 5.758407 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD2/DSC_0904.JPG 0.000074 0.001013 0.142448 0.000036 0.000174 0.000147 0.000106 0.000141 0.000636 0.000115 0.000217 0.000518 0.000132 0.000067 0.852312 0.000127 0.000126 0.000116 0.001228 0.000048 0.000219
S12 0.772372 S14 S10 0.787877 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12NM2/DSC_0826.JPG 0.005363 0.150660 0.004734 0.073592 0.016737 0.246222 0.001161 0.001234 0.035321 0.050238 0.029536 0.003020 0.036142 0.149965 0.031134 0.009579 0.030378 0.090161 0.001340 0.002514 0.030970
S3 0.999954 S3 S3 6.829738 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0758.JPG 0.000001 0.000001 0.000001 0.000001 0.000003 0.000000 0.000001 0.000001 0.000001 0.000007 0.000000 0.000013 0.000001 0.000002 0.999954 0.000002 0.000003 0.000001 0.000004 0.000001 0.000003
S11 0.999986 S11 S11 6.831220 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0135_01.JPG 0.000000 0.000000 0.999986 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000004 0.000000 0.000001 0.000000 0.000000 0.000001 0.000000 0.000003 0.000000 0.000001 0.000001 0.000000
S20 0.625192 S18 S18 2.336643 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S20/S20MK1/DSC_0377.JPG 0.000804 0.002776 0.134753 0.001443 0.002038 0.043816 0.000870 0.000812 0.180939 0.243625 0.003286 0.096745 0.081135 0.027524 0.006490 0.003540 0.001640 0.003971 0.024698 0.137275 0.001820
S10 0.540380 S7 S7 1.747966 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK4/DSC_0737_01.JPG 0.204304 0.024966 0.004109 0.095604 0.012585 0.020710 0.006229 0.007818 0.001127 0.001363 0.001104 0.001839 0.098492 0.025526 0.093249 0.014986 0.026376 0.007916 0.165801 0.177750 0.008144
S5 0.914797 S5 S5 5.719650 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK1/DSC_0204_01.JPG 0.001645 0.004360 0.000193 0.015646 0.000385 0.001461 0.004543 0.000150 0.000144 0.001109 0.000156 0.000477 0.159784 0.000657 0.000290 0.000303 0.793544 0.001684 0.011716 0.000576 0.001177
S10 0.999986 S10 S10 6.830901 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0250.JPG 0.000001 0.999986 0.000001 0.000000 0.000001 0.000002 0.000000 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000001 0.000001 0.000001
S12 0.651116 S10 S12 0.861888 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12NM2/DSC_0813.JPG 0.007900 0.201187 0.004734 0.172915 0.045791 0.084792 0.003272 0.001073 0.031998 0.011978 0.035782 0.002990 0.030874 0.203607 0.022591 0.005814 0.047061 0.019835 0.001034 0.002978 0.061795
S7 0.675241 S14 S18 2.689574 3.835423 3.835423 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0123_01.JPG 0.001685 0.000750 0.002006 0.010307 0.002444 0.267802 0.003152 0.000486 0.109148 0.320997 0.012687 0.029283 0.014320 0.038085 0.006033 0.004960 0.000676 0.002148 0.170999 0.001117 0.000913
S2 0.706767 S18 S18 3.113290 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2HD1/DSC_0112.JPG 0.003406 0.002277 0.002059 0.128362 0.002326 0.016108 0.039439 0.000884 0.003190 0.341549 0.005160 0.010878 0.325776 0.055277 0.014690 0.003653 0.002270 0.003298 0.033681 0.004257 0.001461
S1 0.716402 S7 S18 1.723473 3.835423 3.835423 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0297.JPG 0.123697 0.001522 0.000982 0.010771 0.004136 0.010165 0.001812 0.001729 0.004688 0.140382 0.004609 0.003586 0.002956 0.041293 0.003867 0.002037 0.001801 0.004816 0.615224 0.017112 0.002815
S11 0.999797 S11 S11 6.828318 3.835423 3.835423 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0153_01.JPG 0.000001 0.000003 0.999797 0.000001 0.000003 0.000003 0.000016 0.000007 0.000001 0.000020 0.000000 0.000027 0.000000 0.000001 0.000025 0.000001 0.000030 0.000000 0.000007 0.000055 0.000003
S1 0.874181 S1 S1 4.970750 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0376.JPG 0.685649 0.001012 0.000818 0.001497 0.001725 0.002696 0.001471 0.003481 0.001650 0.027983 0.002163 0.001263 0.002248 0.021128 0.006926 0.001091 0.002369 0.011918 0.215025 0.002657 0.005233
S7 0.774257 S7 S7 5.773421 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0978.JPG 0.000328 0.000078 0.000109 0.001279 0.000099 0.001781 0.001320 0.000051 0.002346 0.320990 0.001042 0.000587 0.004320 0.000281 0.000509 0.000081 0.000156 0.000195 0.664293 0.000118 0.000039
S7 0.864335 S7 S7 5.638380 3.835423 3.835423 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD1/DSC_0056.JPG 0.000261 0.000139 0.000256 0.023430 0.000462 0.000285 0.000430 0.000294 0.001227 0.212710 0.001710 0.000761 0.008029 0.002589 0.003494 0.000154 0.000348 0.000203 0.742735 0.000363 0.000119
S3 0.943471 S3 S3 5.066697 3.835423 3.835423 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK4/DSC_0243_01.JPG 0.000852 0.002887 0.205056 0.000372 0.002029 0.000328 0.000624 0.000674 0.000708 0.000161 0.000550 0.000887 0.001855 0.001142 0.766736 0.000537 0.002357 0.003096 0.004899 0.000507 0.003743
S15 0.989388 S15 S1 -0.323986 3.835423 3.835423 0 0 0 7.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0095.JPG 0.000067 0.000012 0.000031 0.000334 0.000034 0.000136 0.989388 0.000016 0.000106 0.000038 0.000016 0.000079 0.008388 0.000271 0.000487 0.000392 0.000027 0.000052 0.000055 0.000051 0.000021
