CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName AN CE DS HP NE SA SC SR
HP 0.764034 SR HP 0.167498 3.583716 2.456331 0 0 0 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1HP/DSC_0463_01.JPG 0.044938 0.018464 0.031387 0.140121 0.002199 0.008683 0.092806 0.661400
DS 0.860629 HP DS 1.091334 3.583716 2.366481 0 0 0 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1DS/DSC_0680_01.JPG 0.019673 0.004784 0.213133 0.522029 0.000170 0.001801 0.013066 0.225344
CE 0.653273 CE SR 1.128976 3.583716 1.001445 0 0 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3CE/DSC_0081.JPG 0.146874 0.305013 0.008918 0.206499 0.003840 0.083833 0.047351 0.197670
SC 0.705696 DS DS 2.814814 3.583716 1.751710 0 0 1 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SC/DSC_0105.JPG 0.102830 0.025036 0.316985 0.010352 0.005861 0.251557 0.246779 0.040599
SR 0.759209 SC AN 1.973495 3.583716 1.836244 0 0 1 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1SR/DSC_0115.JPG 0.195677 0.000320 0.105102 0.035831 0.008770 0.000938 0.479960 0.173403
CE 0.999874 CE AN 0.000332 3.583716 1.471793 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1CE/DSC_0196.JPG 0.000004 0.999874 0.000001 0.000005 0.000048 0.000058 0.000004 0.000006
SC 0.930137 AN AN 4.433299 3.583716 1.727776 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1SC/DSC_0429_01.JPG 0.608409 0.000418 0.367343 0.000238 0.000170 0.004619 0.016210 0.002593
NE 0.967866 DS NE 0.378511 3.583716 2.414733 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2NE/DSC_0213_01.JPG 0.012529 0.001870 0.548045 0.013738 0.200357 0.192405 0.016541 0.014515
SC 0.777375 SA DS 1.999959 3.583716 2.316087 0 0 0 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1SC/DSC_0305.JPG 0.121847 0.009166 0.256209 0.009565 0.040744 0.529153 0.001472 0.031845
CE 0.831496 DS CE 0.229906 3.583716 2.120737 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1CE/DSC_0404_01.JPG 0.002130 0.114036 0.661995 0.026182 0.004424 0.189727 0.000849 0.000658
HP 0.816928 HP AN 1.020487 3.583716 1.149170 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2HP/DSC_0322.JPG 0.121986 0.002433 0.035783 0.816928 0.004557 0.004036 0.007112 0.007164
CE 0.867285 HP HP 6.678979 3.583716 2.125398 1 1 1 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1CE/DSC_0767_01.JPG 0.015038 0.001472 0.448261 0.496521 0.000178 0.000389 0.001003 0.037138
SC 0.835116 DS SC 0.507397 3.583716 3.241572 0 0 0 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1SC/DSC_0776.JPG 0.059268 0.078152 0.750032 0.012349 0.000661 0.036990 0.061765 0.000783
CE 0.608614 DS SA 1.089916 3.583716 3.181489 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3CE/DSC_0046_01.JPG 0.187674 0.022888 0.322208 0.186964 0.002759 0.135419 0.131241 0.010848
SR 0.944481 DS AN 0.098938 3.583716 1.475072 0 0 0 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SR/DSC_0459.JPG 0.127240 0.000091 0.603531 0.000159 0.000071 0.000164 0.268542 0.000203
DS 0.727593 AN DS 0.160861 3.583716 -0.012828 0 0 1 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1DS/DSC_0863.JPG 0.539679 0.000780 0.391287 0.000235 0.000120 0.016332 0.051211 0.000355
CE 0.998049 CE AN 1.967722 3.583716 0.938328 0 0 1 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2CE/DSC_0731.JPG 0.000194 0.998049 0.000041 0.000055 0.000296 0.001153 0.000084 0.000127
HP 0.961927 HP HP 5.917623 3.583716 1.020807 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4HP/DSC_0598.JPG 0.166088 0.001972 0.148717 0.575660 0.002094 0.017387 0.009564 0.078518
HP 0.912908 HP HP 4.163352 3.583716 0.018798 1 1 1 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2HP/DSC_0758.JPG 0.044949 0.206549 0.042655 0.684785 0.002245 0.009927 0.003548 0.005341
SC 0.831266 SC SC 4.446434 3.583716 0.000000 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SC/DSC_0007.JPG 0.300777 0.000092 0.010071 0.000262 0.012478 0.042039 0.608486 0.025796
SA 0.583365 SR SR 3.853448 3.583716 0.000254 1 1 1 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1SA/DSC_0887.JPG 0.028703 0.006986 0.288992 0.045096 0.029434 0.248785 0.098985 0.253018
SR 0.891558 DS SA 1.855905 3.583716 -0.000000 0 0 1 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2SR/DSC_0127.JPG 0.157370 0.009751 0.544484 0.017050 0.012030 0.147379 0.067004 0.044933
NE 0.796442 NE AN 0.228478 3.583716 1.176555 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3NE/DSC_0209_01.JPG 0.150621 0.001798 0.113221 0.291269 0.366304 0.017465 0.031594 0.027727
AN 0.833094 DS DS 2.853219 3.583716 1.092413 0 0 1 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1AN/DSC_0144_01.JPG 0.051427 0.002008 0.418459 0.252843 0.005376 0.002114 0.196696 0.071076
SA 0.757987 CE DS 0.232964 3.583716 1.755313 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4SA/DSC_0944_01.JPG 0.066661 0.542579 0.211877 0.044479 0.033632 0.031611 0.040138 0.029022
HP 0.833572 DS HP 0.123610 3.583716 1.670514 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3HP/DSC_0435.JPG 0.059909 0.006127 0.521583 0.131917 0.000329 0.006361 0.040735 0.233039
NE 0.700799 NE SA 1.032353 3.583716 1.047849 0 0 0 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2NE/DSC_0228.JPG 0.033852 0.013562 0.001073 0.016825 0.532715 0.221385 0.081132 0.099457
SR 0.819232 AN AN 4.706431 3.583716 1.876888 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3SR/DSC_0454.JPG 0.409230 0.002962 0.160093 0.006226 0.005221 0.006190 0.328558 0.081520
HP 0.707282 SR AN 0.165203 3.583716 2.352741 0 0 0 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1HP/DSC_0993.JPG 0.134942 0.001110 0.238293 0.032915 0.000679 0.001592 0.227265 0.363203
AN 0.695632 AN CE 0.190623 3.583716 2.284968 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2AN/DSC_0641.JPG 0.281838 0.181681 0.222074 0.096605 0.002355 0.016658 0.148994 0.049796
HP 0.981682 HP AN 1.973710 3.583716 2.168533 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4HP/DSC_0789.JPG 0.005155 0.000127 0.000223 0.981682 0.001740 0.000272 0.000203 0.010597
DS 0.479972 SC SC 4.838130 3.583716 3.481692 1 1 1 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0365.JPG 0.238485 0.060802 0.114705 0.213400 0.001721 0.040480 0.256001 0.074407
AN 0.705990 CE HP 0.175421 3.583716 2.651569 0 0 0 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2AN/DSC_0183.JPG 0.059730 0.304811 0.386892 0.104347 0.002158 0.058957 0.040805 0.042300
AN 0.810596 AN SC 0.415822 3.583716 2.549287 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.710435 0.000751 0.006796 0.041236 0.002493 0.001514 0.209725 0.027049
DS 0.833279 DS DS 5.857270 3.583716 1.679551 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6DS/DSC_0383.JPG 0.035467 0.000239 0.833279 0.033362 0.029324 0.003296 0.006251 0.058781
AN 0.623817 AN AN 5.319095 3.583716 1.812777 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0857.JPG 0.332216 0.025463 0.087790 0.128297 0.008024 0.041385 0.316083 0.060743
AN 0.739393 SC AN 3.187096 3.583716 0.367595 0 0 1 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1AN/DSC_0289.JPG 0.418479 0.000197 0.005770 0.000762 0.051639 0.020670 0.477214 0.025269
SA 0.952838 SA HP 2.982698 3.583716 0.000013 0 0 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SA/DSC_0446.JPG 0.001461 0.007927 0.005306 0.095066 0.032057 0.853468 0.003753 0.000962
AN 0.805401 DS DS 5.411972 3.583716 -0.000167 1 1 1 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2AN/DSC_0336.JPG 0.017648 0.105934 0.561691 0.091087 0.022049 0.087802 0.072502 0.041288
DS 0.912205 DS SC 0.147421 3.583716 1.639134 0 0 0 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2DS/DSC_0047.JPG 0.024270 0.000123 0.533775 0.365385 0.000086 0.000393 0.075178 0.000790
HP 0.950549 HP HP 3.442534 3.583716 1.334443 0 0 1 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1HP/DSC_0265.JPG 0.001276 0.000053 0.162415 0.587757 0.000060 0.000118 0.003667 0.244653
AN 0.704844 SR SR 3.073927 3.583716 1.432338 0 0 1 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1AN/DSC_0306.JPG 0.062853 0.000435 0.331970 0.099925 0.000860 0.001337 0.197175 0.305445
CE 0.842291 CE SA 0.193565 3.583716 1.853965 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6CE/DSC_0264.JPG 0.031093 0.491725 0.322954 0.035348 0.008576 0.106856 0.002854 0.000594
SC 0.864534 AN AN 3.836726 3.583716 1.432809 1 1 1 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SC/DSC_0595.JPG 0.666181 0.000582 0.173394 0.024041 0.001003 0.000515 0.097400 0.036883
SC 0.689999 DS SC 1.067098 3.583716 2.398049 0 0 0 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SC/DSC_0103.JPG 0.022379 0.010167 0.370086 0.150853 0.003082 0.101019 0.213504 0.128909
DS 0.913498 DS SA 1.048655 3.583716 2.329514 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4DS/DSC_0334_01.JPG 0.120363 0.007257 0.681711 0.022910 0.001890 0.148139 0.015334 0.002396
SC 0.953243 SC SC 4.982511 3.583716 2.015515 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2SC/DSC_0976.JPG 0.002517 0.000020 0.000827 0.000182 0.000163 0.000250 0.953243 0.042797
CE 0.898975 SA SA 6.323204 3.583716 2.135142 1 1 1 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1CE/DSC_0720.JPG 0.172987 0.133074 0.010745 0.002775 0.011151 0.664132 0.004747 0.000389
AN 0.606580 HP DS 1.140668 3.583716 3.462449 0 0 0 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1AN/DSC_0141_01.JPG 0.055306 0.001107 0.320694 0.268546 0.000931 0.002013 0.319776 0.031626
DS 0.627951 SC AN 0.241766 3.583716 3.400814 0 0 0 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0364.JPG 0.286890 0.029585 0.267693 0.082377 0.002359 0.024265 0.290322 0.016509
SA 0.929844 DS HP 1.995641 3.583716 2.085829 0 0 0 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SA/DSC_0062_01.JPG 0.019406 0.010704 0.853909 0.088716 0.000027 0.005172 0.021354 0.000712
DS 0.772715 SR HP 0.193495 3.583716 1.496042 0 0 0 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2DS/DSC_0382.JPG 0.065635 0.001321 0.200806 0.152257 0.002193 0.005289 0.095366 0.477133
HP 0.880974 HP AN 1.960988 3.583716 1.032691 0 0 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1HP/DSC_0257.JPG 0.165686 0.007262 0.193619 0.391184 0.009410 0.106497 0.001983 0.124359
NE 0.875580 DS DS 2.808304 3.583716 1.132845 0 0 1 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1NE/DSC_0556_01.JPG 0.145998 0.002770 0.539828 0.008190 0.158368 0.017320 0.110853 0.016673
SC 0.612287 SA DS 1.177303 3.583716 2.073126 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SC/DSC_0839.JPG 0.084612 0.054680 0.220592 0.046748 0.036937 0.300133 0.207553 0.048744
HP 0.740983 AN NE 1.998343 3.583716 1.587623 0 0 1 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1HP/DSC_0247.JPG 0.405655 0.003643 0.069307 0.038314 0.167971 0.011467 0.201840 0.101804
HP 0.807264 DS HP 0.240057 3.583716 1.487038 0 0 0 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2HP/DSC_0484.JPG 0.062242 0.012726 0.366727 0.252406 0.061097 0.162438 0.031017 0.051347
HP 0.950697 HP DS 2.000005 3.583716 1.119946 0 0 1 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4HP/DSC_0986.JPG 0.014940 0.002976 0.154444 0.820991 0.000236 0.004200 0.000356 0.001857
SC 0.703908 SC SC 5.467100 3.583716 1.207272 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1SC/DSC_0309_01.JPG 0.358879 0.002057 0.055177 0.000511 0.007325 0.246695 0.309433 0.019924
CE 0.999713 CE AN 2.977771 3.583716 0.062331 0 0 1 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2CE/DSC_0738.JPG 0.000005 0.999713 0.000003 0.000015 0.000138 0.000058 0.000019 0.000049
DS 0.700840 DS DS 5.980229 3.583716 0.000002 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1DS/DSC_0335.JPG 0.094208 0.005632 0.614638 0.039132 0.000538 0.240125 0.004759 0.000967
SR 0.722093 AN AN 5.699623 3.583716 -0.000120 1 1 1 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1SR/DSC_0480_01.JPG 0.431379 0.000506 0.490270 0.000993 0.000255 0.009841 0.056452 0.010304
SR 0.959297 SR DS 0.451590 3.583716 1.740022 0 0 0 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SR/DSC_0585_01.JPG 0.021719 0.000568 0.160924 0.048215 0.000457 0.001384 0.331293 0.435440
HP 0.711747 HP SR 2.895425 3.583716 1.582466 0 0 1 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1HP/DSC_0930.JPG 0.102560 0.003919 0.052595 0.623819 0.002589 0.005807 0.030346 0.178365
AN 0.850013 AN AN 5.017511 3.583716 1.658192 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.530753 0.003380 0.262776 0.166397 0.004984 0.005976 0.024192 0.001542
SR 0.884736 SR SR 4.267531 3.583716 0.270850 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2SR/DSC_0309_01.JPG 0.004707 0.000062 0.000638 0.004282 0.000428 0.000601 0.198573 0.790709
SR 0.761262 SC SC 5.397877 3.583716 0.000009 1 1 1 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2SR/DSC_0570.JPG 0.062562 0.000919 0.002194 0.002291 0.038106 0.016192 0.495773 0.381963
SA 0.747803 CE CE 2.831830 3.583716 0.000103 0 0 1 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1SA/DSC_0893.JPG 0.022348 0.381163 0.073093 0.047427 0.103456 0.267704 0.085802 0.019007
HP 0.957887 HP AN 1.968934 3.583716 0.000000 0 0 1 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2HP/DSC_0756.JPG 0.252072 0.018126 0.085463 0.635292 0.000103 0.005819 0.000620 0.002507
DS 0.631151 HP HP 3.891102 3.583716 0.000253 1 1 1 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3DS/DSC_0159_01.JPG 0.079198 0.110261 0.346624 0.322823 0.001835 0.077014 0.058508 0.003737
SR 0.830340 SR HP 2.056088 3.583716 -0.000000 0 0 1 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SR/DSC_0790.JPG 0.003872 0.002889 0.073741 0.090953 0.098754 0.015687 0.078572 0.635532
HP 0.816125 HP HP 4.996538 3.583716 -0.000068 1 1 1 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2HP/DSC_0283_01.JPG 0.098840 0.005547 0.043338 0.816125 0.000577 0.001166 0.006678 0.027728
NE 0.879560 AN AN 6.611388 3.583716 -0.000000 1 1 1 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3NE/DSC_0206_01.JPG 0.532747 0.002086 0.078029 0.102274 0.128632 0.123486 0.016366 0.016380
SC 0.855396 SA SC 1.018968 3.583716 -0.000009 0 0 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1SC/DSC_0978.JPG 0.010635 0.002176 0.013523 0.000151 0.096071 0.696493 0.174127 0.006823
NE 0.844444 SC SR 1.278835 3.583716 -0.000123 0 0 1 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1NE/DSC_0869.JPG 0.029614 0.001205 0.236458 0.012061 0.010825 0.062845 0.518120 0.128872
HP 0.751522 AN HP 0.179824 3.583716 0.299622 0 0 0 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3HP/DSC_0143.JPG 0.553664 0.000754 0.046892 0.166999 0.006205 0.026616 0.021171 0.177699
DS 0.872613 DS AN 0.842830 3.583716 0.904169 0 0 0 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2DS/DSC_0009_01.JPG 0.047597 0.000536 0.872613 0.048929 0.004455 0.003360 0.018861 0.003649
HP 0.777397 AN AN 6.303177 3.583716 2.136264 1 1 1 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4HP/DSC_0277_01.JPG 0.554419 0.001403 0.167270 0.030388 0.001181 0.110693 0.131343 0.003303
AN 0.817913 AN DS 0.248331 3.583716 3.335723 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1AN/DSC_0520_01.JPG 0.432913 0.003173 0.196272 0.318302 0.000525 0.003720 0.043033 0.002062
NE 0.914746 NE AN 3.087905 3.583716 3.125624 0 0 0 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2NE/DSC_0208_01.JPG 0.001424 0.000210 0.070804 0.001385 0.914746 0.010675 0.000387 0.000370
DS 0.689608 AN AN 5.289557 3.583716 4.572348 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1DS/DSC_0683_01.JPG 0.379499 0.024537 0.320714 0.208336 0.003686 0.034584 0.018148 0.010496
SA 0.698941 AN AN 1.977978 3.583716 3.639634 0 0 0 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SA/DSC_0431.JPG 0.320602 0.010341 0.066743 0.083277 0.011629 0.088451 0.140263 0.278695
DS 0.992547 DS AN 1.000038 3.583716 3.547130 0 0 0 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1DS/DSC_0488.JPG 0.003517 0.000699 0.992547 0.001058 0.000004 0.000091 0.002047 0.000037
HP 0.827687 HP HP 6.655071 3.583716 2.243176 1 1 1 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1HP/DSC_0941.JPG 0.049753 0.010747 0.136607 0.727593 0.000744 0.004301 0.005164 0.065091
AN 0.959107 DS DS 6.029764 3.583716 2.356518 1 1 1 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2AN/DSC_0007_01.JPG 0.024651 0.000473 0.828242 0.001704 0.050526 0.082157 0.008997 0.003250
DS 0.889910 DS CE 0.195673 3.583716 3.234776 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8DS/DSC_0872.JPG 0.132081 0.080057 0.539858 0.020361 0.005146 0.073286 0.142111 0.007100
