CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
SC 0.805391 DS DS 4.030094 3.513482 3.513482 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SC/DSC_0835.JPG 0.051003 0.002626 0.566564 0.000580 0.000056 0.001281 0.372911 0.004978
SA 0.829156 SA NE -1.148200 3.513482 3.513482 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2SA/DSC_0903.JPG 0.039817 0.026314 0.047011 0.004824 0.198567 0.635041 0.047793 0.000633
HP 0.713741 DS CE 1.068372 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2HP/DSC_0131.JPG 0.087535 0.203713 0.424315 0.015759 0.000335 0.094508 0.097601 0.076234
NE 0.919972 NE AN 0.491427 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3NE/DSC_0213_01.JPG 0.295590 0.002284 0.012660 0.155571 0.474284 0.036913 0.010543 0.012157
SC 0.724817 SA AN -0.276156 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SC/DSC_0822.JPG 0.159995 0.001785 0.006410 0.001966 0.324114 0.454341 0.020967 0.030423
HP 0.719558 AN DS 2.449776 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1HP/DSC_0951.JPG 0.314166 0.001034 0.456090 0.191190 0.026420 0.001662 0.001703 0.007736
SC 0.932723 DS DS 1.832233 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SC/DSC_0841_01.JPG 0.171853 0.006293 0.475291 0.044872 0.015446 0.013207 0.062140 0.210899
SA 0.956182 DS DS 2.939541 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SA/DSC_0879_01.JPG 0.221166 0.000233 0.506574 0.002386 0.000225 0.017936 0.215019 0.036459
DS 0.862237 DS DS 5.465805 3.513482 3.513482 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1DS/DSC_0521_01.JPG 0.293965 0.000055 0.704022 0.000045 0.000016 0.001643 0.000187 0.000066
DS 0.529197 HP DS -1.284721 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4DS/DSC_0054_01.JPG 0.033076 0.001662 0.093045 0.270168 0.047874 0.000494 0.020134 0.533548
SA 0.691120 SC SR 2.729734 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SA/DSC_0565_01.JPG 0.005483 0.000565 0.180066 0.013501 0.000716 0.006958 0.379079 0.413632
DS 0.959506 DS DS 6.508235 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2DS/DSC_0994.JPG 0.011202 0.000425 0.959506 0.001232 0.000180 0.009759 0.016740 0.000955
SC 0.927761 SR HP -1.515352 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3SC/DSC_0928.JPG 0.001440 0.000681 0.000680 0.200034 0.116041 0.001423 0.007242 0.672459
SR 0.684483 AN SR 1.366902 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3SR/DSC_0453.JPG 0.200152 0.000878 0.326687 0.010491 0.009371 0.330812 0.037270 0.084340
CE 0.777684 CE AN -0.458465 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0560_01.JPG 0.177652 0.263742 0.300716 0.157651 0.000076 0.006016 0.091878 0.002267
NE 0.741821 SA SA 6.371354 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1NE/DSC_0708.JPG 0.141488 0.027491 0.083964 0.012473 0.003277 0.637535 0.087064 0.006709
DS 0.914288 DS SA 1.002252 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3DS/DSC_0527.JPG 0.198918 0.000531 0.535893 0.050214 0.003937 0.161864 0.008993 0.039650
CE 0.999733 CE CE 6.814377 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1CE/DSC_0069_01.JPG 0.000140 0.999733 0.000023 0.000022 0.000001 0.000028 0.000020 0.000034
SC 0.824249 AN DS 4.142312 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SC/DSC_0849_01.JPG 0.354440 0.000069 0.460705 0.003268 0.000059 0.002689 0.056009 0.122761
SC 0.770276 DS SC 0.880178 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SC/DSC_0843_01.JPG 0.059398 0.034931 0.428394 0.029161 0.003608 0.261439 0.096892 0.086176
SC 0.628703 SC AN 1.025259 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2SC/DSC_0994_01.JPG 0.169655 0.000049 0.045247 0.006726 0.012990 0.000382 0.312492 0.452458
SA 0.856665 DS CE 1.192369 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SA/DSC_0602_01.JPG 0.026995 0.262510 0.514633 0.000064 0.000332 0.003193 0.192207 0.000066
SC 0.412153 AN DS -0.420168 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SC/DSC_0143_01.JPG 0.121423 0.000783 0.165262 0.098617 0.003718 0.001388 0.267532 0.341277
DS 0.907657 DS AN 1.943473 3.513482 3.513482 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1DS/DSC_0553_01.JPG 0.119918 0.019535 0.715941 0.057470 0.002907 0.073708 0.009293 0.001229
HP 0.872102 HP HP 4.750781 3.513482 3.513482 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6HP/DSC_0321.JPG 0.151569 0.000949 0.049457 0.774292 0.000459 0.002297 0.000613 0.020365
CE 0.657241 CE SA 0.923863 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3CE/DSC_0358.JPG 0.145870 0.448688 0.294555 0.010221 0.001373 0.056016 0.034221 0.009056
HP 0.856611 HP HP 5.009182 3.513482 3.513482 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6HP/DSC_0315.JPG 0.025311 0.001278 0.212086 0.740405 0.000160 0.003755 0.000144 0.016862
AN 0.837046 DS CE 1.984960 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0349.JPG 0.029402 0.230045 0.500633 0.036468 0.005972 0.106491 0.070695 0.020294
SR 0.660376 AN SR 1.860253 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4SR/DSC_0578.JPG 0.471845 0.012920 0.029597 0.225916 0.020657 0.029572 0.035746 0.173748
NE 0.911188 SA SA 5.842915 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6NE/DSC_0234.JPG 0.030096 0.001095 0.124864 0.000184 0.052379 0.790579 0.000553 0.000250
HP 0.646655 DS DS 2.604751 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2HP/DSC_0639.JPG 0.114895 0.061765 0.450510 0.023251 0.005769 0.028204 0.069799 0.245808
NE 0.938122 NE NE 5.019759 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1NE/DSC_0863.JPG 0.006053 0.000168 0.000387 0.001421 0.938122 0.040683 0.007423 0.005742
SA 0.786019 AN DS -2.002951 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3SA/DSC_0075_01.JPG 0.610673 0.019864 0.229139 0.038723 0.002942 0.007603 0.058161 0.032895
NE 0.684029 SC SC 3.426497 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1NE/DSC_0383_01.JPG 0.016627 0.002375 0.000949 0.000696 0.084008 0.109823 0.521877 0.263646
CE 0.838783 CE SA 2.958305 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1CE/DSC_0418.JPG 0.013761 0.549465 0.058461 0.004328 0.043025 0.325352 0.005480 0.000128
CE 0.856609 SA SA 5.079084 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1CE/DSC_0422.JPG 0.014213 0.031771 0.082329 0.013863 0.129426 0.725584 0.002679 0.000134
AN 0.706417 AN CE 1.320441 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2AN/DSC_0661.JPG 0.482097 0.200831 0.158211 0.011453 0.009170 0.083866 0.001914 0.052457
SC 0.860284 DS DS 4.626633 3.513482 3.513482 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SC/DSC_0666_01.JPG 0.036592 0.000694 0.526137 0.000146 0.001560 0.002620 0.426395 0.005856
SC 0.889945 AN SC 1.011345 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SC/DSC_0274_01.JPG 0.557228 0.002678 0.012083 0.012174 0.204280 0.029749 0.142210 0.039599
SR 0.651650 DS HP 0.274320 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5SR/DSC_0533_01.JPG 0.086884 0.007345 0.287325 0.112145 0.000909 0.206909 0.282477 0.016007
SC 0.928750 DS HP 2.181295 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SC/DSC_0291.JPG 0.030260 0.010805 0.706363 0.116957 0.046914 0.017252 0.046933 0.024516
CE 0.802745 CE NE -0.763954 3.513482 3.513482 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5CE/DSC_0589_01.JPG 0.000812 0.592680 0.000074 0.001023 0.185359 0.142945 0.068867 0.008240
HP 0.815430 HP HP 6.673144 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3HP/DSC_0648_17100.JPG 0.050632 0.000775 0.050222 0.815430 0.003828 0.004596 0.063803 0.010713
SC 0.842679 AN HP -1.861581 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SC/DSC_0594.JPG 0.729937 0.000126 0.030954 0.118277 0.000283 0.000402 0.115108 0.004912
SR 0.756853 NE AN -1.048373 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SR/DSC_0241.JPG 0.118139 0.009783 0.185219 0.152801 0.225049 0.255199 0.030443 0.023367
SR 0.732634 SC DS 0.320548 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SR/DSC_0804_01.JPG 0.079291 0.003742 0.140479 0.027517 0.000834 0.005031 0.422208 0.320898
SR 0.790527 SC SR 1.179072 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2SR/DSC_0940.JPG 0.209992 0.000865 0.055706 0.071663 0.002063 0.001865 0.482697 0.175148
SC 0.856809 SC SC 3.658826 3.513482 3.513482 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1SC/DSC_0148_01.JPG 0.285832 0.001233 0.050587 0.158121 0.000208 0.000679 0.412135 0.091205
DS 0.833203 HP AN -0.120985 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1DS/DSC_0693_01.JPG 0.357496 0.017929 0.246519 0.359134 0.000382 0.000267 0.015130 0.003144
AN 0.880585 DS AN 1.766149 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1AN/DSC_0517_01.JPG 0.211709 0.004280 0.585089 0.000452 0.000082 0.047864 0.150346 0.000178
NE 0.844903 DS SC 1.908185 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1NE/DSC_0386_01.JPG 0.074303 0.008037 0.775118 0.010764 0.000230 0.017675 0.110527 0.003346
NE 0.778641 AN HP 0.498739 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3NE/DSC_0356.JPG 0.240166 0.275055 0.087101 0.091988 0.006146 0.280305 0.011048 0.008190
NE 0.864884 DS DS 4.404924 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2NE/DSC_0546.JPG 0.314440 0.042225 0.551854 0.003830 0.000677 0.034709 0.013669 0.038595
CE 0.973750 CE CE 6.310207 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6CE/DSC_0263.JPG 0.001080 0.973750 0.006036 0.000488 0.000011 0.017844 0.000258 0.000533
DS 0.927734 SC DS 3.165781 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1DS/DSC_0707_01.JPG 0.018694 0.000012 0.178690 0.000029 0.000312 0.000138 0.797565 0.004558
SC 0.878627 SC SC 5.679876 3.513482 3.513482 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3SC/DSC_0498.JPG 0.164217 0.000094 0.114131 0.000118 0.000596 0.040609 0.679844 0.000390
CE 0.661878 CE AN 0.773641 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3CE/DSC_0367.JPG 0.216832 0.389830 0.340703 0.017729 0.000896 0.011114 0.014378 0.008518
NE 0.809056 AN DS 2.590135 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1NE/DSC_0368_01.JPG 0.525394 0.004622 0.435868 0.000357 0.000038 0.030478 0.002496 0.000748
NE 0.403835 SC AN -0.051447 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1NE/DSC_0060.JPG 0.122465 0.001295 0.004302 0.087606 0.112253 0.003771 0.162811 0.505498
SR 0.984130 SR SR 6.613951 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SR/DSC_0105.JPG 0.000732 0.000661 0.000147 0.000974 0.003157 0.003358 0.006841 0.984130
HP 0.556943 AN HP 2.361233 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1HP/DSC_0625_01.JPG 0.319886 0.000148 0.157707 0.514973 0.000038 0.000088 0.003958 0.003201
CE 0.813467 CE CE 3.879177 3.513482 3.513482 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1CE/DSC_0189.JPG 0.201620 0.648556 0.047926 0.005649 0.034723 0.004923 0.042124 0.014479
SA 0.908014 NE SA 1.062632 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SA/DSC_0245.JPG 0.094726 0.001060 0.014026 0.000937 0.391914 0.172547 0.279761 0.045029
CE 0.902315 DS DS 5.382689 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4CE/DSC_0538.JPG 0.168749 0.025694 0.428327 0.327327 0.004328 0.012556 0.001170 0.031849
AN 0.925251 AN AN 4.535474 3.513482 3.513482 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4AN/DSC_0651.JPG 0.569672 0.001785 0.136766 0.064177 0.001353 0.003196 0.099711 0.123341
CE 0.998378 CE CE 6.761041 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2CE/DSC_0233_01.JPG 0.000235 0.998378 0.000085 0.000105 0.000208 0.000123 0.000783 0.000084
SR 0.727971 AN HP -1.130261 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3SR/DSC_0114_01.JPG 0.626354 0.057976 0.099763 0.090693 0.025005 0.008457 0.058468 0.033285
SR 0.939714 AN AN 4.773514 3.513482 3.513482 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD2/S3HD2SR/DSC_0919.JPG 0.282729 0.000784 0.234609 0.138214 0.001615 0.026295 0.134527 0.181227
SR 0.615494 SR SR 3.271040 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3SR/DSC_0439.JPG 0.280896 0.000821 0.039595 0.088610 0.131901 0.013845 0.083767 0.360566
AN 0.811556 AN AN 5.148471 3.513482 3.513482 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1AN/DSC_0597.JPG 0.579787 0.000179 0.192532 0.143655 0.002253 0.022031 0.041542 0.018021
AN 0.944504 DS DS 6.403611 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0861.JPG 0.017868 0.002004 0.703048 0.022691 0.043163 0.097189 0.111522 0.002515
DS 0.568887 DS HP 0.286725 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0372.JPG 0.058078 0.229208 0.276449 0.095451 0.003845 0.040365 0.236232 0.060371
CE 0.880269 CE SR 1.098200 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3CE/DSC_0078.JPG 0.238285 0.520098 0.107218 0.039321 0.005160 0.011527 0.004111 0.074279
AN 0.972796 SC SA 0.197416 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2AN/DSC_0335.JPG 0.004740 0.000274 0.005284 0.000613 0.005115 0.142716 0.676528 0.164730
SA 0.805819 NE SA 3.335104 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2SA/DSC_0736.JPG 0.049381 0.007928 0.055250 0.015196 0.474953 0.388472 0.003623 0.005195
HP 0.996043 HP HP 5.724795 3.513482 3.513482 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2HP/DSC_0381.JPG 0.130927 0.000190 0.000899 0.859231 0.000249 0.000624 0.000135 0.007745
SA 0.570638 AN AN 2.614426 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3SA/DSC_0384.JPG 0.264860 0.034309 0.348750 0.205323 0.005277 0.025187 0.062705 0.053589
AN 0.754004 DS DS 4.639454 3.513482 3.513482 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2AN/DSC_0798.JPG 0.160347 0.023774 0.224429 0.027279 0.005887 0.162133 0.240280 0.155871
AN 0.738600 AN DS -0.080358 3.513482 3.513482 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2AN/DSC_0539.JPG 0.446512 0.013389 0.435421 0.021290 0.016250 0.023397 0.018450 0.025291
HP 0.980154 HP HP 6.684696 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2HP/DSC_0384.JPG 0.013663 0.000037 0.000096 0.980154 0.000051 0.000031 0.000004 0.005964
DS 0.857194 SC SR 1.600834 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1DS/DSC_0211_01.JPG 0.197161 0.000505 0.023973 0.018555 0.016873 0.002775 0.566331 0.173827
AN 0.933965 AN AN 6.398117 3.513482 3.513482 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2AN/DSC_0454.JPG 0.933965 0.000013 0.000201 0.002555 0.000018 0.000037 0.004397 0.058816
DS 0.979487 DS DS 5.871976 3.513482 3.513482 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3DS/DSC_0526.JPG 0.015482 0.000134 0.850914 0.127540 0.000181 0.002885 0.000231 0.002633
AN 0.958537 SA NE 0.476328 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1NM2/S1NM2AN/DSC_0805.JPG 0.004992 0.002463 0.000254 0.000781 0.242690 0.506147 0.036844 0.205828
HP 0.986968 HP HP 6.172530 3.513482 3.513482 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1HP/DSC_0490.JPG 0.072532 0.006053 0.147360 0.768651 0.000355 0.000135 0.003935 0.000979
SC 0.975303 DS SC 1.435811 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SC/DSC_0285.JPG 0.011831 0.021872 0.598354 0.092541 0.083318 0.028564 0.124400 0.039121
NE 0.763984 AN AN 3.033069 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1NE/DSC_0482.JPG 0.341876 0.000335 0.029864 0.158202 0.163142 0.025758 0.144933 0.135889
SC 0.706293 AN AN 3.245176 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3SC/DSC_0408.JPG 0.390900 0.004700 0.329244 0.076651 0.003076 0.012061 0.085663 0.097706
NE 0.823710 NE SA 2.952372 3.513482 3.513482 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2NE/DSC_0722.JPG 0.005278 0.003405 0.000953 0.000135 0.360863 0.461660 0.164588 0.003118
HP 0.793544 SC AN 2.112171 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1HP/DSC_0244.JPG 0.262060 0.001229 0.004124 0.000447 0.168995 0.001470 0.352879 0.208795
HP 0.864052 HP AN 1.166938 3.513482 3.513482 0 0 0 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2HP/DSC_0952.JPG 0.040595 0.001315 0.032006 0.864052 0.001096 0.002035 0.006580 0.052320
SC 0.953290 DS DS 4.813388 3.513482 3.513482 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SC/DSC_0642_01.JPG 0.005599 0.000420 0.868905 0.111395 0.000061 0.002828 0.008736 0.002055
DS 0.804995 DS SA 1.936506 3.513482 3.513482 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1DS/DSC_0545_01.JPG 0.132068 0.018736 0.579541 0.064038 0.022448 0.181490 0.001273 0.000406
NE 0.854288 SA DS 0.403708 3.513482 3.513482 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2NE/DSC_0874.JPG 0.250390 0.007685 0.136508 0.002285 0.103577 0.410229 0.084557 0.004770
HP 0.679600 AN DS 0.551813 3.513482 3.513482 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1HP/DSC_0295_01.JPG 0.249095 0.004391 0.128173 0.350750 0.011226 0.009477 0.006632 0.240256
HP 0.618518 AN DS 1.692624 3.513482 3.513482 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1HP/DSC_0393.JPG 0.401271 0.050324 0.303141 0.029723 0.007680 0.018931 0.124175 0.064755
