CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
SR 0.662587 DS AN 2.190608 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8SR/DSC_0794.JPG 0.348827 0.002112 0.301355 0.020956 0.001694 0.023717 0.212513 0.088826
DS 0.936330 DS DS 3.602071 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1DS/DSC_0192_01.JPG 0.164800 0.001988 0.664954 0.077889 0.001491 0.011694 0.015549 0.061635
SR 0.836881 SC SC 4.162091 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1SR/DSC_0119.JPG 0.004317 0.000012 0.001895 0.003163 0.000053 0.000011 0.836881 0.153667
HP 0.982224 HP HP 4.488557 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4HP/DSC_0983.JPG 0.230128 0.000028 0.003891 0.764663 0.000091 0.000118 0.000040 0.001041
SC 0.922152 DS DS 4.912023 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1SC/DSC_0493_01.JPG 0.150404 0.009481 0.750051 0.005398 0.000559 0.072404 0.011461 0.000243
HP 0.958898 HP HP 6.913597 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6HP/DSC_0321.JPG 0.002016 0.000420 0.007172 0.958898 0.000222 0.000243 0.000177 0.030852
AN 0.560500 HP NE 1.008693 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2AN/DSC_0349.JPG 0.328722 0.031758 0.151038 0.271878 0.136397 0.021241 0.015561 0.043404
SR 0.526506 DS AN 1.099769 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SR/DSC_0611.JPG 0.207034 0.131920 0.338081 0.203785 0.000387 0.031324 0.044477 0.042993
CE 0.693161 AN DS 1.729565 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0566_01.JPG 0.443380 0.116322 0.323465 0.040022 0.001309 0.010545 0.045589 0.019369
SA 0.926629 SA SA 7.003408 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SA/DSC_0445.JPG 0.007340 0.010365 0.021026 0.026629 0.002214 0.926629 0.000227 0.005569
SC 0.979883 DS AN 1.068038 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SC/DSC_0123_01.JPG 0.178284 0.011661 0.434725 0.124854 0.001520 0.002153 0.242918 0.003885
DS 0.788476 SR SR 4.412893 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4DS/DSC_0058_01.JPG 0.004697 0.015281 0.065360 0.298581 0.037667 0.073585 0.016995 0.487835
SR 0.680780 AN HP -1.535135 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3SR/DSC_0305_01.JPG 0.416808 0.060436 0.280565 0.118397 0.017200 0.054087 0.037462 0.015044
SC 0.677750 SC SC 3.828784 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1SC/DSC_0206.JPG 0.123537 0.000480 0.003377 0.000148 0.179990 0.203521 0.424252 0.064695
SA 0.847398 AN SC 1.314869 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SA/DSC_0430.JPG 0.451352 0.009802 0.102625 0.043483 0.001761 0.012424 0.133243 0.245309
DS 0.855231 DS DS 4.343360 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1DS/DSC_0199.JPG 0.024516 0.004529 0.625339 0.063959 0.000575 0.002442 0.274881 0.003759
NE 0.791669 SA SA 2.545348 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2NE/DSC_0873.JPG 0.249041 0.017467 0.216133 0.000842 0.025229 0.468735 0.021296 0.001257
AN 0.782203 HP AN 1.181346 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK1/S11MK1AN/DSC_0128_01.JPG 0.163404 0.000969 0.091015 0.392983 0.000273 0.000160 0.350175 0.001020
CE 0.983364 AN AN 4.045411 3.456649 3.456649 1 1 1 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3CE/DSC_0051_01.JPG 0.344584 0.144181 0.257842 0.212436 0.000379 0.000351 0.039425 0.000802
AN 0.792909 SR AN -0.213825 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2AN/DSC_0341.JPG 0.075206 0.001326 0.142173 0.056940 0.007576 0.010888 0.292292 0.413600
NE 0.936772 NE NE 5.081944 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2NE/DSC_0041.JPG 0.000081 0.003467 0.001914 0.000916 0.816805 0.157071 0.000081 0.019666
NE 0.767381 NE NE 3.685362 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1NE/DSC_0041_01.JPG 0.017949 0.000227 0.001042 0.000994 0.576666 0.022221 0.275387 0.105513
AN 0.878066 AN HP 0.835847 3.456649 3.456649 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK3/S3MK3AN/DSC_0340_01.JPG 0.781279 0.005517 0.030877 0.124680 0.022299 0.028403 0.001042 0.005905
SC 0.924436 DS HP 0.818783 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2SC/DSC_0435.JPG 0.094810 0.000150 0.700160 0.131022 0.000160 0.000470 0.068471 0.004756
SA 0.875755 CE DS 1.392710 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SA/DSC_0086.JPG 0.044617 0.531986 0.122592 0.141998 0.014676 0.025365 0.001903 0.116864
DS 0.925646 DS DS 6.774408 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2DS/DSC_0363.JPG 0.016906 0.032325 0.925646 0.018599 0.000055 0.002648 0.003155 0.000666
SC 0.767545 SC SR 2.363334 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SC/DSC_0637_01.JPG 0.124166 0.000182 0.003253 0.110131 0.000428 0.000617 0.371049 0.390175
CE 0.797181 CE SC -1.249051 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1CE/DSC_0188.JPG 0.288979 0.497381 0.033576 0.007110 0.010412 0.007381 0.140359 0.014802
AN 0.978658 AN AN 4.106189 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2AN/DSC_0975.JPG 0.577246 0.000046 0.409896 0.000286 0.000078 0.000022 0.012121 0.000304
DS 0.789432 DS DS 4.007857 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK3/S10MK3DS/DSC_0211.JPG 0.262197 0.007336 0.578094 0.052436 0.086803 0.009480 0.002055 0.001598
HP 0.958843 HP HP 6.309476 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1HP/DSC_0483.JPG 0.007767 0.000021 0.000432 0.958843 0.000051 0.032692 0.000001 0.000192
HP 0.796712 DS AN 3.278674 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1HP/DSC_0461_01.JPG 0.248015 0.000162 0.734269 0.003167 0.000011 0.009645 0.004474 0.000256
HP 0.912785 HP HP 3.665938 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3HP/DSC_0946.JPG 0.010737 0.003031 0.005443 0.527305 0.155466 0.005469 0.126125 0.166423
NE 0.677950 SR HP 1.902436 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1NE/DSC_0054_01.JPG 0.179085 0.002775 0.018891 0.210332 0.138483 0.065758 0.059708 0.324968
DS 0.836705 SR HP 0.076874 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK4/S1MK4DS/DSC_0039_01.JPG 0.001849 0.001480 0.006553 0.414143 0.029398 0.008537 0.000460 0.537580
SA 0.954671 SA SA 7.564020 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2SA/DSC_0270.JPG 0.005300 0.001685 0.004949 0.000102 0.159743 0.824674 0.002862 0.000685
CE 0.792624 DS DS 6.005092 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8CE/DSC_0723.JPG 0.132468 0.002429 0.519548 0.006680 0.001570 0.189349 0.121727 0.026228
DS 0.897212 DS DS 4.593844 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2DS/DSC_0197.JPG 0.154800 0.135775 0.675910 0.014986 0.000118 0.006767 0.006334 0.005310
NE 0.855441 SR SR 2.737096 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S17/S17MK1/S17MK1NE/DSC_0873.JPG 0.114140 0.001447 0.013277 0.051702 0.055600 0.081850 0.278285 0.403700
NE 0.829524 SC AN 1.488202 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2NE/DSC_0497.JPG 0.292868 0.000252 0.008274 0.000172 0.070853 0.204720 0.415770 0.007091
SA 0.754931 SA SA 2.884975 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2SA/DSC_0548.JPG 0.161717 0.002355 0.004829 0.000499 0.086533 0.377131 0.344485 0.022451
AN 0.704043 SA AN 0.551058 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5AN/DSC_0668_01.JPG 0.123917 0.004936 0.028623 0.001832 0.228044 0.537002 0.023103 0.052542
SC 0.705359 AN SC 1.876436 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4SC/DSC_0305_01.JPG 0.347022 0.000223 0.085725 0.003791 0.001436 0.002313 0.322034 0.237457
CE 0.924945 CE HP 1.400775 3.456649 3.456649 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2CE/DSC_0919_01.JPG 0.004259 0.663760 0.152646 0.166668 0.000405 0.008973 0.001082 0.002206
SR 0.692886 SR SC 2.566593 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S11/S11MK2/S11MK2SR/DSC_0292.JPG 0.046368 0.003294 0.045568 0.003116 0.001295 0.004084 0.451020 0.445254
HP 0.819179 HP HP 3.830595 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1HP/DSC_0931.JPG 0.365133 0.000983 0.027025 0.525340 0.000118 0.000279 0.071844 0.009279
NE 0.493463 NE HP -0.758074 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1NE/DSC_0060.JPG 0.056861 0.006476 0.069484 0.133922 0.246923 0.037517 0.389545 0.059272
SA 0.655957 SC SA 2.024565 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1SA/DSC_0098.JPG 0.025745 0.008624 0.102830 0.030892 0.089352 0.170641 0.471736 0.100181
AN 0.762015 HP DS 1.572162 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1AN/DSC_0182.JPG 0.231480 0.000484 0.258262 0.497688 0.000521 0.000206 0.006984 0.004374
AN 0.814045 DS AN 1.650844 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.342138 0.005472 0.478003 0.002165 0.006757 0.010592 0.151341 0.003534
DS 0.617820 AN AN 5.977763 3.456649 3.456649 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1DS/DSC_0683_01.JPG 0.515663 0.055641 0.258348 0.048309 0.025706 0.061410 0.009556 0.025366
HP 0.732937 HP HP 4.758132 3.456649 3.456649 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2HP/DSC_0613.JPG 0.110172 0.026927 0.007641 0.567650 0.130015 0.000505 0.000136 0.156954
SC 0.486034 HP SC 1.891529 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK2/S6MK2SC/DSC_0476.JPG 0.163413 0.050171 0.119444 0.179904 0.007870 0.122498 0.264262 0.092438
NE 0.870162 AN HP -1.463470 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2NE/DSC_0839.JPG 0.761747 0.053357 0.075092 0.070835 0.018150 0.000456 0.017741 0.002623
SR 0.495275 SC DS 1.847346 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SR/DSC_0457.JPG 0.106917 0.000679 0.490538 0.001664 0.026409 0.025289 0.304650 0.043853
SR 0.880316 DS AN 2.065594 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SR/DSC_0451.JPG 0.211883 0.000181 0.559285 0.001016 0.018683 0.014902 0.190071 0.003978
SR 0.861840 SR SR 3.131097 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SR/DSC_0103.JPG 0.207200 0.000667 0.000392 0.000908 0.069962 0.003992 0.178889 0.537990
HP 0.899073 HP HP 4.372842 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3HP/DSC_0963.JPG 0.004370 0.002644 0.004322 0.521823 0.456687 0.006765 0.001248 0.002142
AN 0.764600 SC SC 1.600249 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6AN/DSC_0358.JPG 0.217099 0.003057 0.048346 0.006511 0.116264 0.141143 0.369676 0.097904
SR 0.702295 CE AN -0.096258 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2SR/DSC_0824.JPG 0.298024 0.367590 0.048789 0.056908 0.042211 0.175045 0.006153 0.005279
SA 0.775395 AN DS 1.755750 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S21/S21MK1/S21MK1SA/DSC_0875_01.JPG 0.337044 0.001965 0.322281 0.171704 0.000218 0.000806 0.140535 0.025447
SR 0.800049 SA NE 1.248739 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2SR/DSC_0936.JPG 0.214612 0.008126 0.092051 0.000742 0.081092 0.436808 0.096097 0.070472
AN 0.857079 DS DS 5.962402 3.456649 3.456649 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1AN/DSC_0840.JPG 0.331920 0.075711 0.528461 0.019291 0.000441 0.007438 0.034428 0.002310
SC 0.814010 AN DS -3.092199 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1SC/DSC_0781.JPG 0.302042 0.063890 0.178309 0.145369 0.009896 0.207985 0.075770 0.016739
DS 0.749652 DS DS 3.969139 3.456649 3.456649 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4DS/DSC_0341_01.JPG 0.390545 0.000653 0.460708 0.001728 0.000540 0.077591 0.067752 0.000483
CE 0.953815 DS DS 4.870945 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1CE/DSC_0401_01.JPG 0.098178 0.005260 0.880628 0.004020 0.000026 0.010478 0.000934 0.000476
SR 0.733108 SC SR 1.570705 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SR/DSC_0974.JPG 0.085110 0.010418 0.120207 0.013868 0.002510 0.005660 0.527892 0.234334
AN 0.647298 AN HP -1.149475 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1AN/DSC_0498_01.JPG 0.211725 0.001283 0.121203 0.069929 0.218507 0.239216 0.122114 0.016023
SC 0.800187 SC AN -0.799347 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SC/DSC_0318.JPG 0.168651 0.000653 0.138925 0.003441 0.190571 0.021000 0.372312 0.104447
HP 0.802314 HP HP 4.758768 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1HP/DSC_0259.JPG 0.058979 0.034157 0.107885 0.749087 0.025657 0.014878 0.001258 0.008099
SC 0.915493 SC SC 2.727323 3.456649 3.456649 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S13/S13MK1/S13MK1SC/DSC_0625_01.JPG 0.088263 0.002746 0.100236 0.086343 0.003737 0.015815 0.545590 0.157269
AN 0.479510 DS DS 2.933826 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0851.JPG 0.198568 0.043735 0.343456 0.049080 0.003896 0.026809 0.307925 0.026531
HP 0.751950 SR SR 3.642846 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1HP/DSC_0241.JPG 0.103855 0.002027 0.016099 0.041518 0.025451 0.004254 0.293270 0.513526
SC 0.873111 SA SA 4.712647 3.456649 3.456649 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SC/DSC_0494.JPG 0.004545 0.044666 0.003235 0.012988 0.155500 0.777641 0.000104 0.001320
HP 0.681214 AN AN 2.632118 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM3/S7FM3HP/DSC_0047_01.JPG 0.301373 0.017381 0.164930 0.025763 0.055546 0.024004 0.057069 0.353934
SC 0.630115 SC SR 2.950012 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SC/DSC_0578.JPG 0.040652 0.000265 0.028965 0.085289 0.010366 0.001220 0.313848 0.519396
CE 0.967280 CE CE 4.188815 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1CE/DSC_0585_01.JPG 0.006868 0.884917 0.004206 0.000125 0.000003 0.000151 0.103645 0.000084
SR 0.678842 SR NE 0.667278 3.456649 3.456649 0 0 0 6.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1SR/DSC_0232.JPG 0.002452 0.016454 0.024508 0.069761 0.145631 0.055233 0.076471 0.609489
SR 0.806549 AN AN 2.702240 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1SR/DSC_0775.JPG 0.455157 0.002031 0.129569 0.119712 0.000182 0.000146 0.290177 0.003025
SA 0.826335 SA SA 6.750715 3.456649 3.456649 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1SA/DSC_0434_01.JPG 0.029369 0.018590 0.116749 0.105460 0.001280 0.722259 0.001229 0.005065
CE 0.803730 SC AN -0.212798 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1CE/DSC_0246.JPG 0.263475 0.011274 0.100212 0.043327 0.001467 0.002319 0.508102 0.069824
DS 0.938992 DS DS 2.946977 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3NM3/S3NM3DS/DSC_0018_01.JPG 0.112753 0.000506 0.471930 0.043643 0.000466 0.370453 0.000116 0.000133
NE 0.844878 DS HP 3.258892 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3NE/DSC_0020_01.JPG 0.153488 0.003934 0.399951 0.420808 0.000656 0.002262 0.015160 0.003741
SA 0.721257 AN HP 2.339576 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S4/S4MK1/S4MK1SA/DSC_0528.JPG 0.419683 0.001014 0.061494 0.248236 0.007814 0.000966 0.076223 0.184570
AN 0.706709 AN CE 0.220129 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0342.JPG 0.312727 0.113665 0.200852 0.003026 0.000278 0.001645 0.363055 0.004753
CE 0.998650 CE CE 6.746785 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1CE/DSC_0181.JPG 0.000093 0.998650 0.000575 0.000238 0.000004 0.000159 0.000212 0.000069
SR 0.808114 SR HP -0.023235 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2SR/DSC_0947_01.JPG 0.048931 0.000092 0.004167 0.258316 0.023323 0.000147 0.242320 0.422703
NE 0.806333 AN HP 1.526041 3.456649 3.456649 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2NE/DSC_0530.JPG 0.347049 0.170280 0.036688 0.328147 0.093669 0.012483 0.002859 0.008825
CE 0.836418 CE CE 6.242831 3.456649 3.456649 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5CE/DSC_0592_01.JPG 0.012215 0.836418 0.000266 0.010674 0.011163 0.127428 0.000270 0.001566
HP 0.673695 AN SC 1.413813 3.456649 3.456649 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1HP/DSC_0715.JPG 0.324293 0.042417 0.068942 0.172140 0.011493 0.004104 0.333952 0.042660
SC 0.684385 AN SA 1.117504 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19GL1/S19GL1SC/DSC_0763.JPG 0.306482 0.004063 0.178258 0.360558 0.001997 0.146537 0.000632 0.001474
SR 0.909375 DS AN 1.197577 3.456649 3.456649 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1SR/DSC_0452.JPG 0.187701 0.000058 0.663433 0.000532 0.000106 0.002801 0.143497 0.001872
SA 0.777322 DS SA 2.650591 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK1/S5MK1SA/DSC_0248_01.JPG 0.030251 0.005208 0.365013 0.004377 0.209139 0.382860 0.001542 0.001610
SA 0.809223 NE SA 2.631485 3.456649 3.456649 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4SA/DSC_0930.JPG 0.000366 0.001437 0.000273 0.004365 0.502594 0.432240 0.008972 0.049754
