CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.936201 S1 S10 3.153606 4.181612 4.181612 0 0 0 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0420.JPG 0.936201 0.000034 0.000026 0.000036 0.000338 0.000364 0.000072 0.000012 0.001194 0.000150 0.001206 0.000010 0.000066 0.000215 0.000058 0.000023 0.000163 0.000341 0.059240 0.000042 0.000210
S4 0.844612 S4 S21 3.383022 4.181612 4.181612 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S4/S4NM2/DSC_0574.JPG 0.001725 0.037138 0.002354 0.014029 0.002411 0.000554 0.001056 0.000659 0.000525 0.000623 0.001111 0.006416 0.011672 0.150968 0.004294 0.621703 0.015438 0.103069 0.019493 0.002998 0.001763
S7 0.943094 S7 S18 1.504479 4.181612 4.181612 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0976.JPG 0.000115 0.000086 0.000131 0.000488 0.000101 0.115233 0.000500 0.000081 0.003374 0.185585 0.002395 0.006509 0.000454 0.001848 0.000724 0.000054 0.000091 0.000201 0.681831 0.000119 0.000078
S17 0.704835 S2 S2 4.315994 4.181612 4.181612 1 1 1 2.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0994.JPG 0.022843 0.009160 0.003138 0.009033 0.006767 0.024118 0.020200 0.005308 0.248806 0.086761 0.019452 0.336327 0.028039 0.006530 0.009177 0.004504 0.018105 0.011978 0.079126 0.025650 0.024978
S11 0.993015 S11 S11 6.826672 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0175_01.JPG 0.000001 0.003090 0.993015 0.000001 0.000528 0.000005 0.000191 0.000020 0.000097 0.000005 0.000007 0.000007 0.000001 0.000095 0.000088 0.000008 0.000084 0.000001 0.002665 0.000081 0.000011
S10 0.732653 S10 S10 5.183588 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0206.JPG 0.008996 0.593680 0.096711 0.005100 0.033545 0.011172 0.011490 0.015252 0.007352 0.001880 0.001877 0.010903 0.010287 0.008308 0.052787 0.006595 0.059986 0.012470 0.009495 0.015748 0.026367
S10 0.873192 S10 S10 4.258753 4.181612 4.181612 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0110.JPG 0.013940 0.536320 0.004283 0.094215 0.023136 0.014067 0.009844 0.002500 0.005684 0.002301 0.001195 0.108281 0.002430 0.002957 0.113502 0.001770 0.005674 0.010303 0.011193 0.030772 0.005632
S12 0.619306 S20 S20 2.687654 4.181612 4.181612 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK2/DSC_0208.JPG 0.007040 0.144983 0.006089 0.178679 0.010346 0.028929 0.037341 0.000628 0.005700 0.010760 0.016363 0.100011 0.311746 0.024378 0.007158 0.002084 0.009966 0.018383 0.040936 0.022867 0.015616
S6 0.950374 S6 S6 5.872568 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK1/DSC_0400_01.JPG 0.002790 0.015111 0.001464 0.033377 0.002077 0.002424 0.002675 0.000126 0.000564 0.003553 0.001039 0.013735 0.011498 0.067896 0.001040 0.001366 0.013977 0.820408 0.003565 0.000106 0.001210
S4 0.744272 S4 S4 5.493246 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S4/S4HD1/DSC_0191.JPG 0.008267 0.003410 0.003525 0.003548 0.002787 0.012290 0.001312 0.000379 0.009388 0.001185 0.002396 0.003034 0.002751 0.050327 0.002690 0.651683 0.066915 0.168286 0.002952 0.000646 0.002231
S18 0.737448 S18 S18 4.916159 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S18/S18MK1/DSC_0449.JPG 0.000130 0.001071 0.001230 0.011578 0.000138 0.246408 0.000789 0.000457 0.003268 0.596494 0.002353 0.037832 0.004692 0.015550 0.015252 0.000582 0.005248 0.013167 0.025527 0.018015 0.000217
S12 0.676821 S12 S12 2.813028 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0253.JPG 0.051128 0.131143 0.003973 0.397768 0.010966 0.048454 0.014194 0.000828 0.004458 0.012828 0.005325 0.071238 0.014276 0.035408 0.006947 0.004143 0.012498 0.141388 0.015454 0.005249 0.012333
S4 0.997091 S4 S4 7.205696 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S4/S4MK1/DSC_0564.JPG 0.001243 0.082946 0.003514 0.004017 0.001886 0.000338 0.001137 0.000320 0.000440 0.000285 0.000956 0.004914 0.001722 0.098568 0.000944 0.785685 0.006904 0.001579 0.001420 0.000558 0.000626
S3 0.999826 S3 S3 6.974048 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0919.JPG 0.000000 0.000003 0.000004 0.000001 0.000001 0.000001 0.000008 0.000017 0.000000 0.000004 0.000000 0.000008 0.000000 0.000001 0.999826 0.000000 0.000001 0.000001 0.000122 0.000000 0.000000
S19 0.951055 S19 S19 7.370134 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S19/S19MK1/DSC_0065_01.JPG 0.001403 0.000012 0.000239 0.000048 0.000168 0.000125 0.000513 0.000019 0.001211 0.000221 0.951055 0.000324 0.000234 0.002792 0.000114 0.000068 0.000399 0.000023 0.040322 0.000525 0.000188
S20 0.831000 S17 S17 2.099816 4.181612 4.181612 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S20/S20MK1/DSC_0348.JPG 0.006278 0.107284 0.031140 0.060793 0.020100 0.015149 0.046855 0.002898 0.286181 0.051195 0.011597 0.022173 0.105640 0.053540 0.047476 0.011872 0.009620 0.065609 0.009304 0.026863 0.008434
S1 0.735319 S3 S3 4.508222 4.181612 4.181612 1 1 1 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0870.JPG 0.167007 0.017977 0.008884 0.009291 0.012643 0.008978 0.002381 0.004213 0.004924 0.016495 0.009463 0.053540 0.007808 0.093397 0.423832 0.002838 0.007829 0.008616 0.011070 0.081130 0.047686
S1 0.967042 S1 S1 5.883349 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0397.JPG 0.967042 0.000168 0.000206 0.000227 0.000831 0.002966 0.000266 0.000040 0.001804 0.000403 0.002235 0.000040 0.000363 0.000852 0.000143 0.000124 0.000977 0.000706 0.019247 0.000092 0.001269
S3 0.936061 S3 S3 6.529783 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0290_01.JPG 0.000168 0.027675 0.000294 0.001338 0.000557 0.000620 0.000093 0.000122 0.000204 0.000050 0.000049 0.000874 0.000327 0.000415 0.936061 0.002922 0.023129 0.001822 0.000831 0.001593 0.000857
S6 0.937768 S6 S6 6.494080 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK2/DSC_0488.JPG 0.004687 0.002589 0.000741 0.004041 0.004727 0.013860 0.001241 0.000513 0.000828 0.001954 0.001866 0.001601 0.056395 0.025583 0.001260 0.006252 0.008743 0.855334 0.003182 0.001135 0.003470
S7 0.632668 S7 S7 5.369505 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK1/DSC_0519_01.JPG 0.018893 0.015512 0.024573 0.011405 0.011216 0.005120 0.003336 0.006341 0.006630 0.007429 0.007669 0.055696 0.017835 0.063193 0.033787 0.041467 0.061769 0.011026 0.563519 0.017612 0.015972
S1 0.994660 S1 S1 6.994531 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0452.JPG 0.994660 0.000025 0.000011 0.000008 0.000085 0.001745 0.000156 0.000006 0.000105 0.000013 0.000112 0.000008 0.000140 0.000038 0.000021 0.000008 0.000128 0.000306 0.002158 0.000021 0.000247
S1 0.699609 S1 S8 2.219190 4.181612 4.181612 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0377.JPG 0.326921 0.047819 0.009329 0.086431 0.004683 0.055328 0.016686 0.007475 0.005460 0.003861 0.004516 0.057297 0.004352 0.023343 0.011451 0.005797 0.037474 0.010672 0.070106 0.191440 0.019559
S7 0.615110 S7 S4 0.668074 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0730.JPG 0.039117 0.001035 0.002108 0.001173 0.001964 0.015959 0.001828 0.006997 0.016660 0.077990 0.004874 0.130101 0.002570 0.001013 0.177843 0.140609 0.002044 0.017118 0.354636 0.003983 0.000379
S3 0.953961 S3 S3 4.151601 4.181612 4.181612 1 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK5/DSC_0521_01.JPG 0.000282 0.007635 0.003951 0.007275 0.005013 0.001478 0.000183 0.000366 0.002566 0.008776 0.000720 0.246634 0.005887 0.033279 0.571362 0.004107 0.013267 0.002591 0.040444 0.043089 0.001094
S3 0.993787 S3 S3 6.936931 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0859.JPG 0.000045 0.000221 0.000088 0.000078 0.002321 0.000203 0.000328 0.000760 0.000038 0.000179 0.000035 0.000134 0.000138 0.000097 0.993787 0.000060 0.000340 0.000296 0.000538 0.000264 0.000049
S6 0.977710 S6 S6 6.217706 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK1/DSC_0365_01.JPG 0.003064 0.000573 0.000427 0.064424 0.001604 0.003904 0.001620 0.000072 0.000393 0.003266 0.000891 0.010285 0.010546 0.006667 0.000828 0.001474 0.002337 0.865111 0.021928 0.000154 0.000430
S5 0.881566 S5 S13 2.278949 4.181612 4.181612 0 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0845.JPG 0.003071 0.006547 0.015256 0.001136 0.140053 0.001723 0.000484 0.001170 0.004265 0.000493 0.002307 0.001204 0.001197 0.001512 0.006066 0.002398 0.757050 0.002876 0.009202 0.002142 0.039849
S11 0.998624 S11 S11 6.967522 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0083_01.JPG 0.000000 0.000665 0.998624 0.000000 0.000032 0.000002 0.000486 0.000022 0.000003 0.000000 0.000000 0.000010 0.000000 0.000009 0.000070 0.000004 0.000007 0.000000 0.000050 0.000015 0.000001
S5 0.752712 S5 S5 5.198591 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK1/DSC_0237_01.JPG 0.001957 0.000903 0.003652 0.046387 0.001619 0.002058 0.010239 0.023526 0.001431 0.009076 0.001888 0.005235 0.115593 0.003759 0.008527 0.008032 0.568253 0.126306 0.036928 0.010339 0.014293
S3 0.957053 S3 S3 5.979764 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0010_01.JPG 0.000212 0.000848 0.000075 0.002667 0.000057 0.064403 0.002064 0.000303 0.000812 0.045039 0.000161 0.008056 0.001597 0.000323 0.863630 0.000107 0.000426 0.003094 0.003895 0.001925 0.000305
S18 0.622177 S18 S7 0.633689 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S18/S18MK1/DSC_0501.JPG 0.000306 0.000973 0.000643 0.012748 0.000235 0.384828 0.001052 0.000714 0.005055 0.392188 0.001987 0.062339 0.013190 0.002111 0.012627 0.000339 0.003431 0.004228 0.088123 0.012510 0.000374
S1 0.639716 S14 S19 0.640066 4.181612 4.181612 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1NM2/DSC_0846.JPG 0.151175 0.002233 0.002441 0.009984 0.001080 0.291842 0.025120 0.010924 0.005242 0.043533 0.136322 0.008911 0.015658 0.010373 0.006535 0.001823 0.094391 0.011040 0.161472 0.006425 0.003474
S19 0.966945 S19 S19 7.382578 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S19/S19MK1/DSC_0038_01.JPG 0.001000 0.000002 0.000053 0.000012 0.000057 0.000080 0.000135 0.000005 0.000595 0.000155 0.966945 0.000234 0.000082 0.001300 0.000035 0.000014 0.000114 0.000005 0.028769 0.000270 0.000137
S3 0.996191 S3 S3 6.285439 4.181612 4.181612 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0983.JPG 0.000976 0.000569 0.000133 0.002071 0.000299 0.098665 0.001205 0.000218 0.000398 0.007696 0.000548 0.003366 0.009967 0.001372 0.863325 0.000145 0.000125 0.006596 0.001228 0.000401 0.000698
S7 0.721141 S7 S7 4.132112 4.181612 4.181612 1 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0793.JPG 0.051664 0.001286 0.002076 0.002304 0.003098 0.053808 0.002283 0.010814 0.010005 0.090177 0.006541 0.079127 0.005176 0.002598 0.105849 0.088101 0.002582 0.031104 0.445197 0.005400 0.000811
S1 0.844366 S1 S1 2.509543 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK1/DSC_0640_01.JPG 0.514114 0.010503 0.003136 0.007766 0.005165 0.012669 0.011510 0.006807 0.007637 0.004024 0.147524 0.035855 0.003589 0.010902 0.013747 0.002884 0.046125 0.008287 0.131691 0.005318 0.010746
S3 0.950139 S3 S3 6.914122 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK4/DSC_0325_01.JPG 0.000336 0.001641 0.002588 0.000909 0.000375 0.000541 0.000201 0.000604 0.000376 0.000651 0.000393 0.003083 0.002772 0.003368 0.950139 0.002200 0.023047 0.001693 0.002152 0.002137 0.000795
S7 0.710703 S7 S7 4.267953 4.181612 4.181612 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM2/DSC_0860.JPG 0.049958 0.013973 0.159203 0.012350 0.009096 0.032357 0.014856 0.022456 0.027198 0.039786 0.017070 0.029561 0.006309 0.034931 0.022415 0.008287 0.021965 0.028527 0.430361 0.013164 0.006176
S7 0.556823 S7 S2 2.924377 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0704.JPG 0.021102 0.016173 0.019951 0.005944 0.027313 0.011609 0.005896 0.040195 0.012335 0.005292 0.023244 0.285824 0.007136 0.025130 0.015362 0.006315 0.086914 0.005172 0.346931 0.018619 0.013542
S11 0.976533 S11 S11 6.847294 4.181612 4.181612 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0053_01.JPG 0.000005 0.000593 0.976533 0.000001 0.000020 0.000051 0.000483 0.011653 0.000002 0.000018 0.000001 0.000063 0.000005 0.000012 0.001571 0.000016 0.000087 0.000002 0.000060 0.008817 0.000007
S5 0.438483 S5 S7 2.361965 4.181612 4.181612 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK3/DSC_0146_01.JPG 0.145773 0.039618 0.026183 0.031821 0.013584 0.008346 0.006770 0.002828 0.006483 0.002312 0.006470 0.004979 0.011278 0.048528 0.029522 0.097477 0.199947 0.099209 0.154519 0.018539 0.045813
S10 0.840825 S10 S10 4.546153 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0298.JPG 0.005398 0.632711 0.028494 0.009839 0.005607 0.024581 0.002896 0.003634 0.003128 0.001924 0.001142 0.011084 0.003756 0.005077 0.006638 0.003227 0.052029 0.006555 0.013794 0.055680 0.122804
S4 0.897950 S4 S1 0.314199 4.181612 4.181612 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S4/S4NM2/DSC_0571.JPG 0.001335 0.014912 0.001875 0.066983 0.004355 0.000412 0.000729 0.000626 0.000619 0.000402 0.000968 0.002987 0.005141 0.149427 0.001852 0.528611 0.012447 0.192780 0.007583 0.001778 0.004177
S7 0.784388 S7 S7 4.527719 4.181612 4.181612 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0527.JPG 0.001758 0.001122 0.001419 0.001418 0.000484 0.001673 0.001193 0.004193 0.012410 0.046942 0.001650 0.268323 0.000541 0.009231 0.035653 0.002902 0.001510 0.002216 0.598657 0.005518 0.001187
S4 0.933025 S4 S4 5.286465 4.181612 4.181612 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S4/S4NM2/DSC_0588.JPG 0.002407 0.020186 0.002283 0.008817 0.002416 0.000686 0.001174 0.000603 0.000671 0.000667 0.001502 0.002381 0.008475 0.145259 0.004448 0.592438 0.005012 0.187800 0.007668 0.002926 0.002181
S16 0.849474 S16 S16 3.805796 4.181612 4.181612 1 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S16/S16MK1/DSC_0448.JPG 0.003349 0.079194 0.005488 0.000462 0.000399 0.000139 0.000507 0.480056 0.003015 0.001208 0.000305 0.143565 0.000289 0.086084 0.021344 0.006491 0.067542 0.000283 0.034812 0.064270 0.001198
S14 0.740834 S7 S7 3.614437 4.181612 4.181612 1 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S14/S14NM2/DSC_0265_01.JPG 0.006233 0.010502 0.012438 0.035602 0.005184 0.233609 0.011593 0.005790 0.014772 0.058274 0.009330 0.102428 0.020414 0.029286 0.009166 0.002273 0.042972 0.008911 0.357471 0.015969 0.007784
S7 0.592801 S7 S7 2.956599 4.181612 4.181612 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0722.JPG 0.042416 0.008079 0.062944 0.013024 0.009676 0.051987 0.007716 0.007673 0.027628 0.023307 0.017162 0.128302 0.005501 0.008340 0.132197 0.057360 0.011614 0.042106 0.315726 0.011377 0.015864
S15 0.984572 S15 S15 3.134061 4.181612 4.181612 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0109.JPG 0.001737 0.024839 0.007259 0.009325 0.000943 0.033064 0.469445 0.001263 0.000617 0.006010 0.000458 0.160929 0.167313 0.011598 0.044217 0.002516 0.006334 0.002327 0.008317 0.005886 0.035604
S1 0.695666 S12 S11 1.096885 4.181612 4.181612 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0035.JPG 0.018780 0.078828 0.067860 0.434881 0.014278 0.085824 0.032692 0.004177 0.008193 0.030380 0.004888 0.002523 0.012464 0.031525 0.016019 0.005382 0.025732 0.015503 0.027210 0.073907 0.008955
S7 0.648667 S7 S7 2.846118 4.181612 4.181612 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0080_01.JPG 0.003648 0.005352 0.058153 0.008106 0.002687 0.185449 0.012778 0.005123 0.110924 0.179760 0.007539 0.026461 0.007727 0.007507 0.010313 0.003039 0.003474 0.010528 0.345050 0.003971 0.002412
S7 0.890714 S7 S18 2.300593 4.181612 4.181612 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0974.JPG 0.000088 0.000056 0.000076 0.001163 0.000064 0.130502 0.004062 0.000164 0.001927 0.209801 0.001290 0.005397 0.001045 0.001325 0.000662 0.000053 0.000286 0.000263 0.641636 0.000080 0.000061
S5 0.851495 S5 S3 2.591005 4.181612 4.181612 0 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK4/DSC_0583.JPG 0.000895 0.009254 0.020281 0.004293 0.002137 0.001783 0.000912 0.000618 0.000794 0.000653 0.000438 0.002172 0.000751 0.003352 0.150865 0.007383 0.730707 0.025819 0.009997 0.020973 0.005925
S1 0.807550 S3 S3 3.224997 4.181612 4.181612 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0856.JPG 0.029853 0.033621 0.021646 0.021846 0.016069 0.009520 0.005362 0.004808 0.005733 0.009241 0.007706 0.102614 0.011260 0.088383 0.480965 0.006781 0.004216 0.013005 0.025528 0.070493 0.031351
S15 0.818730 S15 S15 5.863830 4.181612 4.181612 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0184.JPG 0.000885 0.018234 0.004285 0.007566 0.003355 0.083245 0.531628 0.000612 0.000413 0.001022 0.000263 0.112734 0.136877 0.004965 0.022952 0.001044 0.008305 0.001803 0.007336 0.006208 0.046271
S5 0.528865 S14 S10 2.265373 4.181612 4.181612 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK2/DSC_0626.JPG 0.014709 0.152384 0.050291 0.059917 0.010613 0.337738 0.021525 0.004379 0.008819 0.017534 0.005621 0.021050 0.010291 0.018655 0.012849 0.004505 0.089401 0.051851 0.036258 0.048308 0.023303
S5 0.595533 S10 S10 2.591257 4.181612 4.181612 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK3/DSC_0169_01.JPG 0.021116 0.363855 0.021425 0.038751 0.016878 0.015058 0.007024 0.003461 0.005042 0.007636 0.004421 0.007855 0.010573 0.109635 0.064340 0.018030 0.101458 0.066139 0.018912 0.023232 0.075162
