CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S7 0.882013 S7 S1 0.503168 4.174992 4.573137 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0794.JPG 0.283706 0.000761 0.002569 0.001320 0.003324 0.006489 0.012485 0.005564 0.025587 0.021512 0.010476 0.029117 0.001148 0.001095 0.145372 0.002927 0.002737 0.002342 0.412125 0.028436 0.000907
S3 0.999954 S3 S3 7.325641 4.174992 4.578657 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0784.JPG 0.000002 0.000002 0.000002 0.000001 0.000003 0.000000 0.000001 0.000006 0.000002 0.000001 0.000001 0.000005 0.000002 0.000001 0.999954 0.000002 0.000005 0.000002 0.000005 0.000003 0.000002
S3 0.999158 S3 S3 6.614137 4.174992 4.595041 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0956.JPG 0.000051 0.000003 0.000030 0.000004 0.000011 0.000025 0.000142 0.000017 0.000008 0.000230 0.000010 0.000006 0.000043 0.000002 0.999158 0.000003 0.000037 0.000180 0.000034 0.000005 0.000002
S10 0.544045 S3 S3 2.357154 4.174992 4.601618 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0096.JPG 0.057381 0.109530 0.009410 0.013664 0.129920 0.127121 0.065856 0.005532 0.001858 0.003281 0.004023 0.010051 0.011183 0.019740 0.172497 0.009490 0.031646 0.010641 0.050039 0.149374 0.007761
S7 0.579001 S14 S18 1.852759 4.174992 4.575661 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0046_01.JPG 0.017054 0.001933 0.024667 0.003555 0.017866 0.226140 0.014327 0.003477 0.084712 0.256263 0.044648 0.017253 0.002298 0.002010 0.004184 0.001447 0.006401 0.047932 0.217901 0.004699 0.001232
S14 0.936270 S14 S14 4.471163 4.174992 4.563113 1 1 0 4.000000 /home/sielicki/data/BC2_1072x712/S14/S14GL1/DSC_0410_01.JPG 0.004462 0.000338 0.001550 0.006405 0.003388 0.596043 0.004880 0.000500 0.001040 0.135368 0.039057 0.001489 0.123875 0.028411 0.004860 0.000428 0.003070 0.001602 0.034948 0.006617 0.001671
S1 0.300470 S11 S9 0.564376 4.174992 4.532631 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0047.JPG 0.132236 0.040732 0.094490 0.101775 0.016873 0.040715 0.039498 0.010748 0.034512 0.013762 0.019549 0.008741 0.029159 0.014846 0.011285 0.009020 0.100264 0.013375 0.048189 0.109850 0.110382
S6 0.942623 S6 S6 5.026200 4.174992 4.506286 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK1/DSC_0411_01.JPG 0.001333 0.003707 0.000281 0.210782 0.002062 0.000782 0.000302 0.000139 0.000159 0.000345 0.000234 0.000266 0.027183 0.000444 0.000822 0.000780 0.004245 0.742979 0.001013 0.000308 0.001833
S10 0.869165 S10 S10 7.080263 4.174992 4.500465 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0202.JPG 0.000381 0.869165 0.004910 0.000229 0.001075 0.043756 0.000220 0.060948 0.000301 0.000185 0.000105 0.001521 0.002083 0.000122 0.000479 0.000593 0.010762 0.000343 0.000111 0.001969 0.000741
S7 0.488008 S7 S13 1.777535 4.174992 4.493881 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM2/DSC_0987.JPG 0.230740 0.002062 0.003612 0.002297 0.146191 0.037869 0.007941 0.004460 0.066249 0.047620 0.139362 0.032509 0.001700 0.002426 0.008215 0.002649 0.010141 0.004805 0.236779 0.007560 0.004813
S3 0.998571 S3 S3 6.680379 4.174992 4.486012 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0995.JPG 0.000015 0.000392 0.000040 0.000006 0.000057 0.000008 0.000009 0.000050 0.000014 0.000003 0.000005 0.000031 0.000034 0.000008 0.998571 0.000014 0.000355 0.000046 0.000012 0.000274 0.000054
S3 0.999598 S3 S3 6.834505 4.174992 4.486088 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0939.JPG 0.000142 0.000001 0.000019 0.000002 0.000004 0.000012 0.000031 0.000019 0.000007 0.000051 0.000011 0.000009 0.000006 0.000001 0.999598 0.000001 0.000015 0.000019 0.000048 0.000003 0.000001
S1 0.998572 S1 S1 6.922357 4.174992 4.481692 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK4/DSC_0984_01.JPG 0.998572 0.000048 0.000053 0.000041 0.000414 0.000324 0.000022 0.000019 0.000010 0.000006 0.000114 0.000007 0.000030 0.000052 0.000030 0.000021 0.000046 0.000021 0.000051 0.000059 0.000062
S10 0.696038 S12 S10 2.092235 4.174992 4.486726 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0015.JPG 0.014969 0.150744 0.003159 0.445005 0.008351 0.011581 0.078274 0.001788 0.001004 0.010199 0.002073 0.002715 0.014761 0.023905 0.008618 0.076643 0.045802 0.008438 0.048233 0.040300 0.003436
S10 0.698737 S12 S10 2.194262 4.174992 4.477454 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0921.JPG 0.009416 0.152806 0.004892 0.466743 0.004879 0.003542 0.042280 0.002111 0.001210 0.003492 0.002168 0.002146 0.010296 0.009064 0.009123 0.051151 0.132179 0.021999 0.022831 0.040491 0.007181
S12 0.728651 S12 S14 3.030125 4.174992 4.485131 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0214.JPG 0.065787 0.007054 0.002636 0.446857 0.007796 0.271942 0.003673 0.001012 0.000653 0.005826 0.005512 0.001579 0.005170 0.023695 0.004337 0.009315 0.019228 0.024783 0.061545 0.006421 0.025180
S6 0.765807 S6 S12 1.892389 4.174992 4.476220 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK1/DSC_0447_01.JPG 0.003179 0.011461 0.000659 0.317559 0.003372 0.004404 0.000844 0.000432 0.001007 0.002163 0.000948 0.001368 0.032529 0.000676 0.001934 0.001936 0.014280 0.592872 0.002272 0.002168 0.003935
S15 0.938805 S15 S15 7.127472 4.174992 4.478630 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0186.JPG 0.001753 0.000230 0.000204 0.001982 0.000269 0.001961 0.938805 0.000303 0.000063 0.002341 0.000080 0.001154 0.003734 0.011172 0.017131 0.000179 0.006795 0.000166 0.010821 0.000519 0.000339
S13 0.943689 S13 S13 7.358252 4.174992 4.466718 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S13/S13MK1/DSC_0582_01.JPG 0.001068 0.004301 0.001291 0.003199 0.943689 0.002865 0.000210 0.000095 0.000523 0.000084 0.001373 0.000234 0.000348 0.000105 0.002783 0.000189 0.018307 0.000824 0.000893 0.002210 0.015408
S10 0.875206 S10 S10 5.724889 4.174992 4.472026 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0227.JPG 0.000684 0.875206 0.051355 0.000651 0.002090 0.012063 0.000822 0.040820 0.000252 0.000221 0.000177 0.002023 0.000788 0.000338 0.000914 0.000359 0.003212 0.000310 0.000275 0.003316 0.004123
S12 0.699446 S1 S21 1.204415 4.174992 4.480816 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0300.JPG 0.306678 0.010076 0.004451 0.305099 0.009529 0.088806 0.005113 0.001964 0.001676 0.001221 0.052113 0.002860 0.007684 0.124599 0.007114 0.009968 0.026384 0.006275 0.003665 0.010331 0.014393
S10 0.547573 S1 S1 1.875526 4.174992 4.483306 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK4/DSC_0825_01.JPG 0.174829 0.133328 0.011269 0.099933 0.026524 0.046125 0.011739 0.002288 0.002941 0.003793 0.016874 0.004969 0.021903 0.006411 0.061926 0.012472 0.139614 0.015966 0.057383 0.079548 0.070165
S17 0.991065 S17 S17 7.071744 4.174992 4.476249 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0951.JPG 0.000571 0.000241 0.000292 0.000071 0.000531 0.000230 0.000176 0.000545 0.916171 0.001277 0.000524 0.001596 0.000084 0.000205 0.000102 0.000366 0.004447 0.000288 0.001705 0.000431 0.070148
S15 0.891593 S15 S15 5.290258 4.174992 4.460274 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0165.JPG 0.001696 0.000797 0.000401 0.005747 0.000410 0.002939 0.802787 0.000441 0.000080 0.002472 0.000145 0.003860 0.012842 0.061363 0.082449 0.000358 0.005549 0.000289 0.014144 0.000910 0.000321
S3 0.999485 S3 S3 6.724643 4.174992 4.467017 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0963.JPG 0.000145 0.000002 0.000019 0.000005 0.000011 0.000024 0.000026 0.000030 0.000008 0.000048 0.000010 0.000011 0.000016 0.000003 0.999485 0.000002 0.000059 0.000036 0.000050 0.000006 0.000004
S6 0.999651 S6 S6 7.209685 4.174992 4.468531 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S6/S6MK2/DSC_0435.JPG 0.000005 0.000011 0.000001 0.000143 0.000006 0.000004 0.000001 0.000001 0.000000 0.000001 0.000001 0.000012 0.000049 0.000002 0.000008 0.000010 0.000049 0.999651 0.000008 0.000003 0.000032
S7 0.652954 S13 S7 1.196650 4.174992 4.476869 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0541.JPG 0.056450 0.032229 0.008560 0.013457 0.220889 0.015286 0.018132 0.236709 0.005081 0.001269 0.005824 0.023271 0.007655 0.010176 0.008242 0.002660 0.069157 0.002356 0.128730 0.111538 0.022331
S14 0.855731 S14 S14 6.188643 4.174992 4.474410 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S14/S14GL1/DSC_0422_01.JPG 0.003815 0.000361 0.001627 0.019550 0.004350 0.737825 0.009010 0.000513 0.001373 0.094632 0.037175 0.001454 0.015312 0.003529 0.002486 0.000359 0.003546 0.001724 0.054260 0.005353 0.001748
S13 0.925176 S13 S13 6.768649 4.174992 4.436890 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S13/S13MK1/DSC_0529_01.JPG 0.000837 0.001099 0.000165 0.008321 0.925176 0.005078 0.000134 0.000177 0.000340 0.000050 0.002538 0.000204 0.000295 0.000083 0.004197 0.000071 0.028946 0.000604 0.001130 0.002591 0.017964
S20 0.713743 S7 S7 2.782331 4.174992 4.454332 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S20/S20MK1/DSC_0296.JPG 0.009219 0.002068 0.008842 0.001608 0.074557 0.067145 0.002908 0.001776 0.098308 0.008960 0.014278 0.003163 0.220758 0.100687 0.125236 0.001641 0.003139 0.016397 0.217990 0.012845 0.008475
S3 0.999947 S3 S3 6.875056 4.174992 4.475558 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0678.JPG 0.000002 0.000002 0.000002 0.000001 0.000006 0.000000 0.000001 0.000006 0.000001 0.000001 0.000001 0.000005 0.000002 0.000001 0.999947 0.000002 0.000005 0.000002 0.000006 0.000006 0.000002
S2 0.696635 S7 S7 4.420834 4.174992 4.464566 1 1 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2HD1/DSC_0038.JPG 0.003634 0.001405 0.002182 0.015888 0.004124 0.146158 0.007780 0.007490 0.003172 0.096717 0.003742 0.008613 0.189925 0.010578 0.026197 0.000730 0.009659 0.011425 0.418839 0.028970 0.002771
S7 0.741545 S7 S1 1.856129 4.174992 4.426853 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0744.JPG 0.287298 0.000489 0.002173 0.000769 0.027514 0.002713 0.005400 0.001706 0.035503 0.009942 0.013667 0.006616 0.000616 0.000522 0.021080 0.001639 0.001825 0.001240 0.436495 0.142282 0.000512
S5 0.961023 S5 S5 4.757971 4.174992 4.427197 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK1/DSC_0317_01.JPG 0.000101 0.000544 0.000094 0.018805 0.000485 0.000508 0.001442 0.000038 0.000031 0.000295 0.000051 0.000110 0.137930 0.002560 0.000608 0.000321 0.834841 0.000099 0.000552 0.000531 0.000055
S1 0.745173 S6 S9 3.456089 4.174992 4.436807 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK7/DSC_0235.JPG 0.063517 0.013097 0.004696 0.006790 0.013208 0.009943 0.001002 0.001324 0.009725 0.000646 0.017767 0.001993 0.009620 0.009847 0.006488 0.013551 0.055616 0.640253 0.000706 0.001992 0.118220
S11 0.916973 S11 S11 5.239180 4.174992 4.422284 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK2/DSC_0232.JPG 0.001448 0.007265 0.642180 0.000353 0.006795 0.015469 0.000534 0.002093 0.000384 0.000224 0.000793 0.002338 0.000896 0.000422 0.307179 0.000795 0.002823 0.000967 0.000663 0.003405 0.002975
S10 0.360151 S14 S12 1.428845 4.174992 4.388958 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0079.JPG 0.072277 0.029246 0.005764 0.082043 0.021686 0.202595 0.076128 0.003846 0.004066 0.004548 0.014283 0.008880 0.052610 0.005342 0.014022 0.005123 0.014874 0.040382 0.026460 0.293601 0.022222
S4 0.894231 S4 S4 4.514651 4.174992 4.383213 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S4/S4MK1/DSC_0575.JPG 0.003906 0.005342 0.004984 0.004602 0.033475 0.001619 0.002690 0.003780 0.027280 0.002404 0.003516 0.007264 0.015166 0.138694 0.002375 0.694044 0.003300 0.008771 0.033093 0.003070 0.000623
S15 0.921930 S15 S15 7.214745 4.174992 4.378131 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0131.JPG 0.000617 0.000165 0.000166 0.001850 0.000246 0.002019 0.921930 0.000305 0.000053 0.001395 0.000075 0.001399 0.001414 0.015962 0.031320 0.000179 0.005478 0.000153 0.014146 0.000804 0.000323
S3 0.995330 S3 S3 7.080037 4.174992 4.370807 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD2/DSC_0897.JPG 0.000034 0.000044 0.000682 0.000019 0.000360 0.000107 0.000024 0.000085 0.001332 0.000375 0.000970 0.000225 0.000031 0.000054 0.995330 0.000015 0.000057 0.000069 0.000117 0.000034 0.000037
S11 0.999907 S11 S11 7.256643 4.174992 4.334424 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0097_01.JPG 0.000001 0.000003 0.999907 0.000001 0.000001 0.000013 0.000007 0.000008 0.000001 0.000002 0.000000 0.000002 0.000001 0.000001 0.000030 0.000001 0.000009 0.000001 0.000002 0.000008 0.000002
S7 0.999480 S7 S8 3.075747 4.174992 4.317413 0 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0402.JPG 0.000180 0.000030 0.000114 0.000124 0.000253 0.000315 0.000071 0.000053 0.000927 0.000451 0.032539 0.000557 0.000782 0.000051 0.000542 0.000128 0.000191 0.000193 0.870519 0.091743 0.000238
S10 0.759450 S8 S14 1.682251 4.174992 4.302721 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0124.JPG 0.021717 0.023457 0.007536 0.012886 0.026131 0.138848 0.053876 0.007245 0.004719 0.005653 0.006056 0.008683 0.097335 0.003658 0.071027 0.003962 0.058263 0.011098 0.021557 0.409385 0.006909
S1 0.578449 S6 S4 1.846634 4.174992 4.309188 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD1/DSC_0020.JPG 0.027254 0.030661 0.008591 0.033111 0.031324 0.003109 0.002382 0.004234 0.001320 0.001750 0.014375 0.001611 0.048899 0.007832 0.016955 0.168456 0.010606 0.552392 0.008084 0.006365 0.020688
S17 0.905954 S17 S17 5.879398 4.174992 4.293418 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0964.JPG 0.001153 0.000393 0.001138 0.000173 0.001989 0.001019 0.000273 0.001743 0.788424 0.013919 0.012312 0.004169 0.000328 0.000787 0.000415 0.000448 0.011851 0.000842 0.031440 0.000456 0.126727
S12 0.619731 S12 S1 1.192322 4.174992 4.291954 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0190.JPG 0.111782 0.008536 0.002405 0.335883 0.009564 0.230469 0.004945 0.001015 0.000847 0.007163 0.008112 0.002506 0.006616 0.078046 0.007294 0.008483 0.027621 0.028454 0.059450 0.008122 0.052688
S7 0.660380 S7 S1 -0.219619 4.174992 4.270212 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0157_01.JPG 0.006393 0.001034 0.004803 0.003036 0.015510 0.172593 0.006237 0.002623 0.095467 0.160863 0.018568 0.019228 0.003161 0.002342 0.003490 0.000731 0.005883 0.073916 0.397981 0.005327 0.000814
S3 0.999981 S3 S3 6.897181 4.174992 4.279045 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0705.JPG 0.000001 0.000000 0.000002 0.000000 0.000002 0.000000 0.000001 0.000006 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.999981 0.000000 0.000002 0.000000 0.000001 0.000001 0.000000
S5 0.371891 S1 S13 0.790284 4.174992 4.270138 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK3/DSC_0035_01.JPG 0.127494 0.051998 0.012650 0.011706 0.069161 0.002563 0.002888 0.002572 0.001991 0.001521 0.044201 0.004121 0.043788 0.010381 0.018381 0.016606 0.290968 0.010320 0.010905 0.034300 0.231486
S5 0.990541 S5 S5 5.955800 4.174992 4.283197 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0748.JPG 0.001073 0.000576 0.000956 0.000503 0.007150 0.000202 0.000260 0.000559 0.000102 0.000072 0.000266 0.000536 0.001708 0.000246 0.001029 0.012583 0.903176 0.000382 0.000360 0.000520 0.067740
S10 0.636651 S8 S3 1.358356 4.174992 4.272005 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0094.JPG 0.022696 0.058712 0.005021 0.024261 0.010255 0.066821 0.059530 0.004628 0.004986 0.004821 0.005245 0.011844 0.083767 0.003547 0.102451 0.002798 0.034437 0.007202 0.038035 0.438698 0.010245
S1 0.519157 S9 S3 1.176491 4.174992 4.256176 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0721.JPG 0.231619 0.013467 0.019743 0.002994 0.097785 0.006291 0.002972 0.005799 0.007575 0.018550 0.059804 0.015391 0.050038 0.047101 0.108814 0.007451 0.037897 0.005639 0.011167 0.016848 0.233056
S12 0.461273 S10 S1 -0.252018 4.174992 4.243803 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S12/S12NM2/DSC_0775.JPG 0.002802 0.151788 0.003928 0.243272 0.004444 0.039318 0.002065 0.003406 0.130243 0.093895 0.013511 0.008083 0.035648 0.049532 0.004082 0.006435 0.016874 0.078616 0.000572 0.007459 0.104028
S2 0.700174 S7 S20 1.813881 4.174992 4.243228 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0951.JPG 0.001458 0.000126 0.000709 0.003032 0.003383 0.011735 0.009766 0.000678 0.005792 0.096416 0.039493 0.002779 0.175957 0.121871 0.006967 0.000242 0.001117 0.001406 0.472143 0.044472 0.000456
S14 0.769179 S6 S6 4.824532 4.174992 4.225869 1 1 1 0.000000 /home/sielicki/data/BC2_1072x712/S14/S14HD1/DSC_0603_01.JPG 0.004955 0.002242 0.001579 0.001435 0.005881 0.002918 0.000657 0.002232 0.000839 0.002527 0.006026 0.001722 0.044141 0.007553 0.007780 0.173456 0.169012 0.555544 0.001103 0.001177 0.007219
S7 0.643422 S7 S3 1.042270 4.174992 4.186391 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0754.JPG 0.254226 0.000976 0.005469 0.002856 0.090274 0.026133 0.005384 0.003867 0.027039 0.008470 0.046502 0.008717 0.003474 0.003161 0.151200 0.004079 0.012562 0.002310 0.312100 0.023488 0.007713
S3 0.999827 S3 S3 7.003663 4.174992 4.176592 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0316_01.JPG 0.000003 0.000007 0.000101 0.000001 0.000006 0.000002 0.000002 0.000017 0.000002 0.000001 0.000001 0.000005 0.000002 0.000001 0.999827 0.000002 0.000007 0.000002 0.000002 0.000004 0.000004
S14 0.999793 S14 S14 7.274943 4.174992 4.150813 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S14/S14MK1/DSC_0806.JPG 0.000001 0.000000 0.000000 0.000001 0.000001 0.999793 0.000043 0.000000 0.000001 0.000141 0.000003 0.000002 0.000001 0.000001 0.000001 0.000000 0.000001 0.000002 0.000000 0.000001 0.000004
S5 0.942969 S5 S5 5.604013 4.174992 4.117463 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0826.JPG 0.004313 0.000751 0.000997 0.000130 0.147886 0.000433 0.000264 0.000327 0.000143 0.000306 0.000267 0.000237 0.001060 0.000196 0.003441 0.000184 0.817241 0.000758 0.000590 0.000505 0.019971
S1 0.992659 S1 S1 6.979580 4.174992 4.117770 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK4/DSC_0995_01.JPG 0.992659 0.000281 0.000335 0.000142 0.000251 0.001683 0.000068 0.000140 0.000262 0.000063 0.000353 0.000085 0.000157 0.000108 0.000063 0.000134 0.000185 0.000292 0.002114 0.000478 0.000144
S10 0.937153 S10 S10 6.737627 4.174992 4.123553 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK1/DSC_0231.JPG 0.000648 0.860207 0.013682 0.000228 0.001465 0.029120 0.000313 0.078737 0.000509 0.000182 0.000139 0.002599 0.001911 0.000161 0.000764 0.000161 0.004843 0.000514 0.000252 0.002552 0.001014
S1 0.874873 S6 S6 4.819684 4.174992 4.133140 1 1 1 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK7/DSC_0360.JPG 0.028346 0.003948 0.002535 0.004041 0.009037 0.005335 0.001101 0.001319 0.000848 0.000710 0.011103 0.001119 0.007688 0.113674 0.006874 0.012302 0.003900 0.756387 0.001509 0.001630 0.026592
S3 0.993632 S3 S3 7.133085 4.174992 4.129517 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0990.JPG 0.000086 0.000423 0.000375 0.000038 0.001201 0.000077 0.000052 0.000314 0.000111 0.000017 0.000048 0.000761 0.000188 0.000058 0.993632 0.000081 0.000822 0.000392 0.000182 0.000697 0.000445
S21 0.590807 S6 S21 1.281208 4.174992 4.119601 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S21/S21MK1/DSC_0787_01.JPG 0.012039 0.012011 0.002721 0.162485 0.069566 0.004923 0.001377 0.000936 0.001169 0.000879 0.003084 0.002150 0.073636 0.158424 0.012508 0.063257 0.020882 0.287027 0.087876 0.004918 0.018130
