CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.972556 S1 S1 6.760897 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK4/DSC_0927_01.JPG 0.972556 0.000120 0.000308 0.000230 0.000797 0.004533 0.000500 0.000688 0.000523 0.000254 0.003597 0.001035 0.000358 0.000180 0.002497 0.001673 0.001037 0.001125 0.007320 0.000390 0.000278
S4 0.682313 S4 S20 1.074549 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S4/S4HD1/DSC_0281.JPG 0.009423 0.017634 0.005406 0.027353 0.008452 0.008784 0.003690 0.005465 0.002896 0.002841 0.007696 0.042326 0.141375 0.008781 0.040904 0.259298 0.132519 0.246462 0.015116 0.003673 0.009905
S17 0.846297 S17 S17 7.283337 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0934.JPG 0.000914 0.000388 0.000316 0.001341 0.001053 0.001544 0.003655 0.004192 0.846297 0.005645 0.001321 0.036277 0.001916 0.037727 0.034683 0.000743 0.001579 0.001401 0.013618 0.000953 0.004435
S11 0.721069 S11 S11 3.879971 4.156460 4.156460 1 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK2/DSC_0301.JPG 0.008993 0.014932 0.337308 0.023646 0.011409 0.009411 0.008443 0.014953 0.023420 0.008491 0.011854 0.196051 0.022137 0.011271 0.184406 0.024594 0.018010 0.013320 0.024427 0.017718 0.015206
S5 0.711026 S5 S5 3.919452 4.156460 4.156460 1 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK2/DSC_0650.JPG 0.061397 0.032244 0.019694 0.007105 0.022279 0.018146 0.036264 0.010937 0.013522 0.006021 0.005302 0.017694 0.013907 0.027650 0.010287 0.019779 0.539132 0.005632 0.057637 0.051156 0.024213
S14 0.741992 S6 S6 2.759720 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S14/S14HD1/DSC_0621_01.JPG 0.004674 0.025363 0.004646 0.144871 0.005831 0.028519 0.003948 0.009639 0.002835 0.009033 0.003029 0.044679 0.140031 0.005519 0.065638 0.018855 0.188389 0.268748 0.015519 0.005012 0.005223
S3 0.904183 S3 S3 6.624074 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK4/DSC_0253_01.JPG 0.001071 0.005755 0.009685 0.004359 0.002231 0.000862 0.002053 0.003711 0.000596 0.000711 0.000993 0.004790 0.001884 0.003638 0.904183 0.002479 0.038425 0.003090 0.002468 0.003049 0.003968
S4 0.801524 S4 S4 5.655435 4.156460 4.156460 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S4/S4MK1/DSC_0505.JPG 0.009359 0.031714 0.009029 0.027584 0.010065 0.002893 0.013415 0.011552 0.008842 0.007696 0.004618 0.029547 0.025485 0.019759 0.015927 0.690258 0.017060 0.010412 0.036232 0.011272 0.007283
S1 0.624079 S3 S3 3.182402 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0783.JPG 0.083747 0.030369 0.014176 0.007346 0.203218 0.009490 0.014873 0.021260 0.013350 0.040436 0.028198 0.080719 0.036273 0.008633 0.193422 0.021569 0.048024 0.008226 0.039546 0.077172 0.019952
S1 0.976941 S1 S1 6.784713 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0526.JPG 0.976941 0.000065 0.000157 0.000126 0.000473 0.001268 0.000305 0.000259 0.000717 0.000240 0.001464 0.003675 0.000398 0.000230 0.001297 0.000529 0.001548 0.001643 0.007871 0.000253 0.000542
S1 0.517461 S2 S13 0.860350 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0819.JPG 0.033989 0.011094 0.007826 0.005886 0.166789 0.009252 0.012526 0.016074 0.015943 0.043890 0.017080 0.191813 0.013997 0.007764 0.210309 0.019929 0.043027 0.004226 0.022720 0.132390 0.013477
S1 0.986844 S1 S1 6.950244 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0451.JPG 0.986844 0.000037 0.000107 0.000075 0.000431 0.000333 0.000058 0.000135 0.000177 0.000052 0.000570 0.000484 0.000301 0.000085 0.001421 0.000233 0.000485 0.005830 0.001845 0.000089 0.000409
S10 0.528574 S1 S12 1.274509 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0084.JPG 0.191987 0.034587 0.017324 0.093293 0.058616 0.009291 0.016350 0.017321 0.024030 0.007820 0.017298 0.031460 0.020843 0.011843 0.068280 0.030338 0.132291 0.029851 0.121578 0.046090 0.019508
S1 0.702342 S6 S6 6.215300 4.156460 4.156460 1 1 1 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD1/DSC_0906.JPG 0.011839 0.011603 0.002937 0.045692 0.006999 0.010121 0.003363 0.019534 0.003905 0.002731 0.011706 0.045645 0.015527 0.003003 0.016862 0.025169 0.010241 0.702342 0.021133 0.006571 0.023077
S1 0.451815 S13 S3 0.929156 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK3/DSC_0504.JPG 0.133292 0.027206 0.060793 0.007510 0.150216 0.009851 0.011101 0.015164 0.012296 0.010091 0.012346 0.030721 0.028276 0.012241 0.158394 0.068641 0.132751 0.011252 0.024194 0.058994 0.024669
S12 0.750286 S12 S12 3.096088 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S12/S12NM2/DSC_0793.JPG 0.006554 0.026733 0.011211 0.245702 0.005924 0.030015 0.009329 0.013329 0.118397 0.016252 0.022728 0.050570 0.060042 0.155326 0.004992 0.007629 0.086838 0.040010 0.006458 0.006100 0.075864
S10 0.238921 S9 S9 1.786084 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10NM2/DSC_0945.JPG 0.005356 0.171021 0.114126 0.162508 0.018968 0.003685 0.007513 0.003667 0.007630 0.059695 0.004292 0.010951 0.012071 0.054414 0.154988 0.031088 0.056532 0.008198 0.026421 0.015398 0.071477
S5 0.861283 S5 S5 6.761438 4.156460 4.156460 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S5/S5MK1/DSC_0363_01.JPG 0.043892 0.003862 0.002750 0.102001 0.002536 0.000928 0.005144 0.003491 0.005256 0.005794 0.002454 0.003683 0.020133 0.002682 0.001650 0.004111 0.742385 0.002169 0.035002 0.002904 0.007173
S1 0.587184 S1 S1 4.443718 4.156460 4.156460 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0178.JPG 0.506521 0.009375 0.011321 0.019067 0.008102 0.006272 0.023295 0.013375 0.022148 0.014508 0.015623 0.020343 0.031262 0.017039 0.013818 0.018148 0.036445 0.024064 0.144677 0.034134 0.010464
S3 0.897674 S3 S3 6.675722 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK2/DSC_0854.JPG 0.000877 0.000960 0.005988 0.001788 0.001955 0.001383 0.002044 0.006613 0.001403 0.002983 0.001196 0.013156 0.002269 0.002090 0.897674 0.002949 0.040820 0.001644 0.008696 0.001246 0.002265
S1 0.486580 S1 S1 2.632474 4.156460 4.156460 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0181.JPG 0.368888 0.017960 0.016010 0.075856 0.009782 0.007854 0.012741 0.013278 0.028695 0.018747 0.018808 0.022310 0.041539 0.027423 0.014084 0.034707 0.051772 0.050186 0.123154 0.032308 0.013898
S7 0.662208 S7 S7 5.418647 4.156460 4.156460 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK1/DSC_0369_01.JPG 0.012193 0.017132 0.022884 0.012542 0.011898 0.006301 0.019072 0.017033 0.020796 0.031654 0.007782 0.043144 0.031558 0.019622 0.016887 0.019643 0.058274 0.014146 0.587408 0.021213 0.008819
S19 0.969136 S19 S19 6.576725 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S19/S19MK1/DSC_0038_01.JPG 0.018805 0.000096 0.000398 0.000117 0.000302 0.000163 0.000116 0.000125 0.002702 0.000143 0.969136 0.001223 0.000416 0.001818 0.000412 0.000210 0.000544 0.000135 0.002748 0.000088 0.000302
S17 0.807602 S17 S17 5.521132 4.156460 4.156460 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0971.JPG 0.004407 0.004529 0.003628 0.003231 0.035469 0.004403 0.004308 0.014643 0.621548 0.005358 0.002590 0.024850 0.004411 0.116824 0.012668 0.003866 0.009617 0.006460 0.021014 0.004808 0.091369
S19 0.999474 S19 S19 7.060886 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S19/S19GL1/DSC_0736.JPG 0.000065 0.000002 0.000013 0.000002 0.000016 0.000011 0.000003 0.000007 0.000157 0.000012 0.999474 0.000044 0.000030 0.000010 0.000036 0.000008 0.000058 0.000010 0.000024 0.000003 0.000014
S10 0.465725 S3 S11 0.946637 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0114.JPG 0.033964 0.038883 0.054944 0.025033 0.027669 0.015117 0.038554 0.028673 0.027159 0.015454 0.013447 0.055441 0.022942 0.018461 0.165890 0.029672 0.085707 0.014613 0.085162 0.187607 0.015609
S2 0.628949 S18 S1 0.177590 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S2/S2NM2/DSC_0401.JPG 0.006633 0.001954 0.003919 0.012619 0.002100 0.016388 0.054940 0.007063 0.046941 0.261853 0.009461 0.112259 0.068000 0.084102 0.011717 0.008062 0.004786 0.003356 0.277581 0.004150 0.002116
S1 0.624543 S1 S1 3.491754 4.156460 4.156460 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0043.JPG 0.472851 0.025707 0.011242 0.025413 0.009188 0.006532 0.032188 0.010712 0.021753 0.011165 0.015239 0.016705 0.027295 0.027596 0.010778 0.018177 0.036791 0.034057 0.155378 0.020761 0.010471
S14 0.604000 S14 S14 3.338594 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S14/S14NM2/DSC_0259_01.JPG 0.037779 0.011919 0.019892 0.027468 0.017712 0.226644 0.031401 0.019489 0.037534 0.162235 0.023811 0.067665 0.079810 0.040737 0.018630 0.009130 0.066520 0.020757 0.039853 0.014354 0.026658
S12 0.623923 S1 S10 -0.176865 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK1/DSC_0177.JPG 0.234751 0.019991 0.009631 0.123014 0.010041 0.016554 0.034906 0.011395 0.008988 0.006553 0.026238 0.045954 0.018720 0.110380 0.011204 0.018406 0.094242 0.023688 0.150268 0.012539 0.012538
S1 0.518261 S1 S1 3.335757 4.156460 4.156460 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0151.JPG 0.385022 0.017445 0.019013 0.021412 0.012769 0.010726 0.022187 0.016441 0.028365 0.020951 0.024783 0.034006 0.041593 0.030869 0.018157 0.030468 0.067034 0.037411 0.108367 0.037839 0.015141
S2 0.642071 S7 S7 3.271085 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2HD1/DSC_0135.JPG 0.005183 0.004011 0.091988 0.134272 0.007559 0.011554 0.006242 0.006726 0.015244 0.021984 0.005576 0.138524 0.050045 0.119138 0.010894 0.005758 0.008685 0.005717 0.228676 0.117678 0.004548
S10 0.483869 S12 S12 1.824932 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10NM2/DSC_0978.JPG 0.004722 0.174926 0.072244 0.177760 0.022982 0.003347 0.005336 0.002818 0.006470 0.016420 0.005269 0.025463 0.010592 0.068859 0.164867 0.041391 0.102982 0.005432 0.018112 0.018174 0.051835
S1 0.559708 S1 S1 4.051906 4.156460 4.156460 1 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD2/DSC_0169.JPG 0.482357 0.031662 0.013084 0.026592 0.008848 0.006195 0.025403 0.011836 0.025203 0.013538 0.012446 0.018413 0.032989 0.022189 0.011138 0.021684 0.038188 0.026669 0.121323 0.038322 0.011920
S7 0.532898 S1 S19 1.864647 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM2/DSC_0937.JPG 0.250150 0.007204 0.040475 0.004630 0.029338 0.022996 0.018763 0.048787 0.024634 0.012546 0.215613 0.027973 0.015488 0.020483 0.055543 0.032412 0.069291 0.012088 0.065664 0.018400 0.007520
S3 0.967727 S3 S3 7.732223 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK1/DSC_0099_01.JPG 0.000426 0.000548 0.003441 0.000318 0.014379 0.000268 0.000448 0.001666 0.000341 0.000459 0.001181 0.002604 0.000413 0.000245 0.967727 0.000413 0.001614 0.000376 0.002085 0.000303 0.000746
S12 0.630976 S12 S1 -0.027991 4.156460 4.156460 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S12/S12NM2/DSC_0874.JPG 0.003316 0.032101 0.005169 0.281161 0.002820 0.005160 0.004277 0.003556 0.073943 0.005512 0.012829 0.018409 0.125876 0.134917 0.002874 0.006440 0.152511 0.043209 0.003195 0.005219 0.077506
S4 0.628387 S2 S1 0.154743 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S4/S4GL1/DSC_0368.JPG 0.008296 0.013091 0.014462 0.007526 0.006662 0.006288 0.005510 0.006649 0.007233 0.010446 0.007762 0.204520 0.056095 0.017464 0.038084 0.223330 0.112294 0.178419 0.021160 0.044834 0.009875
S7 0.668745 S7 S7 6.036849 4.156460 4.156460 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD1/DSC_0135.JPG 0.006124 0.002501 0.010678 0.008180 0.006160 0.004985 0.010551 0.015138 0.028203 0.143366 0.010125 0.052681 0.011936 0.012935 0.035912 0.007759 0.010827 0.002458 0.581380 0.026854 0.011247
S1 0.525506 S5 S1 1.156566 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK2/DSC_0898.JPG 0.160872 0.017021 0.012960 0.005123 0.074828 0.009888 0.010241 0.011256 0.011728 0.028141 0.037780 0.038298 0.009385 0.007239 0.132313 0.015219 0.317306 0.007507 0.059657 0.019485 0.013752
S10 0.494999 S12 S10 2.254936 4.156460 4.156460 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0880.JPG 0.043318 0.145614 0.025539 0.235837 0.009129 0.010344 0.022116 0.011285 0.011061 0.016310 0.011244 0.017001 0.022021 0.050294 0.024869 0.081462 0.092767 0.025787 0.068114 0.025596 0.050291
S14 0.764246 S14 S14 3.946820 4.156460 4.156460 1 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S14/S14MK1/DSC_0733.JPG 0.011294 0.002055 0.001690 0.010127 0.005806 0.659589 0.169951 0.006958 0.018971 0.046789 0.002092 0.023319 0.010449 0.002056 0.003961 0.002321 0.004832 0.002847 0.009469 0.004108 0.001316
S7 0.818014 S7 S7 5.478098 4.156460 4.156460 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7NM4/DSC_0998.JPG 0.001907 0.000625 0.001552 0.003435 0.001442 0.003520 0.002396 0.004075 0.006172 0.145197 0.002184 0.077113 0.064112 0.024569 0.003301 0.002181 0.005776 0.001429 0.647810 0.000762 0.000441
S1 0.986128 S1 S1 6.900420 4.156460 4.156460 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0439.JPG 0.986128 0.000029 0.000090 0.000078 0.000383 0.000444 0.000090 0.000146 0.000215 0.000092 0.000701 0.000725 0.000268 0.000082 0.001273 0.000262 0.000830 0.003309 0.004208 0.000114 0.000530
S1 0.632886 S3 S3 2.575247 4.156460 4.156460 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0797.JPG 0.023814 0.040278 0.023936 0.008407 0.110261 0.011001 0.013739 0.026820 0.016522 0.040236 0.040670 0.099246 0.091921 0.013417 0.228031 0.022417 0.056218 0.010522 0.030438 0.068636 0.023468
S7 0.522494 S7 S4 2.170722 4.156460 4.156460 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK1/DSC_0371_01.JPG 0.017696 0.068607 0.021882 0.016454 0.022826 0.006550 0.022487 0.013087 0.008510 0.009366 0.011295 0.024180 0.068748 0.045845 0.020350 0.141280 0.091411 0.017869 0.338987 0.023703 0.008868
S12 0.547194 S12 S11 1.046831 4.156460 4.156460 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK2/DSC_0067.JPG 0.013725 0.014781 0.149024 0.190232 0.029665 0.011292 0.009666 0.007045 0.017219 0.009292 0.008450 0.069538 0.205570 0.020753 0.038795 0.010268 0.013807 0.008764 0.092018 0.068208 0.011890
S3 0.705678 S3 S2 2.499094 4.156460 4.156460 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK5/DSC_0424_01.JPG 0.006326 0.017358 0.088602 0.007265 0.006917 0.007040 0.010097 0.009223 0.008032 0.020432 0.005003 0.245455 0.075852 0.022125 0.321456 0.022326 0.036088 0.008899 0.029022 0.047014 0.005467
