CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName AN CE DS HP NE SA SC SR
AN 0.945334 DS AN 0.439910 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.020789 0.000241 0.945334 0.002997 0.000143 0.028514 0.001201 0.000781
AN 0.963458 SA AN 0.481647 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.021653 0.000743 0.012250 0.000524 0.000148 0.963458 0.000732 0.000493
AN 0.692277 SA AN 0.294490 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.031322 0.003847 0.261467 0.007878 0.001864 0.692277 0.000711 0.000635
AN 0.599166 SA AN 0.330453 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.082091 0.008873 0.295045 0.008000 0.001538 0.599166 0.003569 0.001719
AN 0.580998 DS AN 0.389031 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.237205 0.008166 0.580998 0.034593 0.000750 0.134773 0.002501 0.001015
AN 0.974943 DS DS 0.522080 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.022268 0.000040 0.974943 0.000991 0.000020 0.001429 0.000226 0.000083
AN 0.947492 DS DS 0.500183 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.048024 0.000056 0.947492 0.000673 0.000016 0.003190 0.000469 0.000080
AN 0.992922 SA SA 0.647307 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.001577 0.000929 0.004286 0.000120 0.000104 0.992922 0.000028 0.000032
AN 0.987825 SA SA 0.563309 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.001967 0.000591 0.008799 0.000308 0.000490 0.987825 0.000008 0.000012
AN 0.994302 SA SA 0.676900 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.001587 0.000128 0.003803 0.000061 0.000101 0.994302 0.000008 0.000010
AN 0.700163 NE AN 0.297690 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.023659 0.001876 0.002282 0.004757 0.700163 0.266180 0.000385 0.000699
AN 0.952214 AN CE 0.409610 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.952214 0.000344 0.011200 0.008558 0.004045 0.022984 0.000156 0.000499
AN 0.961922 AN CE 0.462458 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.961922 0.000125 0.018760 0.002800 0.000814 0.015334 0.000114 0.000131
AN 0.710779 AN CE 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.710779 0.003129 0.037425 0.066132 0.082179 0.098260 0.000517 0.001578
AN 0.446177 AN CE 0.316621 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.446177 0.004697 0.081999 0.007745 0.012539 0.443918 0.000770 0.002156
AN 0.828455 SA AN 0.299330 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.113029 0.008210 0.031947 0.005997 0.007573 0.828455 0.001279 0.003510
AN 0.657168 AN CE 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.657168 0.007102 0.042231 0.005093 0.021366 0.228769 0.025986 0.012285
AN 0.976715 SA SA 0.509455 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.016318 0.000896 0.001202 0.000138 0.004482 0.976715 0.000185 0.000065
AN 0.493884 SA AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.119185 0.025784 0.012236 0.023466 0.324142 0.493884 0.000546 0.000756
AN 0.515884 SA AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.408745 0.007085 0.023250 0.005076 0.037341 0.515884 0.001700 0.000919
AN 0.592419 HP AN 0.322373 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.225671 0.002781 0.027987 0.592419 0.130922 0.016958 0.000456 0.002806
AN 0.655148 HP AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.106513 0.005281 0.068536 0.655148 0.085353 0.078140 0.000231 0.000798
AN 0.481959 HP AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.030379 0.003208 0.024266 0.481959 0.433206 0.025980 0.000194 0.000809
AN 0.542261 AN CE 0.299881 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.542261 0.000154 0.434735 0.020139 0.000105 0.001666 0.000235 0.000704
AN 0.702408 DS AN 0.335327 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.281425 0.000142 0.702408 0.011897 0.000150 0.002839 0.000394 0.000745
AN 0.799336 AN CE 0.413458 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.799336 0.000312 0.191728 0.004038 0.000237 0.003080 0.000905 0.000365
AN 0.737114 SA AN 0.381489 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.005840 0.001400 0.000651 0.000737 0.253207 0.737114 0.000303 0.000749
AN 0.703261 SA AN 0.339932 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.008580 0.002907 0.000539 0.000868 0.282759 0.703261 0.000382 0.000703
AN 0.868093 SA AN 0.442693 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.007919 0.003910 0.000599 0.000377 0.118503 0.868093 0.000330 0.000268
AN 0.514092 AN CE 0.429997 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.514092 0.000930 0.009772 0.007017 0.111361 0.355137 0.000393 0.001298
AN 0.926632 SA AN 0.471102 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.013951 0.000612 0.000406 0.000273 0.057533 0.926632 0.000350 0.000243
AN 0.435769 DS AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.383895 0.000758 0.435769 0.004505 0.026872 0.113070 0.031426 0.003704
AN 0.683032 SC AN 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.112872 0.000456 0.048561 0.000786 0.033211 0.102173 0.683032 0.018909
AN 0.925745 SC AN 0.301392 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.028316 0.000079 0.010524 0.000066 0.003356 0.015913 0.925745 0.016001
AN 0.736007 AN CE 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0161.JPG 0.736007 0.000699 0.020910 0.010219 0.157138 0.045573 0.017766 0.011687
AN 0.858242 AN CE 0.294882 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.858242 0.000851 0.014123 0.003336 0.048367 0.060404 0.012820 0.001856
AN 0.372510 NE AN 0.270120 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0163.JPG 0.138877 0.001091 0.005347 0.002018 0.372510 0.300889 0.111588 0.067681
AN 0.910316 SA AN 0.499341 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0164.JPG 0.000306 0.000265 0.000048 0.000019 0.088686 0.910316 0.000178 0.000183
AN 0.975054 NE NE 0.533789 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0165.JPG 0.000018 0.000105 0.000008 0.000014 0.975054 0.024098 0.000214 0.000490
AN 0.971642 NE NE 0.522385 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0166.JPG 0.000064 0.000097 0.000025 0.000039 0.971642 0.027304 0.000191 0.000637
AN 0.972084 NE NE 0.505981 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0167.JPG 0.000958 0.000426 0.000258 0.002871 0.972084 0.023181 0.000052 0.000171
AN 0.979692 NE NE 0.522828 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0168.JPG 0.000651 0.000751 0.000476 0.004835 0.979692 0.013245 0.000104 0.000247
AN 0.984742 NE NE 0.558428 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0169.JPG 0.000221 0.000312 0.000082 0.001716 0.984742 0.012872 0.000012 0.000043
AN 0.759213 AN CE 0.293173 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0170.JPG 0.759213 0.000927 0.181305 0.009650 0.009043 0.002374 0.034470 0.003017
AN 0.395207 AN CE 0.277400 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0171.JPG 0.395207 0.005563 0.112346 0.023500 0.354425 0.071669 0.029131 0.008158
AN 0.904807 AN CE 0.302370 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0172.JPG 0.904807 0.000649 0.025616 0.005072 0.028212 0.003443 0.026636 0.005565
AN 0.990127 NE NE 0.596175 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0173.JPG 0.000481 0.000397 0.000103 0.002628 0.990127 0.004260 0.000258 0.001746
AN 0.820499 NE AN 0.291398 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0174.JPG 0.075053 0.004664 0.006047 0.045911 0.820499 0.039938 0.002677 0.005212
AN 0.996892 NE NE 0.738173 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0175.JPG 0.000042 0.000186 0.000017 0.000279 0.996892 0.001680 0.000120 0.000784
AN 0.895801 NE AN 0.472221 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0176.JPG 0.001982 0.001626 0.000235 0.000498 0.895801 0.097391 0.001106 0.001361
AN 0.664637 SA AN 0.325459 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0177.JPG 0.002233 0.002379 0.000187 0.000144 0.326528 0.664637 0.002933 0.000959
AN 0.735939 NE AN 0.389296 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0178.JPG 0.003327 0.001360 0.000315 0.000317 0.735939 0.257585 0.000488 0.000669
AN 0.961125 AN CE 0.497472 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0659_01.JPG 0.961125 0.000015 0.034212 0.002048 0.000004 0.000026 0.001578 0.000991
AN 0.987319 AN AN 0.544464 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.987319 0.000006 0.005281 0.000227 0.000004 0.000010 0.006044 0.001109
AN 0.980088 AN AN 0.507089 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.980088 0.000008 0.009643 0.000108 0.000002 0.000011 0.009412 0.000728
AN 0.991233 DS DS 0.615844 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.007557 0.000018 0.991233 0.000678 0.000003 0.000016 0.000375 0.000119
AN 0.767277 AN CE 0.398292 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0663_01.JPG 0.767277 0.000049 0.212543 0.000364 0.000021 0.000038 0.019348 0.000361
AN 0.567210 AN CE 0.314633 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0664_01.JPG 0.567210 0.000019 0.412867 0.000123 0.000005 0.000023 0.019375 0.000378
AN 0.980155 AN AN 0.517050 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0665_01.JPG 0.980155 0.000006 0.007995 0.000043 0.000005 0.000035 0.011416 0.000345
AN 0.992943 AN AN 0.639743 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.992943 0.000001 0.004240 0.000008 0.000001 0.000005 0.002781 0.000021
AN 0.994376 AN AN 0.677921 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0667_01.JPG 0.994376 0.000003 0.004282 0.000007 0.000001 0.000011 0.001313 0.000007
AN 0.898714 AN CE 0.476903 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0668_01.JPG 0.898714 0.000080 0.092763 0.000679 0.000119 0.000241 0.006862 0.000542
AN 0.981120 AN AN 0.529056 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0669_01.JPG 0.981120 0.000012 0.006128 0.000045 0.000032 0.000130 0.012331 0.000203
AN 0.949058 AN CE 0.487465 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0670_01.JPG 0.949058 0.000037 0.038540 0.000092 0.000050 0.000272 0.011796 0.000155
AN 0.578006 AN CE 0.305616 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0671_01.JPG 0.578006 0.000157 0.024497 0.000056 0.000035 0.003811 0.393225 0.000212
AN 0.826663 AN CE 0.465890 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0672_01.JPG 0.826663 0.000013 0.004000 0.000010 0.000011 0.000116 0.169093 0.000096
AN 0.973861 AN AN 0.508537 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0673_01.JPG 0.973861 0.000008 0.006421 0.000014 0.000006 0.000052 0.019599 0.000038
AN 0.956690 AN AN 0.511049 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0674_01.JPG 0.956690 0.000007 0.040752 0.000074 0.000003 0.000012 0.002306 0.000156
AN 0.985705 AN AN 0.561943 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0675_01.JPG 0.985705 0.000008 0.011856 0.000051 0.000006 0.000027 0.002248 0.000099
AN 0.771358 AN CE 0.428257 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0676_01.JPG 0.771358 0.000043 0.225274 0.000461 0.000016 0.000109 0.002500 0.000240
AN 0.554590 DS AN 0.281582 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0677_01.JPG 0.264149 0.000207 0.554590 0.002377 0.000079 0.000331 0.098732 0.079534
AN 0.549860 AN CE 0.340533 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0678_01.JPG 0.549860 0.000157 0.194817 0.002092 0.000665 0.001013 0.164261 0.087135
AN 0.655507 SC AN 0.292261 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0679_01.JPG 0.301569 0.000057 0.021974 0.000100 0.000036 0.000250 0.655507 0.020507
AN 0.512706 SA AN 0.329172 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0001_01.JPG 0.034857 0.000059 0.000242 0.000004 0.000208 0.512706 0.451001 0.000924
AN 0.331203 SC AN 0.188821 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0002_01.JPG 0.220174 0.072780 0.036315 0.000919 0.000458 0.312253 0.331203 0.025897
AN 0.784679 SA AN 0.307117 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.012298 0.001076 0.000847 0.000090 0.001154 0.784679 0.180965 0.018891
AN 0.710611 SC AN 0.293077 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0004_01.JPG 0.037560 0.006123 0.003578 0.000267 0.000707 0.143014 0.710611 0.098140
AN 0.740090 AN CE 0.286931 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0005_01.JPG 0.740090 0.001249 0.001165 0.002261 0.001781 0.050084 0.056028 0.147341
AN 0.573249 SA AN 0.401285 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0006_01.JPG 0.215188 0.004911 0.002558 0.001022 0.008538 0.573249 0.153129 0.041405
AN 0.490659 SC AN 0.346979 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0007_01.JPG 0.286161 0.001016 0.002432 0.000796 0.000599 0.010012 0.490659 0.208325
AN 0.960377 AN CE 0.495738 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0986.JPG 0.960377 0.000061 0.031889 0.000789 0.000094 0.005908 0.000682 0.000201
AN 0.780808 AN CE 0.386799 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0987.JPG 0.780808 0.000093 0.209898 0.002896 0.000180 0.002405 0.002831 0.000888
AN 0.986845 AN AN 0.559742 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.986845 0.000015 0.010111 0.000190 0.000032 0.000982 0.001450 0.000374
AN 0.796983 AN CE 0.294921 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0989.JPG 0.796983 0.000271 0.113790 0.019112 0.000153 0.001600 0.007585 0.060507
AN 0.767856 AN CE 0.300033 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0990.JPG 0.767856 0.000344 0.110672 0.007366 0.000355 0.005900 0.021763 0.085743
AN 0.389355 AN CE 0.275845 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0991.JPG 0.389355 0.001883 0.171287 0.095782 0.000477 0.006441 0.013374 0.321401
AN 0.923354 DS AN 0.439659 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0992.JPG 0.023832 0.000659 0.923354 0.049641 0.000134 0.002038 0.000136 0.000205
AN 0.549301 DS AN 0.388066 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0993.JPG 0.235781 0.000935 0.549301 0.203110 0.000861 0.008409 0.000288 0.001316
AN 0.924560 AN CE 0.425656 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0994.JPG 0.924560 0.000142 0.047964 0.002989 0.000398 0.020678 0.000774 0.002495
AN 0.579253 DS AN 0.409354 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0995.JPG 0.099676 0.006184 0.579253 0.000275 0.000180 0.008807 0.304677 0.000948
AN 0.714242 SC SC 0.515610 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0996.JPG 0.116713 0.000252 0.005622 0.000019 0.000202 0.162335 0.714242 0.000615
AN 0.474008 SC AN 0.281332 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0997.JPG 0.068388 0.000568 0.093382 0.000050 0.000225 0.362331 0.474008 0.001048
AN 0.747821 SA AN 0.367192 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0998.JPG 0.216359 0.000091 0.001678 0.000009 0.000046 0.747821 0.033888 0.000107
AN 0.424076 SC AN 0.163043 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0999.JPG 0.287654 0.000089 0.000983 0.000015 0.000502 0.286104 0.424076 0.000576
AN 0.987908 DS DS 0.561569 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0418.JPG 0.004083 0.000012 0.987908 0.000051 0.000003 0.000007 0.007887 0.000050
AN 0.973144 DS AN 0.492624 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0419.JPG 0.012521 0.000103 0.973144 0.000305 0.000023 0.000056 0.013659 0.000189
AN 0.996332 DS DS 0.718353 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0420.JPG 0.001472 0.000005 0.996332 0.000031 0.000001 0.000008 0.002131 0.000022
AN 0.988860 DS DS 0.565009 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0469.JPG 0.007027 0.000042 0.988860 0.000259 0.000013 0.000059 0.003620 0.000119
AN 0.876697 DS AN 0.435203 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0470.JPG 0.048636 0.000134 0.876697 0.000207 0.000030 0.000048 0.073907 0.000342
AN 0.976708 DS AN 0.497833 0.535869 0.535869 0 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0471.JPG 0.010701 0.000072 0.976708 0.000242 0.000022 0.000082 0.011969 0.000203
AN 0.985235 DS DS 0.534791 0.535869 0.535869 1 0 0 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0472.JPG 0.007228 0.000079 0.985235 0.001060 0.000021 0.000068 0.006116 0.000194
AN 0.992601 DS DS 0.634904 0.535869 0.535869 1 1 1 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0473.JPG 0.002483 0.000044 0.992601 0.000717 0.000006 0.000024 0.003966 0.000159
