CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S11 0.984894 S11 S11 7.037420 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0186_01.JPG 0.000491 0.001679 0.984894 0.000155 0.000205 0.000088 0.000827 0.000345 0.000199 0.001926 0.001236 0.000107 0.000316 0.001460 0.001415 0.001705 0.000804 0.000069 0.000119 0.001726 0.000233
S20 0.475927 S20 S10 1.132215 4.184390 4.184390 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S20/S20MK1/DSC_0215.JPG 0.066569 0.114735 0.062709 0.011517 0.010612 0.020760 0.041667 0.014477 0.043369 0.064754 0.011735 0.011955 0.309583 0.049916 0.013363 0.016818 0.024208 0.027433 0.062166 0.016140 0.005516
S3 0.671842 S3 S3 4.771148 4.184390 4.184390 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S3/S3HD1/DSC_0893.JPG 0.188993 0.134298 0.013720 0.001690 0.019890 0.005433 0.005210 0.047795 0.005849 0.003557 0.003070 0.012633 0.008119 0.001885 0.485008 0.004129 0.024922 0.016945 0.008655 0.004045 0.004152
S15 0.746888 S15 S15 4.750093 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0214_01.JPG 0.023269 0.034964 0.002406 0.096848 0.002569 0.005854 0.683296 0.002910 0.003176 0.037448 0.001090 0.001696 0.039018 0.002186 0.046205 0.002792 0.002601 0.003764 0.004915 0.001898 0.001095
S4 0.638648 S6 S6 2.989814 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S4/S4GL1/DSC_0325.JPG 0.160688 0.024751 0.005479 0.052690 0.031711 0.013012 0.004926 0.007219 0.011190 0.012729 0.006570 0.008838 0.015986 0.007070 0.004314 0.200651 0.014682 0.347388 0.011707 0.007764 0.050634
S7 0.860155 S7 S7 3.022632 4.184390 4.184390 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD2/DSC_0247.JPG 0.007066 0.144141 0.004790 0.008850 0.004031 0.006553 0.004076 0.004331 0.005909 0.178570 0.007203 0.022674 0.138373 0.018291 0.007006 0.006534 0.004124 0.011965 0.407706 0.003083 0.004721
S10 0.386950 S1 S4 2.403229 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0956.JPG 0.196880 0.035337 0.011909 0.221467 0.035156 0.009084 0.009929 0.011491 0.011936 0.004010 0.005732 0.005505 0.026536 0.015084 0.004810 0.153643 0.086011 0.091328 0.032166 0.015938 0.016047
S14 0.886630 S14 S14 6.753812 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S14/S14MK1/DSC_0809.JPG 0.001199 0.000988 0.000323 0.007333 0.000287 0.886630 0.007453 0.000505 0.003246 0.061878 0.000112 0.000110 0.011253 0.000324 0.000495 0.000163 0.000086 0.000422 0.014274 0.002877 0.000040
S10 0.704935 S1 S1 2.530374 4.184390 4.184390 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0156.JPG 0.283245 0.090089 0.008866 0.014963 0.031495 0.026148 0.016685 0.008036 0.008078 0.006242 0.006924 0.014683 0.046797 0.013792 0.120170 0.016090 0.021735 0.024261 0.158306 0.075560 0.007834
S3 0.960631 S3 S3 6.449275 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0270_01.JPG 0.029708 0.006180 0.011475 0.005075 0.007995 0.008173 0.006618 0.007115 0.008410 0.005768 0.004190 0.006212 0.003749 0.003239 0.842952 0.007587 0.010848 0.009179 0.005670 0.003313 0.006544
S7 0.930851 S7 S7 3.866516 4.184390 4.184390 1 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD1/DSC_0133.JPG 0.002219 0.002131 0.002917 0.091228 0.001583 0.005529 0.009793 0.001211 0.015573 0.120032 0.004264 0.001514 0.054817 0.067038 0.005616 0.000741 0.000889 0.001358 0.609662 0.001365 0.000519
S7 0.886863 S7 S7 6.693716 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0546.JPG 0.008151 0.004668 0.003338 0.004075 0.006668 0.004562 0.001749 0.004827 0.005100 0.004588 0.006854 0.007214 0.005270 0.004441 0.006521 0.005289 0.005861 0.007135 0.886863 0.003778 0.013045
S2 0.557953 S7 S7 3.565976 4.184390 4.184390 1 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0002.JPG 0.037252 0.008806 0.011218 0.011408 0.010426 0.021649 0.024729 0.009141 0.090426 0.047497 0.014713 0.022752 0.113557 0.030645 0.076903 0.017955 0.010364 0.072551 0.345121 0.016037 0.006849
S1 0.754777 S1 S1 4.758223 4.184390 4.184390 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0279.JPG 0.605444 0.003477 0.003089 0.003943 0.004578 0.006279 0.005759 0.029699 0.009782 0.018174 0.004075 0.023499 0.033612 0.002315 0.002642 0.006183 0.019481 0.014002 0.194331 0.006660 0.002977
S10 0.560599 S4 S6 2.448236 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK2/DSC_0951.JPG 0.166380 0.027497 0.012538 0.088866 0.018110 0.008352 0.010829 0.019344 0.008123 0.021786 0.006366 0.009979 0.024525 0.018925 0.006416 0.292806 0.051699 0.139576 0.025948 0.028574 0.013361
S1 0.928996 S1 S1 4.805318 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK5/DSC_0643_01.JPG 0.928996 0.000849 0.000786 0.000489 0.007779 0.001326 0.001097 0.001018 0.011561 0.000997 0.001611 0.000505 0.001239 0.001722 0.000706 0.005773 0.002615 0.000489 0.028116 0.001712 0.000614
S7 0.647473 S1 S1 3.209011 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0735.JPG 0.200664 0.100523 0.004966 0.028039 0.007658 0.173296 0.025935 0.007922 0.032122 0.021896 0.007000 0.020989 0.019408 0.006136 0.008681 0.014757 0.013938 0.005611 0.242629 0.053157 0.004674
S19 0.943301 S19 S19 6.589615 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S19/S19MK1/DSC_0122_01.JPG 0.002396 0.000026 0.002174 0.000035 0.000467 0.000147 0.000052 0.000036 0.000419 0.002149 0.822163 0.000064 0.002616 0.000144 0.000773 0.000340 0.000233 0.000040 0.164333 0.000062 0.001330
S10 0.643115 S1 S14 2.152318 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK3/DSC_0149.JPG 0.311503 0.019799 0.019353 0.060946 0.105502 0.130885 0.051176 0.006909 0.014877 0.004954 0.003842 0.007453 0.029325 0.010081 0.025885 0.013344 0.026625 0.017254 0.098036 0.037008 0.005242
S4 0.511561 S1 S6 1.570152 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S4/S4GL1/DSC_0359.JPG 0.162733 0.006167 0.003275 0.021147 0.012349 0.008215 0.003038 0.002820 0.004363 0.003040 0.004237 0.007227 0.007985 0.006534 0.002334 0.296499 0.012109 0.311392 0.007031 0.006099 0.111407
S7 0.785360 S7 S7 4.155182 4.184390 4.184390 1 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD1/DSC_0115.JPG 0.002829 0.001441 0.005424 0.131335 0.013615 0.004527 0.004181 0.001154 0.010904 0.098988 0.006579 0.010554 0.032320 0.011581 0.057052 0.001505 0.003621 0.004368 0.592553 0.002410 0.003059
S3 0.864887 S3 S3 4.203954 4.184390 4.184390 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S3/S3NM3/DSC_0911.JPG 0.033256 0.013068 0.002737 0.001816 0.004199 0.006178 0.021818 0.007524 0.002982 0.092649 0.001128 0.019031 0.021552 0.000719 0.671297 0.001662 0.001669 0.086723 0.003016 0.004992 0.001985
S1 0.786353 S1 S10 0.303292 4.184390 4.184390 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD1/DSC_0950.JPG 0.462833 0.008894 0.003322 0.039153 0.017450 0.003008 0.002067 0.005468 0.006316 0.001978 0.004496 0.002622 0.009550 0.005892 0.001748 0.072785 0.024140 0.295953 0.009675 0.005075 0.017575
S7 0.664753 S14 S14 4.577415 4.184390 4.184390 1 1 1 2.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM1/DSC_0737.JPG 0.254437 0.057335 0.011235 0.026327 0.021692 0.197947 0.028465 0.007056 0.022114 0.020920 0.004092 0.014966 0.015139 0.010705 0.014642 0.010748 0.014296 0.005488 0.197844 0.057036 0.007517
S1 0.652127 S1 S6 1.992141 4.184390 4.184390 0 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S1/S1HD1/DSC_0924.JPG 0.421654 0.052773 0.005720 0.016756 0.023545 0.008033 0.003982 0.009968 0.008038 0.004185 0.006648 0.007733 0.022093 0.005000 0.005933 0.031623 0.022600 0.269315 0.028532 0.008223 0.037646
S1 0.622083 S1 S1 3.879107 4.184390 4.184390 1 0 0 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1NM2/DSC_0839.JPG 0.578904 0.006661 0.004139 0.004084 0.007563 0.016530 0.029393 0.034351 0.086386 0.012740 0.004141 0.036627 0.010891 0.003557 0.002791 0.010890 0.013694 0.009987 0.078255 0.046024 0.002391
S12 0.758568 S20 S11 1.229535 4.184390 4.184390 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK2/DSC_0094.JPG 0.037586 0.011907 0.126188 0.127040 0.057247 0.007418 0.010421 0.005429 0.009983 0.077793 0.007907 0.005759 0.270452 0.009466 0.007958 0.016853 0.016424 0.012405 0.161791 0.014323 0.005650
S7 0.772536 S7 S7 5.501667 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK1/DSC_0454_01.JPG 0.084561 0.009142 0.010452 0.008017 0.008599 0.004711 0.005926 0.010313 0.010872 0.009640 0.006486 0.008370 0.037972 0.007910 0.014172 0.033231 0.019667 0.011042 0.681526 0.012469 0.004921
S2 0.586569 S7 S7 3.984588 4.184390 4.184390 1 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2GL1/DSC_0891.JPG 0.020678 0.006418 0.008109 0.014557 0.006241 0.029221 0.022704 0.008445 0.043420 0.079687 0.017585 0.033355 0.092106 0.039085 0.021864 0.015795 0.007105 0.056042 0.455243 0.017458 0.004881
S5 0.994163 S5 S5 3.529319 4.184390 4.184390 1 0 0 4.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0773.JPG 0.024550 0.002894 0.000999 0.002305 0.178636 0.001108 0.001083 0.001774 0.001267 0.000405 0.007782 0.000530 0.007988 0.001599 0.091540 0.005208 0.618456 0.001321 0.012074 0.001346 0.037136
S1 0.944901 S1 S1 5.998108 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK7/DSC_0277.JPG 0.823826 0.001994 0.001531 0.000773 0.013484 0.002360 0.000392 0.002778 0.000904 0.000561 0.001128 0.000608 0.003116 0.001441 0.000687 0.002870 0.132941 0.003966 0.000844 0.000425 0.003372
S2 0.777667 S18 S1 0.307762 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2NM2/DSC_0353.JPG 0.015335 0.004838 0.006514 0.044033 0.005183 0.042538 0.019743 0.012771 0.066835 0.402667 0.009325 0.017615 0.086104 0.010907 0.065593 0.007585 0.008924 0.052687 0.113195 0.004767 0.002842
S3 0.818797 S3 S3 6.899074 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK3/DSC_0251_01.JPG 0.019717 0.023267 0.012726 0.003887 0.009729 0.004659 0.005958 0.012337 0.008122 0.005419 0.002573 0.005616 0.008021 0.003178 0.818797 0.011364 0.014003 0.016787 0.004677 0.004646 0.004514
S1 0.937220 S1 S1 5.908786 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK6/DSC_0364.JPG 0.827091 0.001737 0.006765 0.001662 0.007803 0.001630 0.003356 0.005242 0.003048 0.001479 0.002052 0.001729 0.019549 0.003252 0.001195 0.003027 0.056195 0.015961 0.032858 0.002521 0.001849
S15 0.917174 S15 S20 2.037165 4.184390 4.184390 0 0 0 3.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0195.JPG 0.034890 0.003444 0.002216 0.067328 0.004466 0.005680 0.517651 0.002067 0.002216 0.128022 0.002307 0.003720 0.168315 0.005699 0.019723 0.004154 0.004242 0.008208 0.012732 0.001310 0.001608
S5 0.905864 S5 S5 5.845034 4.184390 4.184390 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S5/S5NM4/DSC_0729.JPG 0.047621 0.004781 0.003845 0.005130 0.238987 0.002916 0.003302 0.004956 0.002493 0.001344 0.006134 0.002110 0.006112 0.003243 0.011446 0.010924 0.604682 0.018627 0.010585 0.003442 0.007320
S2 0.803042 S18 S18 2.758480 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2NM2/DSC_0486.JPG 0.018968 0.006231 0.009860 0.095791 0.005540 0.026025 0.022011 0.006001 0.020355 0.405537 0.008996 0.015548 0.165290 0.024267 0.009990 0.007838 0.007428 0.015650 0.121433 0.004346 0.002897
S12 0.541124 S12 S12 3.429559 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK2/DSC_0093.JPG 0.038807 0.028339 0.137804 0.160243 0.037753 0.006874 0.011303 0.005891 0.008088 0.087560 0.007260 0.006439 0.269697 0.011780 0.007797 0.025754 0.018309 0.019148 0.082359 0.021195 0.007600
S11 0.962328 S11 S11 7.324152 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0048_01.JPG 0.002219 0.002784 0.962328 0.000722 0.000794 0.000226 0.003102 0.001640 0.001065 0.009200 0.001099 0.000651 0.000378 0.003292 0.002084 0.001738 0.002493 0.000367 0.000854 0.002331 0.000632
S1 0.932899 S1 S1 6.390857 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK5/DSC_0714_01.JPG 0.932899 0.000729 0.000650 0.000338 0.002784 0.000624 0.001165 0.008245 0.002234 0.000736 0.000871 0.001428 0.002002 0.000615 0.003108 0.003353 0.003704 0.001581 0.027621 0.000826 0.004485
S15 0.593608 S20 S20 3.267540 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S15/S15MK1/DSC_0164.JPG 0.040720 0.001242 0.001731 0.062343 0.003946 0.007309 0.333634 0.001124 0.003027 0.112701 0.001347 0.002479 0.312224 0.094893 0.005372 0.002762 0.003310 0.004920 0.003216 0.001074 0.000625
S7 0.913115 S7 S7 5.306143 4.184390 4.184390 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7FM3/DSC_0041_01.JPG 0.014126 0.002471 0.001750 0.007182 0.001771 0.028176 0.003400 0.002912 0.082777 0.087540 0.001826 0.005519 0.057419 0.000892 0.003411 0.002210 0.002855 0.014571 0.659418 0.019150 0.000625
S11 0.755854 S11 S11 4.163151 4.184390 4.184390 1 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S11/S11NM3/DSC_0698_17150.JPG 0.034849 0.014283 0.553061 0.004927 0.005639 0.004866 0.016689 0.028908 0.039523 0.081547 0.004868 0.005372 0.068479 0.028818 0.008298 0.011041 0.034863 0.011673 0.019715 0.019122 0.003459
S1 0.969740 S1 S1 5.872993 4.184390 4.184390 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK2/DSC_0917.JPG 0.640834 0.018646 0.001328 0.000366 0.002440 0.000975 0.000711 0.066297 0.004256 0.006015 0.001545 0.004665 0.004159 0.002050 0.001913 0.003654 0.070399 0.001655 0.162891 0.000992 0.004207
S1 0.954379 S1 S1 6.805659 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK1/DSC_0642_01.JPG 0.954379 0.000962 0.001557 0.000281 0.009821 0.000833 0.000753 0.002419 0.002266 0.000884 0.000566 0.000541 0.001955 0.000518 0.000647 0.001735 0.004204 0.000849 0.012745 0.001016 0.001069
S18 0.912144 S18 S18 6.537403 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S18/S18MK1/DSC_0382.JPG 0.001831 0.000722 0.000686 0.000710 0.000605 0.014752 0.001176 0.000597 0.040431 0.912144 0.001030 0.006024 0.007328 0.000849 0.002749 0.000735 0.000539 0.004658 0.001233 0.000308 0.000893
S2 0.390492 S3 S7 3.325514 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S2/S2HD1/DSC_0026.JPG 0.031436 0.023286 0.133767 0.023277 0.015400 0.020657 0.016009 0.015818 0.086226 0.018352 0.008345 0.023060 0.072007 0.016068 0.119047 0.013665 0.029014 0.052727 0.248564 0.023424 0.009849
S1 0.917005 S1 S10 -1.502499 4.184390 4.184390 0 0 0 7.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK8/DSC_0744.JPG 0.917005 0.001017 0.003091 0.000439 0.006808 0.000777 0.000456 0.002265 0.000352 0.005311 0.001166 0.000867 0.036139 0.002690 0.002054 0.000886 0.002870 0.007877 0.006236 0.000785 0.000910
S1 0.997679 S1 S1 6.531844 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 0.883969 0.000230 0.000077 0.000189 0.000338 0.001200 0.000133 0.000556 0.000115 0.001342 0.000356 0.108964 0.000260 0.000053 0.000053 0.000161 0.000328 0.000115 0.000544 0.000863 0.000156
S18 0.803789 S18 S20 2.817620 4.184390 4.184390 0 0 0 5.000000 /home/sielicki/data/BC2_1072x712/S18/S18MK1/DSC_0425.JPG 0.039024 0.017226 0.002454 0.026637 0.005909 0.045919 0.013857 0.003548 0.024399 0.578647 0.003864 0.008943 0.173839 0.008409 0.002871 0.003820 0.010132 0.009337 0.012929 0.005896 0.002340
S11 0.978989 S11 S11 7.221848 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S11/S11MK1/DSC_0088_01.JPG 0.000176 0.000677 0.978989 0.000143 0.000734 0.000098 0.000675 0.000333 0.000323 0.000176 0.000253 0.000447 0.000445 0.000364 0.002805 0.000235 0.010702 0.000237 0.000797 0.001107 0.000285
S10 0.698781 S8 S8 1.770162 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S10/S10MK4/DSC_0871_01.JPG 0.213793 0.013493 0.112368 0.110784 0.006527 0.009431 0.009355 0.005754 0.004770 0.004625 0.002312 0.144969 0.010550 0.016038 0.001450 0.019949 0.052753 0.008970 0.031952 0.217241 0.002914
S1 0.985729 S1 S1 6.069942 4.184390 4.184390 1 1 1 6.000000 /home/sielicki/data/BC2_1072x712/S1/S1MK3/DSC_0430.JPG 0.876219 0.026263 0.007718 0.001352 0.006547 0.001384 0.002602 0.006015 0.001475 0.000546 0.001168 0.001571 0.002727 0.002850 0.000902 0.004728 0.005668 0.004015 0.002615 0.037082 0.006553
S7 0.796970 S7 S7 5.030313 4.184390 4.184390 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD2/DSC_0362.JPG 0.061726 0.005935 0.003353 0.042996 0.003407 0.007985 0.012869 0.002805 0.050980 0.106123 0.005676 0.008800 0.128388 0.009858 0.001327 0.001035 0.007947 0.005712 0.484635 0.046124 0.002317
S14 0.374979 S7 S14 1.404459 4.184390 4.184390 0 0 0 1.000000 /home/sielicki/data/BC2_1072x712/S14/S14GL1/DSC_0423_01.JPG 0.104622 0.015471 0.014336 0.012654 0.032990 0.212924 0.035584 0.012963 0.014215 0.039329 0.008225 0.009687 0.050843 0.009612 0.012227 0.009116 0.120453 0.017965 0.176706 0.068909 0.021168
S17 0.842756 S17 S17 4.621737 4.184390 4.184390 1 1 1 4.000000 /home/sielicki/data/BC2_1072x712/S17/S17MK1/DSC_0931.JPG 0.053160 0.002632 0.001500 0.001306 0.002251 0.017041 0.003658 0.005245 0.559598 0.008934 0.089867 0.036478 0.001715 0.000769 0.001150 0.001871 0.010943 0.001996 0.130312 0.066248 0.003325
S3 0.808663 S3 S3 6.365939 4.184390 4.184390 1 1 1 7.000000 /home/sielicki/data/BC2_1072x712/S3/S3MK1/DSC_0062_01.JPG 0.005051 0.006766 0.003917 0.003916 0.004853 0.001687 0.011138 0.020728 0.002493 0.011933 0.003937 0.007391 0.011118 0.001207 0.808663 0.002793 0.004890 0.003468 0.066709 0.003809 0.013533
S7 0.979024 S7 S7 6.726955 4.184390 4.184390 1 1 1 5.000000 /home/sielicki/data/BC2_1072x712/S7/S7MK1/DSC_0395_01.JPG 0.073537 0.003597 0.004120 0.002348 0.006827 0.002196 0.003461 0.016388 0.004949 0.002323 0.003111 0.003517 0.004803 0.001875 0.004153 0.013750 0.078090 0.004022 0.746679 0.016855 0.003398
S14 0.699134 S18 S7 1.378168 4.184390 4.184390 0 0 0 0.000000 /home/sielicki/data/BC2_1072x712/S14/S14GL1/DSC_0447_01.JPG 0.034614 0.057397 0.011487 0.006378 0.008864 0.039261 0.036098 0.014966 0.009017 0.320682 0.004053 0.056454 0.021307 0.005734 0.007322 0.006583 0.075309 0.005347 0.203560 0.066483 0.009083
S7 0.464137 S18 S7 2.822737 4.184390 4.184390 0 0 0 2.000000 /home/sielicki/data/BC2_1072x712/S7/S7HD2/DSC_0240.JPG 0.047645 0.059824 0.047530 0.027104 0.006589 0.009717 0.032362 0.013102 0.028016 0.166492 0.006355 0.006098 0.089390 0.047880 0.003328 0.002497 0.016963 0.004501 0.354016 0.023203 0.007389
S12 0.634025 S20 S20 5.902740 4.184390 4.184390 1 1 1 0.000000 /home/sielicki/data/BC2_1072x712/S12/S12MK2/DSC_0194.JPG 0.173213 0.012570 0.119189 0.032501 0.032929 0.012464 0.021437 0.005895 0.005808 0.007324 0.008122 0.007197 0.383440 0.010967 0.004968 0.006998 0.009807 0.014344 0.077065 0.043532 0.010230
