CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr TrustScoreLb FileName AN CE DS HP NE SA SC SR
HP 0.497323 DS DS 2.948433 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2HP/DSC_0643.JPG 0.046272 0.028281 0.317717 0.205334 0.010520 0.303469 0.043554 0.044852
SA 0.823055 AN DS 2.664842 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1SA/DSC_0422_01.JPG 0.445546 0.002210 0.434510 0.003853 0.000616 0.105882 0.005005 0.002379
HP 0.802127 HP SR 1.614870 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1HP/DSC_0132_01.JPG 0.006387 0.002878 0.105115 0.533660 0.003760 0.004123 0.010725 0.333351
DS 0.666753 DS DS 3.068941 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0364.JPG 0.053015 0.085465 0.339312 0.264413 0.004557 0.163054 0.048307 0.041879
SC 0.895117 AN NE 1.263955 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1SC/DSC_0211.JPG 0.324897 0.034837 0.005106 0.006103 0.191551 0.076600 0.176901 0.184004
SC 0.617611 NE NE 2.929167 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SC/DSC_0141.JPG 0.071437 0.009311 0.009566 0.027479 0.345543 0.058036 0.218938 0.259690
DS 0.941086 DS DS 6.654786 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6DS/DSC_0379.JPG 0.006198 0.002565 0.941086 0.005822 0.024103 0.013110 0.002484 0.004631
CE 0.892590 CE CE 1.519311 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2CE/DSC_0697.JPG 0.025364 0.296217 0.157871 0.223528 0.093440 0.175563 0.023264 0.004753
DS 0.818385 DS DS 3.195838 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK1/S3MK1DS/DSC_0187_01.JPG 0.076188 0.012802 0.502393 0.188218 0.126611 0.008634 0.007251 0.077903
DS 0.900452 DS HP 0.831498 3.592942 3.592942 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S14/S14GL1/S14GL1DS/DSC_0522_01.JPG 0.100714 0.007688 0.657689 0.183912 0.001378 0.034842 0.005773 0.008004
SR 0.717181 HP AN 1.992749 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK4/S5MK4SR/DSC_0584.JPG 0.213582 0.009179 0.196549 0.468205 0.006899 0.026455 0.050292 0.028838
AN 0.568266 AN SR 1.798524 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7AN/DSC_0354.JPG 0.182703 0.002226 0.050445 0.001776 0.222756 0.072790 0.144226 0.323079
SR 0.761559 SC SR 1.435396 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4SR/DSC_0243_01.JPG 0.038359 0.002013 0.177328 0.003559 0.003862 0.052607 0.558251 0.164019
SC 0.854030 SC AN 1.856968 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2SC/DSC_0005.JPG 0.239848 0.000554 0.072443 0.008178 0.037697 0.023945 0.540313 0.077024
CE 0.857944 SC SA 1.212029 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK5/S3MK5CE/DSC_0426_01.JPG 0.011059 0.001499 0.065895 0.017025 0.005046 0.139570 0.394178 0.365727
SA 0.868853 SA SA 3.117448 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1SA/DSC_0445.JPG 0.024944 0.134867 0.008885 0.013828 0.230272 0.578627 0.004428 0.004150
SR 0.564862 HP SR 3.193695 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4SR/DSC_0799_01.JPG 0.008987 0.014558 0.197103 0.461235 0.001032 0.007713 0.040625 0.268748
NE 0.605691 HP SA 4.360440 3.592942 3.592942 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1NE/DSC_0341.JPG 0.004230 0.012450 0.029803 0.181877 0.246024 0.323495 0.059254 0.142868
CE 0.882453 CE DS 2.244655 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0556_01.JPG 0.034258 0.529401 0.245729 0.121663 0.001762 0.016919 0.032411 0.017857
DS 0.998889 DS DS 6.443367 3.592942 3.592942 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S18/S18MK1/S18MK1DS/DSC_0514.JPG 0.105513 0.002309 0.677298 0.020666 0.000315 0.188959 0.002165 0.002775
DS 0.675054 AN AN 2.007519 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM1/S7FM1DS/DSC_0814.JPG 0.301024 0.021417 0.140458 0.238269 0.008973 0.120929 0.120634 0.048297
SR 0.748654 SR SR 3.483207 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S4/S4GL1/S4GL1SR/DSC_0365.JPG 0.119897 0.158046 0.098797 0.122565 0.013221 0.040598 0.128833 0.318043
SC 0.577119 AN SR 3.184166 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SC/DSC_0828.JPG 0.203583 0.069560 0.077832 0.064607 0.003957 0.101222 0.188895 0.290343
HP 0.834598 HP HP 3.708272 3.592942 3.592942 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S2/S2GL1/S2GL1HP/DSC_0942.JPG 0.022571 0.009264 0.016210 0.743464 0.006886 0.040382 0.005123 0.156101
SR 0.601805 DS DS 4.700526 3.592942 3.592942 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14HD1/S14HD1SR/DSC_0646_01.JPG 0.161564 0.024388 0.242166 0.010748 0.077179 0.157787 0.264870 0.061298
SC 0.690355 SR HP 0.584903 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1SC/DSC_0149_01.JPG 0.073244 0.001933 0.263468 0.150743 0.015378 0.039451 0.133854 0.321928
NE 0.903024 NE NE 3.805171 3.592942 3.592942 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2NE/DSC_0034.JPG 0.012955 0.000542 0.001332 0.004085 0.670209 0.016007 0.118268 0.176602
DS 0.753357 HP DS 1.034790 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1DS/DSC_0152.JPG 0.035460 0.004435 0.184560 0.478150 0.008095 0.117804 0.016500 0.154998
AN 0.776365 HP CE 0.152687 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3AN/DSC_0142_01.JPG 0.062640 0.103092 0.180595 0.565047 0.003194 0.036183 0.024889 0.024359
SC 0.731362 SC SR 1.921807 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S12/S12NM2/S12NM2SC/DSC_0838.JPG 0.014489 0.001924 0.008960 0.003192 0.189730 0.013730 0.444074 0.323900
DS 0.785678 DS DS 3.714839 3.592942 3.592942 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7DS/DSC_0364.JPG 0.056160 0.030881 0.392298 0.147552 0.089355 0.140211 0.098308 0.045236
DS 0.799819 DS DS 2.887558 3.592942 3.592942 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2DS/DSC_0667.JPG 0.061287 0.010654 0.586220 0.094320 0.002697 0.021657 0.151382 0.071782
NE 0.682810 CE CE 3.154440 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2NE/DSC_0677.JPG 0.099462 0.242584 0.155851 0.217462 0.127187 0.051255 0.095036 0.011163
NE 0.843116 CE SA 0.525766 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S16/S16MK1/S16MK1NE/DSC_0350.JPG 0.002724 0.256136 0.041711 0.179963 0.021278 0.200741 0.165532 0.131914
DS 0.940156 DS DS 6.956875 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3DS/DSC_0698_17150.JPG 0.001453 0.002928 0.940156 0.000781 0.000112 0.026235 0.027802 0.000534
AN 0.525922 DS DS 2.930661 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2AN/DSC_0660.JPG 0.119630 0.332633 0.246476 0.074682 0.005352 0.137416 0.055059 0.028752
NE 0.910916 DS DS 5.063515 3.592942 3.592942 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1NE/DSC_0174.JPG 0.005840 0.003507 0.590558 0.194424 0.001593 0.005320 0.038526 0.160232
AN 0.745212 HP SA 2.425314 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1AN/DSC_0126.JPG 0.070968 0.109885 0.044843 0.487925 0.011736 0.096951 0.066337 0.111354
HP 0.609222 HP DS 1.202957 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S4/S4NM2/S4NM2HP/DSC_0584.JPG 0.075544 0.001784 0.134840 0.463008 0.001348 0.002422 0.072661 0.248393
AN 0.760760 SA CE 1.360799 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1AN/DSC_0231.JPG 0.036975 0.262956 0.168960 0.111033 0.013951 0.387502 0.001556 0.017068
SR 0.853482 SR SA -1.210061 3.592942 3.592942 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1SR/DSC_0781.JPG 0.021516 0.001040 0.001601 0.013549 0.039370 0.154183 0.131043 0.637697
DS 0.984237 DS SA -0.395977 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1DS/DSC_0553_01.JPG 0.014169 0.006747 0.629292 0.181775 0.004364 0.135516 0.020499 0.007638
NE 0.857977 CE CE 2.833483 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4NE/DSC_0731_01.JPG 0.008338 0.512879 0.036447 0.128093 0.072310 0.128611 0.014765 0.098558
CE 0.859583 CE CE 2.604813 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1CE/DSC_0400_01.JPG 0.134051 0.471691 0.040837 0.069962 0.005858 0.195065 0.054302 0.028233
AN 0.795771 AN HP 1.808268 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7FM2/S7FM2AN/DSC_0972.JPG 0.497580 0.013591 0.074647 0.276229 0.005649 0.048788 0.075268 0.008248
NE 0.764162 NE NE 3.536947 3.592942 3.592942 1 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1NE/DSC_0860.JPG 0.188390 0.001223 0.001867 0.054105 0.510381 0.005112 0.023642 0.215280
CE 0.978111 CE CE 6.365705 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1CE/DSC_0405_01.JPG 0.001996 0.978111 0.003737 0.002378 0.004561 0.008667 0.000091 0.000459
SC 0.776978 DS SA 1.021954 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SC/DSC_0651.JPG 0.048432 0.023229 0.596883 0.090223 0.005579 0.137172 0.052342 0.046139
SC 0.893301 NE SC 1.191529 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2SC/DSC_0146.JPG 0.132134 0.023212 0.028872 0.008263 0.298891 0.207179 0.146233 0.155215
AN 0.945046 AN DS 1.891310 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.588661 0.003009 0.236717 0.002952 0.007055 0.118235 0.038797 0.004575
SA 0.573728 DS HP 0.955677 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK2/S5MK2SA/DSC_0563.JPG 0.091688 0.079534 0.354510 0.135999 0.008350 0.206549 0.047850 0.075522
DS 0.769381 DS SA 2.421727 3.592942 3.592942 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2DS/DSC_0211.JPG 0.045368 0.069751 0.582879 0.042282 0.005971 0.173209 0.041639 0.038901
AN 0.882309 HP HP 6.161832 3.592942 3.592942 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1AN/DSC_0133.JPG 0.054891 0.012034 0.036458 0.771929 0.001613 0.034503 0.003472 0.085101
SR 0.661724 DS SA 0.676205 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1SR/DSC_0288.JPG 0.086830 0.027559 0.449533 0.144120 0.011036 0.124739 0.102562 0.053620
SA 0.620281 SA SA 4.198000 3.592942 3.592942 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SA/DSC_0069.JPG 0.024485 0.018284 0.022279 0.271236 0.146850 0.377184 0.003672 0.136009
DS 0.574279 DS CE 0.632484 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK1/S12MK1DS/DSC_0334.JPG 0.016067 0.090560 0.255547 0.475173 0.002509 0.018939 0.018215 0.122989
SR 0.547302 AN AN 3.285461 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK2/S3MK2SR/DSC_0818.JPG 0.266081 0.004585 0.338832 0.110572 0.007149 0.165683 0.087739 0.019358
HP 0.786152 NE DS -1.509696 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3HP/DSC_0464.JPG 0.025140 0.007386 0.151858 0.135642 0.356319 0.265637 0.006995 0.051022
SC 0.843696 SR SC 2.030961 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S15/S15MK1/S15MK1SC/DSC_0162.JPG 0.021267 0.001087 0.017329 0.019691 0.002606 0.049361 0.354370 0.534289
SA 0.750946 DS SA 2.065152 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S5/S5MK3/S5MK3SA/DSC_0065_01.JPG 0.035922 0.033473 0.645690 0.139990 0.001476 0.120768 0.017055 0.005627
SC 0.759989 NE SC 3.250210 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SC/DSC_0318.JPG 0.131735 0.002933 0.031443 0.007082 0.293240 0.103975 0.345480 0.084111
NE 0.729336 SC SC 4.529083 3.592942 3.592942 1 1 1 2.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1NE/DSC_0158.JPG 0.066455 0.002533 0.008781 0.041645 0.142291 0.043986 0.480150 0.214159
DS 0.892796 DS DS 3.279469 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK3/S7MK3DS/DSC_0528.JPG 0.148526 0.001246 0.521980 0.163906 0.001635 0.119107 0.004231 0.039369
SA 0.877957 SC SC 4.976471 3.592942 3.592942 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK7/S1MK7SA/DSC_0249.JPG 0.045298 0.002412 0.163718 0.020737 0.090972 0.027202 0.537390 0.112270
AN 0.684207 AN HP 1.324778 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.461944 0.008426 0.252045 0.094496 0.004715 0.044010 0.097262 0.037104
HP 0.866744 HP HP 5.969748 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2HP/DSC_0316.JPG 0.018061 0.003334 0.001502 0.866744 0.023331 0.025463 0.004547 0.057018
SC 0.720265 DS DS 2.570256 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2SC/DSC_0667.JPG 0.039597 0.096360 0.404456 0.130577 0.005492 0.166749 0.039147 0.117623
AN 0.632587 HP AN 0.265051 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2AN/DSC_0349.JPG 0.124740 0.010353 0.131944 0.422792 0.111053 0.046348 0.054413 0.098359
HP 0.892759 HP HP 8.093437 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S2/S2NM2/S2NM2HP/DSC_0375.JPG 0.011711 0.005025 0.014322 0.892759 0.002173 0.002778 0.005458 0.065774
NE 0.953322 NE NE 3.721308 3.592942 3.592942 1 1 1 5.000000 /home/sielicki/data/BC2E_1072x712/S4/S4HD1/S4HD1NE/DSC_0165.JPG 0.107621 0.000860 0.002131 0.001799 0.748524 0.124526 0.005113 0.009426
AN 0.448492 SC SA 0.753178 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1AN/DSC_0357.JPG 0.072413 0.026790 0.372595 0.129029 0.006831 0.152256 0.204039 0.036047
CE 0.992536 CE DS 1.204226 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD2/S7HD2CE/DSC_0251.JPG 0.007097 0.462699 0.141859 0.190609 0.003794 0.185344 0.004203 0.004395
CE 0.994867 CE CE 6.583656 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1CE/DSC_0733.JPG 0.000052 0.994867 0.000424 0.000202 0.000211 0.001144 0.002777 0.000324
CE 0.332807 HP AN 0.955677 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1CE/DSC_0557_01.JPG 0.288484 0.150621 0.264214 0.191854 0.003661 0.023577 0.032687 0.044902
SR 0.773921 DS SA 2.644484 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3SR/DSC_0453.JPG 0.080595 0.003255 0.332964 0.080064 0.002051 0.229390 0.076540 0.195141
SC 0.878715 SR SR 3.840261 3.592942 3.592942 1 1 1 3.000000 /home/sielicki/data/BC2E_1072x712/S11/S11NM3/S11NM3SC/DSC_0623_17075.JPG 0.001233 0.000524 0.000298 0.000691 0.000114 0.000986 0.472484 0.523668
CE 0.924303 CE CE 3.864432 3.592942 3.592942 1 1 1 6.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1CE/DSC_0078.JPG 0.069629 0.815323 0.028239 0.004122 0.000444 0.004339 0.074869 0.003035
AN 0.377044 SA HP 2.129904 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S14/S14MK1/S14MK1AN/DSC_0855.JPG 0.044034 0.063254 0.173908 0.181643 0.090512 0.268823 0.016056 0.161769
DS 0.575707 HP SA 0.955677 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S20/S20MK1/S20MK1DS/DSC_0362.JPG 0.136506 0.043780 0.175336 0.311169 0.003996 0.152747 0.083930 0.092535
AN 0.904888 SC AN 3.458021 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10NM2/S10NM2AN/DSC_0043.JPG 0.216832 0.001041 0.087848 0.004911 0.010262 0.013985 0.651717 0.013404
SA 0.889235 NE SA 1.364045 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK5/S1MK5SA/DSC_0603_01.JPG 0.005760 0.001837 0.000738 0.000560 0.442233 0.173157 0.117849 0.257865
NE 0.749585 NE AN 1.950791 3.592942 3.592942 0 0 0 3.000000 /home/sielicki/data/BC2E_1072x712/S3/S3MK4/S3MK4NE/DSC_0186_01.JPG 0.275980 0.002529 0.082210 0.077500 0.348029 0.034217 0.039713 0.139823
CE 0.987011 CE CE 6.390755 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S5/S5NM4/S5NM4CE/DSC_0715.JPG 0.000207 0.987011 0.000095 0.000076 0.001370 0.010866 0.000268 0.000107
DS 0.841792 DS HP -0.000128 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK1/S10MK1DS/DSC_0317.JPG 0.020571 0.004190 0.519736 0.109647 0.003240 0.332290 0.005026 0.005299
AN 0.732685 CE CE 4.628978 3.592942 3.592942 1 1 1 0.000000 /home/sielicki/data/BC2E_1072x712/S3/S3HD1/S3HD1AN/DSC_0894.JPG 0.015676 0.524586 0.005551 0.015979 0.292906 0.132921 0.003607 0.008774
HP 0.531569 AN SA 0.567923 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK1/S7MK1HP/DSC_0452_01.JPG 0.297622 0.003843 0.448335 0.024441 0.019862 0.143267 0.056261 0.006369
NE 0.749506 DS SA 2.565194 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S12/S12MK2/S12MK2NE/DSC_0052.JPG 0.027325 0.124654 0.561431 0.073962 0.004892 0.161918 0.014558 0.031260
AN 0.811325 DS CE 1.398468 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S7/S7MK2/S7MK2AN/DSC_0681.JPG 0.049568 0.123992 0.292742 0.099824 0.009464 0.198217 0.074542 0.151651
AN 0.524281 DS HP 2.209944 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK8/S1MK8AN/DSC_0845.JPG 0.104759 0.045369 0.294153 0.255331 0.014739 0.071767 0.163026 0.050857
SC 0.809521 SR SC 2.091990 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK6/S1MK6SC/DSC_0339.JPG 0.001743 0.000158 0.000148 0.000203 0.004503 0.022389 0.374144 0.596713
SA 0.801542 SR AN 2.374961 3.592942 3.592942 0 0 0 1.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK2/S10MK2SA/DSC_0929_01.JPG 0.135222 0.001426 0.007138 0.006774 0.050071 0.120851 0.076061 0.602455
SR 0.879719 SR HP 2.877801 3.592942 3.592942 0 0 0 5.000000 /home/sielicki/data/BC2E_1072x712/S2/S2HD1/S2HD1SR/DSC_0090.JPG 0.007285 0.004156 0.059459 0.220348 0.000761 0.022695 0.009452 0.675843
DS 0.851501 DS CE 1.485124 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S10/S10MK4/S10MK4DS/DSC_0886_01.JPG 0.006051 0.158003 0.316242 0.216546 0.001761 0.013433 0.006709 0.281255
NE 0.867056 NE NE 6.989190 3.592942 3.592942 1 1 1 4.000000 /home/sielicki/data/BC2E_1072x712/S6/S6MK1/S6MK1NE/DSC_0365_01.JPG 0.146078 0.002099 0.000683 0.002155 0.530449 0.152148 0.003817 0.162571
HP 0.805341 HP HP 2.672710 3.592942 3.592942 0 0 0 4.000000 /home/sielicki/data/BC2E_1072x712/S7/S7NM4/S7NM4HP/DSC_0979.JPG 0.090637 0.001632 0.168651 0.552696 0.016676 0.002169 0.003563 0.163976
SC 0.985011 SC SC 6.397686 3.592942 3.592942 1 1 1 7.000000 /home/sielicki/data/BC2E_1072x712/S7/S7HD1/S7HD1SC/DSC_0162.JPG 0.004363 0.000074 0.000218 0.000372 0.000396 0.001396 0.985011 0.008170
NE 0.829322 SR DS -2.609676 3.592942 3.592942 0 0 0 0.000000 /home/sielicki/data/BC2E_1072x712/S19/S19MK1/S19MK1NE/DSC_0040_01.JPG 0.028038 0.001307 0.276129 0.039713 0.011158 0.002233 0.279312 0.362110
SR 0.895994 NE SA 0.673149 3.592942 3.592942 0 0 0 2.000000 /home/sielicki/data/BC2E_1072x712/S14/S14NM2/S14NM2SR/DSC_0289_01.JPG 0.043712 0.009181 0.083893 0.016478 0.486717 0.151739 0.042121 0.166159
